symbol,announcement_date,announcement_timestamp,description,attachment_url,attachment_text,company_name,isin,industry,sequence_id,source
DLF,2010-11-10,2010-11-10 19:20:39,Financial Result Updates,https://nsearchives.nseindia.com/corporate/DLF_30SEP2010_B_Q2H.zip,"DLF Limited has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended September 30,2010.",DLF Limited,INE271C01023,Construction,969,nse
DLF,2011-02-01,2011-02-01 08:58:22,Financial Result Updates,https://nsearchives.nseindia.com/corporate/DLF_31DEC2010_B_Q3.zip,"DLF Limited has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended December 31,2010.",DLF Limited,INE271C01023,Construction,2006,nse
DLF,2011-05-25,2011-05-25 08:55:16,Financial Result Updates,https://nsearchives.nseindia.com/corporate/DLF_31MAR2011_B_Q4A.zip,"DLF Limited has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended March 31,2011.",DLF Limited,INE271C01023,Construction,3667,nse
DLF,2011-08-02,2011-08-02 19:15:48,Financial Result Updates,https://nsearchives.nseindia.com/corporate/DLF_30JUN2011_S_Q1.zip,"DLF Limited has submitted to the Exchange the Standalone Financial Results for the period ended June 30,2011.",DLF Limited,INE271C01023,Construction,4849,nse
DLF,2011-08-02,2011-08-02 19:30:34,Financial Result Updates,https://nsearchives.nseindia.com/corporate/DLF_30JUN2011_C_Q1.zip,"DLF Limited has submitted to the Exchange the Consolidated Financial Results for the period ended June 30,2011.",DLF Limited,INE271C01023,Construction,4852,nse
DLF,2011-11-10,2011-11-10 18:43:29,Financial Result Updates,https://nsearchives.nseindia.com/corporate/DLF_30SEP2011_B_Q2H.zip,"DLF Limited has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended September 30,2011.",DLF Limited,INE271C01023,Construction,6638,nse
DLF,2012-02-10,2012-02-10 20:44:28,Financial Result Updates,https://nsearchives.nseindia.com/corporate/DLF_31DEC2011_B_Q3.zip,"DLF Limited has submitted to the Exchange the Standalone and Consolidated Financial Results along with Limited Review for the period ended December 31,2011.",DLF Limited,INE271C01023,Construction,8208,nse
DLF,2012-05-30,2012-05-30 19:47:53,Financial Result Updates,https://nsearchives.nseindia.com/corporate/DLF_31MAR2012_B_Q4A.zip,"DLF Limited has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended March 31,2012.",DLF Limited,INE271C01023,Construction,10132,nse
DLF,2012-08-06,2012-08-06 19:36:06,Financial Result Updates,https://nsearchives.nseindia.com/corporate/DLF_30JUN2012_B_Q1.zip,"DLF Limited has submitted to the Exchange the Standalone and Consolidated Financial Results along with the Limited Review Report for the period ended June 30,2012.",DLF Limited,INE271C01023,Construction,10992,nse
DLF,2012-11-12,2012-11-12 19:00:18,Financial Result Updates,https://nsearchives.nseindia.com/corporate/DLF_30SEP2012_B_Q2H.zip,"DLF Limited has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended September 30,2012 with Limited Review Report.",DLF Limited,INE271C01023,Construction,13337,nse
DLF,2013-01-16,2013-01-16 18:08:00,Disclosure under Insider Trading Regulation,https://nsearchives.nseindia.com/corporate/DLF_PIT05_16012013.zip,"Dlf Limited has submitted to the Exchange vide its letter dated January 15, 2013 a copy of disclosure pursuant to Regulation 13(2), 13(2A) and 13(6) of the SEBI (Prohibition of Insider Trading) Regulations, 1992.",DLF Limited,INE271C01023,Construction,,nse
DLF,2013-01-30,2013-01-30 08:24:00,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/DLF_RAISANA_30012013_01302013082402_3.zip,"Raisina Agencies LLP has submitted to the Exchange vide letter dated January 28, 2013 a copy of disclosure under Regulation 10(6) of the SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011.",DLF Limited,INE271C01023,Construction,491142,nse
DLF,2013-01-30,2013-01-30 08:28:00,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/DLF_MALLIKA_30012013_01302013082802_3.zip,"Mallika Housing Company LLP has submitted to the Exchange vide letter dated January 28, 2013 a copy of disclosure under Regulation 10(6) of the SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011.",DLF Limited,INE271C01023,Construction,491146,nse
DLF,2013-01-31,2013-01-31 11:36:00,Updates,https://nsearchives.nseindia.com/corporate/DLF_update_31012013_01312013113602_1.zip,"DLF Limited has informed the Exchange that the Company along with DLF Home Developers Ltd., the Company's wholly owned subsidiary has 227 MW capacity wind turbines in 4 states engaged in generation of electricity and sale of the same.",DLF Limited,INE271C01023,Construction,492957,nse
DLF,2013-02-14,2013-02-14 20:09:35,Financial Result Updates,https://nsearchives.nseindia.com/corporate/DLF_31DEC2012_B_Q3.zip,"DLF Limited has submitted to the Exchange the Standalone and Consolidated Financial Results along with the Limited Review Report for the period ended December 31,2012.",DLF Limited,INE271C01023,Construction,14895,nse
DLF,2013-02-20,2013-02-20 18:04:00,Allotment of Securities,https://nsearchives.nseindia.com/corporate/DLFLTD_2022013.zip,DLF Limited has informed the Exchange that the Committee of Directors has allotted Equity Shares upon exercise of Options by the employees under the Company's Employees Stock Options Scheme.,DLF Limited,INE271C01023,Construction,505435,nse
DLF,2013-03-06,2013-03-06 19:00:00,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/DLF_obm_06032013_03062013185608_.zip,"DLF Limited has informed the Exchange regarding the Outcome of meeting of the Board of Directors of the Company held on March 06, 2013.",DLF Limited,INE271C01023,Construction,513326,nse
DLF,2013-03-12,2013-03-12 09:00:00,Updates,-,"DLF Limited has informed the Exchange that SEBI vide its letter dated February 22, 2013, has permitted the Company to undertake Institutional Private Placement (IPP) under Chapter VIII-A of the SEBI (ICDR) Regulations, 2009 by disclosing limited reviewed stand alone as well as consolidated financial statements for the stub period ended December 31, 2012.This intimation is being sent in terms of the requirement of para 4 of the aforesaid letter.",DLF Limited,INE271C01023,Construction,515633,nse
DLF,2013-03-12,2013-03-12 09:04:00,Extraordinary General Meeting Updates,https://nsearchives.nseindia.com/corporate/DLF_Negm_12032013_03122013090401_1.zip,"DLF Limited has submitted to the Exchange a copy of the notice of the Extraordinary General Meeting of the members of the Company to be held on April 04, 2013.",DLF Limited,INE271C01023,Construction,515634,nse
DLF,2013-04-02,2013-04-02 10:24:00,Allotment of Securities,https://nsearchives.nseindia.com/corporate/DLF_update_02042013_04022013102402_1.zip,"DLF Limited has informed the Exchange vide letter dated March 28, 2013 that the Committee of Directors has allotted Equity Shares upon exercise of Options by the employees under the Company's Employees Stock Options Scheme:  Date of Allotment - March 26, 2013; No. of Equity Shares (face value of Rs.2/- each) - 15,800.",DLF Limited,INE271C01023,Construction,526941,nse
DLF,2013-04-05,2013-04-05 08:28:00,Extraordinary General Meeting Updates,https://nsearchives.nseindia.com/corporate/DLF_cla35A_05042013_04052013082801_1.zip,DLF Limited has informed the Exchange regarding the Outcome of Extra-ordinary General Meeting and Voting results under Clause 35A of the Listing Agreement.,DLF Limited,INE271C01023,Construction,529597,nse
DLF,2013-04-05,2013-04-05 11:04:00,Updates,-,"DLF Limited has informed the Exchange that : (1) A definite agreement has been entered between the Company's wholly-owned subsidiary DLF Home Developers Ltd. (DHDL) and Tulip Renewable Powertech Private Limited (Tulip). Accordingly, DHDL's Tamil Nadu wind mill undertaking of 34.5 MW capacity including related assets and liabilities (including current assets and liabilities) and relevant long term loans of the said undertaking, has been transferred by DHDL to Tulip as is where is basis by way of slump sale for lump sum consideration of Rs. 188.7 crores.(2). A definitive agreement has been entered between Company's wholly-owned subsidiary DLF Home Developers Ltd. (DHDL) and Violet Green Power Private Limited (Violet) for sale of DHDL's Rajasthan wind mill undertaking of 33 MW capacity as is where is basis by way of slump sale for lump sum consideration of Rs. 52.2 crores. Subject to the fulfilment of the terms and conditions and requisite regulatory approvals by both the parties in accordance with the said agreement, related assets and liabilities (including current assets and liabilities) of the said undertaking along with relevant long term loans will be transferred to Violet. The transactions are in line with the DLF's objective of divesting its non core assets.",DLF Limited,INE271C01023,Construction,529634,nse
DLF,2013-04-05,2013-04-05 15:20:00,Credit Rating,https://nsearchives.nseindia.com/corporate/DLF_CR_05042013_04052013152002_1.zip,"DLF Limited has informed the Exchange vide letter dated April 03, 2013 regarding ""Re-affirming of Rating by ICRA"".",DLF Limited,INE271C01023,Construction,530063,nse
DLF,2013-04-16,2013-04-16 09:12:00,Discl. under SEBI Insider Trading and Takeover Regulation,https://nsearchives.nseindia.com/corporate/DLF_prermtraders_16042013_04162013091202_2.zip,"Prem Traders LLP has submitted to the Exchange vide letter dated April 13, 2013 a copy of disclosure under Regulation 29(1)/10(6) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 along with a copy of disclosure under Regulation 13(2), 13(2A), 13(4A) & 13(6) of SEBI (Prohibition of Insider Trading) Regulations, 1992.",DLF Limited,INE271C01023,Construction,535008,nse
DLF,2013-04-16,2013-04-16 09:16:00,Disclosure under Insider Trading Regulation,https://nsearchives.nseindia.com/corporate/DLF_reg13_16042013_04162013091601_1.zip,"DLF Limited has submitted to the Exchange vide its letter dated April 15, 2013 a copy of disclosure pursuant to Regulation 13(2), 13(2A) , 13(4A) and 13(6) of the SEBI (Prohibition of Insider Trading) Regulations, 1992.",DLF Limited,INE271C01023,Construction,535009,nse
