symbol,announcement_date,announcement_timestamp,description,attachment_url,attachment_text,company_name,isin,industry,sequence_id,source
PGEL,2011-11-16,2011-11-16 11:33:39,Financial Result Updates,https://nsearchives.nseindia.com/corporate/PGEL_30SEP2011_S_Q2H.zip,"PG Electroplast Limited has submitted to the Exchange the Standalone Financial Results for the period ended September 30,2011.",PG Electroplast Limited,INE457L01011,Consumer Durables,7199,nse
PGEL,2012-02-14,2012-02-14 18:52:19,Financial Result Updates,https://nsearchives.nseindia.com/corporate/PGEL_31DEC2011_S_Q3.zip,"PG Electroplast Limited has submitted to the Exchange the Standalone Financial Results along with the Limited Review Report for the period ended December 31,2011.",PG Electroplast Limited,INE457L01011,Consumer Durables,8552,nse
PGEL,2012-05-14,2012-05-14 19:29:31,Financial Result Updates,https://nsearchives.nseindia.com/corporate/PGEL_31MAR2012_S_Q4.zip,"PG Electroplast Limited has submitted to the Exchange the Standalone Financial Results for the period ended March 31,2012.",PG Electroplast Limited,INE457L01011,Consumer Durables,9336,nse
PGEL,2012-07-04,2012-07-04 14:49:11,Financial Result Updates,https://nsearchives.nseindia.com/corporate/PGEL_31MAR2012_B_AN.zip,"PG Electroplast Limited has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended March 31,2012.",PG Electroplast Limited,INE457L01011,Consumer Durables,10297,nse
PGEL,2012-08-14,2012-08-14 14:17:16,Financial Result Updates,https://nsearchives.nseindia.com/corporate/PGEL_30JUN2012_S_Q1.zip,"PG Electroplast Limited has submitted to the Exchange the Standalone Financial Results along with the Limited Review Report for the period ended June 30, 2012.",PG Electroplast Limited,INE457L01011,Consumer Durables,11567,nse
PGEL,2012-11-09,2012-11-09 14:23:34,Financial Result Updates,https://nsearchives.nseindia.com/corporate/PGEL_30SEP2012_S_Q2.zip,"PG Electroplast Limited has submitted to the Exchange the Standalone Financial Results for the period ended September 30,2012.",PG Electroplast Limited,INE457L01011,Consumer Durables,12989,nse
PGEL,2013-01-07,2013-01-07 19:52:00,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/PGEL_OBM_07012013.zip,"Pg Electroplast Limited has informed the Exchange regarding the Outcome of the Meeting of the Board of Directors of the Company held on January 07, 2013.",PG Electroplast Limited,INE457L01011,Consumer Durables,,nse
PGEL,2013-02-14,2013-02-14 15:02:34,Financial Result Updates,https://nsearchives.nseindia.com/corporate/PGEL_31DEC2012_S_Q3.zip,"PG Electroplast Limited has submitted to the Exchange the Standalone Financial Results along with the Limited Review Report for the period ended December 31,2012.",PG Electroplast Limited,INE457L01011,Consumer Durables,14755,nse
PGEL,2013-05-30,2013-05-30 15:08:00,Financial Result Updates,https://nsearchives.nseindia.com/corporate/PGEL_31MAR2013_B_Q4A.zip,"PG Electroplast Limited has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended March 31,2013.",PG Electroplast Limited,INE457L01011,Consumer Durables,16213,nse
PGEL,2013-05-30,2013-05-30 19:52:00,Updates,-,PG Electroplast Limited has informed the Exchange that the Company is having a manufacturing unit at Roorkee where the Company has been manufacturing CTVs for LG Electronics Pvt. Ltd among other products. During the current year LG Electronics has decided to discontinue manufacturing of conventional picture tube colour televisions as a global policy. Due to this Company's manufacturing activity of CTVs being manufactured for LG Electronics is discontinued and the Company will lose an annual turnover close to Rs. 100 Crores.,PG Electroplast Limited,INE457L01011,Consumer Durables,564149,nse
PGEL,2013-07-12,2013-07-12 08:16:00,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/PGELEC_reg_12072013_07122013081601_1.zip,"JM Financial Products Limited has submitted to the Exchange vide letter dated July 11, 2013 a copy of disclosure under Regulation 29(1) read with Regulation 29(4) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011.",PG Electroplast Limited,INE457L01011,Consumer Durables,592281,nse
PGEL,2013-08-12,2013-08-12 19:34:54,Financial Result Updates,https://nsearchives.nseindia.com/corporate/PGEL_30JUN2013_S_Q1.zip,"PG Electroplast Limited has submitted to the Exchange the Standalone Financial Results along with the Limited Review Report for the period ended June 30,2013.",PG Electroplast Limited,INE457L01011,Consumer Durables,17573,nse
PGEL,2013-08-13,2013-08-13 16:44:00,Resignation of Director,-,"PG Electroplast Limited has informed the Exchange that Mr.Kailash Pati Sharma, Non-Executive Independent Director of the Company, has resigned from the office of Directorship w.e.f 12.08.2013.",PG Electroplast Limited,INE457L01011,Consumer Durables,614538,nse
PGEL,2013-08-14,2013-08-14 17:36:00,Annual General Meeting Updates,https://nsearchives.nseindia.com/corporate/NSE_08142013173602_4.zip,"PG Electroplast Limited has submitted to the Exchange a copy of notice approved by Board for Annual General Meeting to be held on September 30, 2013.",PG Electroplast Limited,INE457L01011,Consumer Durables,615343,nse
PGEL,2013-08-16,2013-08-16 12:32:00,AGM/Book Closure,-,"PG Electroplast Limited has informed the Exchange that the Register of Members and Share Transfer Books of the Company shall remain closed from September 23, 2013 to September 30, 2013   (both days inclusive) for purpose of Annual General Meeting of the Company scheduled to be held on September 30, 2013.",PG Electroplast Limited,INE457L01011,Consumer Durables,616658,nse
PGEL,2013-08-16,2013-08-16 18:08:00,Change in Company Secretary/Compliance Officer,-,"PG Electroplast Limited has informed the Exchange that Mr. Kuntal Kar, Company Secretary and Compliance Officer of the Company has resigned from the Company w.e.f the close of business hours of August 14, 2013. Further Mr. K A Khandelwal has veen appointed as Company Secretary and Compliance officer of the Company w.e.f August 16, 2013.",PG Electroplast Limited,INE457L01011,Consumer Durables,616784,nse
