symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2012-03-02,822.75,812.65,0.0124,0.0221,,0.4127
ADANIPORTS,2012-03-02,147.35,146.85,0.0034,0.0281,,0.5216
BEL,2012-03-02,1580.25,1593.55,-0.0084,0.0207,,0.3859
BOSCHLTD,2012-03-02,7700.35,7757.00,-0.0073,0.0150,,0.2808
CUMMINSIND,2012-03-02,459.65,470.45,-0.0232,0.0232,,0.4432
DLF,2012-03-02,203.85,214.05,-0.0488,0.0358,,0.7012
HINDALCO,2012-03-02,147.75,150.35,-0.0174,0.0331,,0.6190
INDHOTEL,2012-03-02,67.30,67.95,-0.0096,0.0247,,0.4604
LT,2012-03-02,1299.65,1277.90,0.0169,0.0272,,0.5101
MANAPPURAM,2012-03-02,41.65,41.65,0.0000,0.0450,,0.8330
MARUTI,2012-03-02,1330.55,1315.05,0.0117,0.0241,,0.4490
PGEL,2012-03-02,200.15,206.85,-0.0329,0.0359,,0.6820
SBIN,2012-03-02,2246.70,2218.75,0.0125,0.0296,,0.5521
SUZLON,2012-03-02,29.20,29.65,-0.0153,0.0532,,0.9877
TRENT,2012-03-02,931.10,945.25,-0.0151,0.0233,,0.4375
