symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2024-05-13,7178.35,7550.00,8188.95,7400.00,7998.95,7984.25,7796.75,3294820,256888.77,273068,481895,14.63
ADANIPORTS,EQ,2024-05-13,1266.75,1267.00,1313.00,1261.65,1305.10,1306.40,1285.75,2495810,32089.84,97610,780351,31.27
BEL,EQ,2024-05-13,227.10,228.40,228.70,221.00,224.80,224.75,224.45,32874369,73786.77,131330,19890656,60.51
BOSCHLTD,EQ,2024-05-13,30431.95,30431.95,31031.00,29979.80,30849.00,30797.80,30487.65,31139,9493.55,13722,9960,31.99
CUMMINSIND,EQ,2024-05-13,3411.80,3432.00,3527.90,3403.65,3509.25,3512.35,3485.78,1427509,49759.88,127026,662603,46.42
DIXON,EQ,2024-05-13,8418.55,8449.00,8449.90,8176.10,8291.00,8262.70,8307.30,344010,28577.95,54571,109525,31.84
DLF,EQ,2024-05-13,825.85,831.80,842.05,810.60,841.10,838.75,829.62,3983559,33048.52,126501,1371463,34.43
DMART,EQ,2024-05-13,4796.80,4799.95,4809.00,4667.00,4683.15,4693.70,4714.11,190782,8993.67,33021,95930,50.28
HAL,EQ,2024-05-13,3872.90,3875.50,3937.00,3762.60,3932.00,3921.75,3862.76,1619124,62542.91,127082,578955,35.76
HINDALCO,EQ,2024-05-13,625.60,625.10,636.15,614.30,634.45,633.50,627.25,3582386,22470.43,94828,1417641,39.57
INDHOTEL,EQ,2024-05-13,543.55,543.55,560.00,535.90,558.55,557.40,548.54,6078325,33342.29,101178,3239005,53.29
INDIGO,EQ,2024-05-13,4019.20,4006.10,4090.00,3980.05,4087.90,4082.00,4047.59,321881,13028.44,31759,123525,38.38
LT,EQ,2024-05-13,3271.45,3267.05,3315.00,3225.20,3300.00,3293.85,3280.38,3557067,116685.27,205393,2309198,64.92
MANAPPURAM,EQ,2024-05-13,174.50,174.50,175.25,170.20,174.40,173.55,172.83,7451346,12878.28,40397,2321704,31.16
MARUTI,EQ,2024-05-13,12675.50,12660.00,12708.40,12477.55,12695.00,12673.85,12590.17,281421,35431.38,54359,150916,53.63
PAYTM,EQ,2024-05-13,349.65,358.05,359.60,335.05,342.70,343.50,345.14,2666342,9202.61,45292,1186602,44.50
PGEL,EQ,2024-05-13,2063.55,2041.00,2121.00,2005.00,2098.70,2102.25,2076.89,58403,1212.97,10963,29233,50.05
SBIN,EQ,2024-05-13,817.35,819.85,819.85,798.60,808.95,808.80,807.30,15398505,124312.53,300588,5305042,34.45
SUZLON,BE,2024-05-13,39.90,39.90,39.90,37.90,39.15,39.00,38.61,23030136,8892.49,94211,-,-
TRENT,EQ,2024-05-13,4471.40,4475.70,4521.65,4358.00,4478.00,4465.70,4435.65,637292,28268.06,66485,336065,52.73
