symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2025-10-15,5119.50,5119.50,5228.00,5097.50,5181.50,5173.50,5180.14,218559,11321.65,25997,116879,53.48
ADANIPORTS,EQ,2025-10-15,1429.00,1430.00,1456.30,1430.00,1451.50,1450.70,1445.30,2675240,38665.20,55461,1707317,63.82
BEL,EQ,2025-10-15,402.40,403.00,410.25,403.00,408.35,408.10,407.88,10892830,44429.17,106062,5675713,52.11
BOSCHLTD,EQ,2025-10-15,38010.00,38070.00,38595.00,37985.00,38370.00,38380.00,38417.83,22583,8675.90,10351,13547,59.99
CUMMINSIND,EQ,2025-10-15,3945.20,3945.20,3992.00,3940.20,3958.00,3957.40,3968.86,136188,5405.11,27283,73312,53.83
DIXON,EQ,2025-10-15,16634.00,16610.00,16875.00,16604.00,16770.00,16777.00,16745.49,214714,35954.91,41311,67978,31.66
DLF,EQ,2025-10-15,740.90,743.00,765.00,742.25,755.85,756.30,757.09,3280013,24832.59,59315,1345854,41.03
DMART,EQ,2025-10-15,4205.20,4230.00,4275.00,4215.00,4264.50,4259.60,4249.67,415827,17671.28,37481,272551,65.54
ETERNAL,EQ,2025-10-15,347.75,347.75,355.90,347.35,355.40,354.35,352.88,30840496,108829.42,169737,18433009,59.77
HAL,EQ,2025-10-15,4746.80,4747.00,4880.00,4747.00,4839.70,4845.20,4826.98,991768,47872.47,75117,505641,50.98
HINDALCO,EQ,2025-10-15,760.10,765.00,768.70,759.35,765.00,764.25,764.76,5690264,43517.07,99267,4044311,71.07
INDHOTEL,EQ,2025-10-15,721.15,721.75,730.75,719.65,728.15,727.75,723.73,2906645,21036.22,66956,1816409,62.49
INDIGO,EQ,2025-10-15,5759.00,5780.00,5872.50,5775.50,5847.50,5860.50,5835.23,734165,42840.24,57332,416452,56.72
LT,EQ,2025-10-15,3744.30,3747.00,3843.90,3744.30,3823.60,3828.70,3822.77,2575918,98471.46,140670,1650837,64.09
MANAPPURAM,EQ,2025-10-15,283.75,285.90,289.85,284.00,288.65,289.10,288.14,1895445,5461.48,17471,933442,49.25
MARUTI,EQ,2025-10-15,16261.00,16300.00,16380.00,16200.00,16218.00,16212.00,16286.65,266435,43393.35,43992,164734,61.83
PAYTM,EQ,2025-10-15,1244.80,1250.20,1283.90,1246.90,1274.90,1277.30,1272.19,3642580,46340.51,86440,1356819,37.25
PGEL,EQ,2025-10-15,569.05,569.05,580.00,564.45,570.75,571.30,572.19,2600779,14881.33,31015,916323,35.23
SBIN,EQ,2025-10-15,876.95,878.10,887.50,877.05,886.90,886.10,884.42,8269225,73135.05,246174,4861701,58.79
SBIN,T0,2025-10-15,876.95,885.00,890.00,885.00,887.00,886.10,887.33,3,0.03,3,1,33.33
SUZLON,EQ,2025-10-15,53.95,54.21,54.60,53.58,53.93,53.73,54.04,56703266,30642.17,84004,34431600,60.72
TRENT,EQ,2025-10-15,4617.20,4617.20,4752.10,4610.10,4739.00,4724.20,4673.17,1298534,60682.64,86020,790447,60.87
