symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2020-12-21,1246.95,1244.50,1254.90,1181.00,1203.20,1215.30,1222.58,145777,1782.25,9338,69023,47.35
ADANIPORTS,EQ,2020-12-21,463.30,459.00,467.00,427.20,441.40,444.25,457.25,8223842,37603.29,89880,1707971,20.77
BEL,EQ,2020-12-21,121.25,120.70,123.20,109.15,111.10,111.95,117.36,28993024,34026.13,123235,7536141,25.99
BOSCHLTD,EQ,2020-12-21,13203.15,13257.20,13294.00,11910.00,12415.00,12448.65,12726.58,112236,14283.80,23184,29290,26.10
CUMMINSIND,EQ,2020-12-21,612.05,611.00,616.05,565.15,575.00,576.10,600.20,2236130,13421.22,33056,590278,26.40
DIXON,EQ,2020-12-21,13352.70,13528.00,13599.95,12708.80,12935.00,12962.65,13051.35,92255,12040.52,20506,66311,71.88
DLF,EQ,2020-12-21,231.40,229.00,234.50,208.30,214.70,214.80,222.49,17768901,39533.81,87187,4008720,22.56
DMART,EQ,2020-12-21,2637.05,2645.00,2715.00,2460.80,2675.00,2682.40,2633.55,1195766,31491.12,81318,389385,32.56
HAL,EQ,2020-12-21,863.80,860.10,871.70,786.50,795.00,798.95,826.02,472302,3901.30,22993,205223,43.45
HINDALCO,EQ,2020-12-21,249.90,246.00,249.75,228.65,231.40,232.30,239.52,16278713,38990.14,114541,4809166,29.54
INDHOTEL,EQ,2020-12-21,127.80,128.50,128.80,117.00,118.00,119.45,123.30,2322522,2863.56,19755,1267082,54.56
INDIGO,EQ,2020-12-21,1651.05,1637.00,1637.00,1487.25,1496.00,1507.00,1558.09,2728396,42510.92,81210,316665,11.61
LT,EQ,2020-12-21,1281.55,1276.25,1338.50,1154.00,1235.25,1234.85,1279.26,21153346,270605.56,420610,4061492,19.20
MANAPPURAM,EQ,2020-12-21,174.20,172.00,175.05,160.00,161.60,162.10,168.07,8887135,14936.45,54143,1717013,19.32
MARUTI,EQ,2020-12-21,7559.75,7560.00,7599.00,7278.10,7340.00,7376.10,7497.25,970306,72746.23,80870,243586,25.10
PGEL,EQ,2020-12-21,158.30,157.55,158.70,150.40,150.40,150.40,153.13,23807,36.46,481,17930,75.31
SBIN,EQ,2020-12-21,271.45,268.45,269.00,251.05,254.10,254.70,260.31,55160758,143588.85,311254,14528986,26.34
SBIN,N5,2020-12-21,10908.22,10908.22,10937.00,10890.00,10919.00,10918.14,10914.51,614,67.02,79,566,92.18
SBIN,N6,2020-12-21,10900.00,10780.00,10900.00,10780.00,10900.00,10899.83,10882.71,7,0.76,5,6,85.71
SUZLON,BE,2020-12-21,4.80,4.80,5.00,4.60,4.85,4.90,4.89,37031443,1812.01,23689,-,-
TRENT,EQ,2020-12-21,698.45,698.00,700.05,634.30,678.70,685.35,676.83,1041283,7047.72,40054,514491,49.41
