symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2018-02-05,1627.85,1678.55,-0.0307,0.0185,,0.3706
ADANIPORTS,2018-02-05,408.20,417.95,-0.0236,0.0180,,0.3515
BEL,2018-02-05,150.00,151.85,-0.0123,0.0248,,0.4623
BOSCHLTD,2018-02-05,19951.55,19474.40,0.0242,0.0099,,0.2159
CUMMINSIND,2018-02-05,807.00,829.20,-0.0271,0.0247,,0.4757
DIXON,2018-02-05,3697.35,3687.75,0.0026,0.0237,,0.4394
DLF,2018-02-05,228.30,223.40,0.0217,0.0306,,0.5751
DMART,2018-02-05,1117.30,1135.10,-0.0158,0.0176,,0.3343
HINDALCO,2018-02-05,246.60,249.85,-0.0131,0.0175,,0.3305
INDHOTEL,2018-02-05,135.95,129.00,0.0525,0.0333,,0.6649
INDIGO,2018-02-05,1200.20,1177.80,0.0188,0.0179,,0.3439
LT,2018-02-05,1363.65,1415.45,-0.0373,0.0141,,0.3133
MANAPPURAM,2018-02-05,105.40,106.25,-0.0080,0.0335,,0.6209
MARUTI,2018-02-05,9080.60,8990.60,0.0100,0.0166,,0.3114
PGEL,2018-02-05,328.15,352.80,-0.0724,0.0436,,0.8750
SBIN,2018-02-05,298.05,297.35,0.0024,0.0221,,0.4088
SUZLON,2018-02-05,13.30,13.60,-0.0223,0.0249,,0.4738
TRENT,2018-02-05,305.25,314.60,-0.0302,0.0152,,0.3152
