symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2016-06-30,58522,29867,51.04
ADANIPORTS,EQ,2016-06-30,5638170,3743331,66.39
BEL,EQ,2016-06-30,331825,102029,30.75
BOSCHLTD,EQ,2016-06-30,34040,14929,43.86
CUMMINSIND,EQ,2016-06-30,594336,386644,65.05
DLF,EQ,2016-06-30,19438012,5140738,26.45
HINDALCO,EQ,2016-06-30,15709303,7246210,46.13
INDHOTEL,EQ,2016-06-30,1087866,808548,74.32
INDIGO,EQ,2016-06-30,221332,118279,53.44
LT,EQ,2016-06-30,2640379,1439239,54.51
MANAPPURAM,EQ,2016-06-30,6403948,3159526,49.34
MARUTI,EQ,2016-06-30,770542,496953,64.49
PGEL,EQ,2016-06-30,307185,112293,36.56
SBIN,EQ,2016-06-30,30600995,8573520,28.02
SBIN,N5,2016-06-30,204,202,99.02
SUZLON,EQ,2016-06-30,25266986,9360015,37.04
TRENT,EQ,2016-06-30,20639,9534,46.19
