symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2025-10-29,193168,92531,47.90
ADANIPORTS,EQ,2025-10-29,3578596,1397815,39.06
BEL,EQ,2025-10-29,14498733,8994761,62.04
BOSCHLTD,EQ,2025-10-29,49599,18177,36.65
CUMMINSIND,EQ,2025-10-29,410367,244366,59.55
DIXON,EQ,2025-10-29,195693,94697,48.39
DLF,EQ,2025-10-29,2757524,1471115,53.35
DMART,EQ,2025-10-29,148520,69080,46.51
ETERNAL,EQ,2025-10-29,19679008,12548957,63.77
HAL,EQ,2025-10-29,916228,546756,59.67
HINDALCO,EQ,2025-10-29,5663683,3047306,53.80
INDHOTEL,EQ,2025-10-29,3288567,2293525,69.74
INDIGO,EQ,2025-10-29,659529,437557,66.34
LT,EQ,2025-10-29,2563641,1287777,50.23
MANAPPURAM,EQ,2025-10-29,1979660,761008,38.44
MARUTI,EQ,2025-10-29,232815,102889,44.19
PAYTM,EQ,2025-10-29,1793515,633435,35.32
PGEL,EQ,2025-10-29,1259123,434139,34.48
SBIN,EQ,2025-10-29,12314222,6258775,50.83
SUZLON,EQ,2025-10-29,154967971,42616618,27.50
TRENT,EQ,2025-10-29,305268,120037,39.32
