symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2013-08-27,470.20,487.45,-0.0360,0.0198,,0.4031
ADANIPORTS,2013-08-27,123.50,123.80,-0.0024,0.0395,,0.7317
BEL,2013-08-27,1152.70,1177.85,-0.0216,0.0126,,0.2541
BOSCHLTD,2013-08-27,8169.70,8150.85,0.0023,0.0132,,0.2445
CUMMINSIND,2013-08-27,386.00,388.65,-0.0068,0.0183,,0.3401
DLF,2013-08-27,130.15,137.05,-0.0517,0.0451,,0.8693
HINDALCO,2013-08-27,99.15,104.40,-0.0516,0.0405,,0.7890
INDHOTEL,2013-08-27,41.55,42.35,-0.0191,0.0281,,0.5273
LT,2013-08-27,705.65,746.35,-0.0561,0.0235,,0.5082
MANAPPURAM,2013-08-27,16.85,16.05,0.0486,0.0414,,0.8005
MARUTI,2013-08-27,1260.25,1308.15,-0.0373,0.0172,,0.3630
PGEL,2013-08-27,83.80,84.35,-0.0065,0.0348,,0.6457
SBIN,2013-08-27,1520.00,1557.25,-0.0242,0.0195,,0.3783
SUZLON,2013-08-27,6.30,6.35,-0.0079,0.0234,,0.4356
TRENT,2013-08-27,934.95,943.25,-0.0088,0.0161,,0.3019
