symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2020-04-24,901.80,901.80,906.55,890.00,892.00,893.45,896.21,62329,558.60,2677,35470,56.91
ADANIPORTS,EQ,2020-04-24,277.60,273.95,276.95,269.55,270.55,270.65,272.10,2515755,6845.49,18327,1070681,42.56
BEL,EQ,2020-04-24,76.00,75.10,77.70,73.35,74.00,74.55,76.11,24292851,18490.32,74560,9193819,37.85
BOSCHLTD,EQ,2020-04-24,10600.85,10470.00,10500.00,10100.00,10200.00,10212.45,10356.70,22577,2338.23,8225,7412,32.83
CUMMINSIND,EQ,2020-04-24,419.15,420.95,426.55,377.25,377.50,384.95,405.87,1276331,5180.23,32809,378677,29.67
DIXON,EQ,2020-04-24,4170.35,4149.70,4235.00,4076.20,4180.00,4202.40,4189.05,47572,1992.82,5375,34370,72.25
DLF,EQ,2020-04-24,137.00,135.00,135.00,127.60,128.50,128.20,130.12,12295346,15999.04,71241,2810969,22.86
DMART,BE,2020-04-24,2303.50,2299.45,2346.50,2269.45,2305.00,2310.50,2303.55,586417,13508.43,19753,-,-
HAL,EQ,2020-04-24,543.65,540.00,552.00,530.00,539.90,533.00,536.67,21954,117.82,2073,10970,49.97
HINDALCO,EQ,2020-04-24,111.25,109.95,109.95,102.85,104.60,103.65,106.75,16901936,18042.33,92154,5228798,30.94
INDHOTEL,EQ,2020-04-24,78.70,77.60,80.70,75.35,76.00,76.00,77.88,2580911,2009.95,18909,1562851,60.55
INDIGO,EQ,2020-04-24,932.20,930.00,938.55,878.75,889.00,891.75,907.49,2603983,23630.95,80958,460364,17.68
LT,EQ,2020-04-24,840.60,838.00,869.00,834.15,851.00,851.20,855.24,7960660,68082.50,220618,2156040,27.08
MANAPPURAM,EQ,2020-04-24,110.65,106.00,108.10,104.05,107.35,107.10,106.76,10875855,11610.83,42057,2981741,27.42
MARUTI,EQ,2020-04-24,5156.35,5100.00,5140.00,5030.00,5050.00,5045.65,5082.53,1070905,54429.09,79318,118072,11.03
PGEL,EQ,2020-04-24,37.55,37.45,37.45,35.70,35.70,36.40,35.89,18777,6.74,160,13373,71.22
SBIN,EQ,2020-04-24,186.70,184.00,184.00,179.00,180.15,179.75,181.25,65146846,118078.42,416448,21469774,32.96
SBIN,N2,2020-04-24,10845.48,10800.00,10834.85,10800.00,10820.95,10820.95,10815.95,94,10.17,18,94,100.00
SBIN,N5,2020-04-24,11098.12,11080.00,11080.00,11050.00,11075.00,11066.59,11074.75,459,50.83,82,452,98.47
SBIN,N6,2020-04-24,10801.00,10850.00,10850.00,10850.00,10850.00,10850.00,10850.00,1,0.11,1,1,100.00
SUZLON,EQ,2020-04-24,2.75,2.65,2.65,2.65,2.65,2.65,2.65,3137482,83.14,3140,3128901,99.73
TRENT,EQ,2020-04-24,498.90,495.00,495.00,478.20,485.65,485.75,486.05,199181,968.12,6095,98326,49.37
