symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2017-05-26,96892,76192,78.64
ADANIPORTS,EQ,2017-05-26,2754435,1036015,37.61
BEL,EQ,2017-05-26,4899143,2169235,44.28
BOSCHLTD,EQ,2017-05-26,22780,10497,46.08
CUMMINSIND,EQ,2017-05-26,314033,197646,62.94
DLF,EQ,2017-05-26,9495071,2157618,22.72
DMART,EQ,2017-05-26,790476,367123,46.44
HINDALCO,EQ,2017-05-26,17803837,6054344,34.01
INDHOTEL,EQ,2017-05-26,175775,81918,46.60
INDIGO,EQ,2017-05-26,235299,51021,21.68
LT,EQ,2017-05-26,2044054,995635,48.71
MANAPPURAM,EQ,2017-05-26,8257886,3658575,44.30
MARUTI,EQ,2017-05-26,373937,92677,24.78
PGEL,EQ,2017-05-26,11743,9782,83.30
SBIN,EQ,2017-05-26,12304394,4485862,36.46
SBIN,N2,2017-05-26,269,249,92.57
SBIN,N5,2017-05-26,140,131,93.57
SBIN,N6,2017-05-26,10,10,100.00
SUZLON,EQ,2017-05-26,44853728,15167335,33.82
TRENT,EQ,2017-05-26,137339,108944,79.32
