,01-Apr-2025
The Nifty witnessed an intraday movement of about 428.75 points.The closing index was 1.5 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 85431
, Traded Quantity (in Lakhs), 50641.28
, Number of Trades, 32428624
, Total Market Capitalisation (Rs. Crores), 40728184.35

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23519.35,     23341.10,     23565.15,     23136.40,     23165.70,-353.65
,NIFTY50 EQL Wgt,     29215.85,     29063.25,     29402.20,     28947.75,     29006.75,-209.1
,NIFTY100 EQL Wgt,     30282.00,     30165.00,     30442.60,     29968.40,     30017.80,-264.2
,NIFTY100 LowVol30,     18798.85,     18687.45,     18865.95,     18543.05,     18575.30,-223.55
,NIFTY Alpha 50,     46004.55,     45933.70,     46376.25,     45210.70,     45298.55,-706
,NIFTY MIDCAP 150,     19120.35,     19081.45,     19222.30,     18889.70,     18931.40,-188.95
,NIFTY SMLCAP 50,      7724.65,      7713.25,      7764.90,      7616.25,      7653.30,-71.35
,NIFTY SMLCAP 250,     15104.05,     15068.10,     15190.70,     14960.00,     15030.10,-73.95
,NIFTY MIDSML 400,     17677.95,     17639.85,     17771.50,     17483.30,     17534.10,-143.85
,NIFTY200 QUALTY30,     19187.10,     19122.75,     19285.65,     18930.45,     18951.10,-236
,Nifty FinSrv25 50,     26766.75,     26570.80,     26728.70,     26229.80,     26262.00,-504.75
,NIFTY AlphaLowVol,     25142.60,     24994.85,     25223.55,     24764.30,     24824.45,-318.15
,Nifty200Momentm30,     28166.90,     28053.70,     28257.00,     27612.70,     27655.55,-511.35
,Nifty100ESGSecLdr,      3912.15,      3886.05,      3921.25,      3847.30,      3851.85,-60.3
,NIFTY100 ESG,      4581.50,      4552.80,      4593.80,      4514.30,      4519.70,-61.8
,NIFTY M150 QLTY50,     22004.05,     21930.25,     22074.20,     21665.60,     21695.20,-308.85
,NIFTY INDIA MFG,     13097.55,     13050.15,     13173.25,     12942.90,     12968.25,-129.3
,Nifty200 Alpha 30,     22367.15,     22333.95,     22470.80,     22031.80,     22062.20,-304.95
,NiftyM150Momntm50,     55578.00,     55507.05,     55777.70,     54497.00,     54653.90,-924.1
,Nifty IT,     36886.15,     36422.85,     36538.60,     35890.40,     35980.65,-905.5
,Nifty Next 50,     63043.20,     62981.10,     63339.15,     62181.20,     62372.10,-671.1
,Nifty Bank,     51564.85,     51178.15,     51683.85,     50742.00,     50827.50,-737.35
,NIFTY MIDCAP 100,     51672.25,     51554.15,     52039.10,     51097.05,     51229.60,-442.65
,Nifty 500,     21339.55,     21227.10,     21398.35,     21042.45,     21070.75,-268.8
,Nifty 100,     24057.35,     23902.30,     24110.60,     23684.30,     23713.80,-343.55
,Nifty Midcap 50,     14561.60,     14556.75,     14683.45,     14393.50,     14421.70,-139.9
,Nifty Realty,       851.30,       852.20,       853.25,       819.95,       824.85,-26.45
,Nifty Infra,      8457.80,      8415.15,      8527.20,      8371.55,      8389.50,-68.3
,Nifty Energy,     33571.60,     33381.20,     33790.35,     33190.60,     33289.15,-282.45
,Nifty FMCG,     53589.80,     53615.15,     54029.90,     52982.80,     53101.75,-488.05
,Nifty MNC,     26241.50,     26175.05,     26321.30,     25831.00,     25935.35,-306.15
,Nifty Pharma,     21137.45,     21085.50,     21218.45,     20704.70,     20771.80,-365.65
,Nifty PSE,      9342.70,      9329.55,      9468.95,      9287.20,      9304.20,-38.5
,Nifty PSU Bank,      6263.40,      6218.55,      6321.75,      6209.45,      6254.40,-9
,Nifty Serv Sector,     31163.35,     30875.10,     31129.45,     30544.00,     30579.75,-583.6
,India VIX,12.7175,12.7175,14.0525,12.7175,13.7825,1.0650
,Nifty Auto,     21295.50,     21177.00,     21543.80,     21100.20,     21235.25,-60.25
,Nifty Metal,      9092.50,      9015.85,      9127.05,      8975.55,      9016.85,-75.65
,Nifty Media,      1475.25,      1474.30,      1512.00,      1473.50,      1508.30,33.05
,NIFTY SMLCAP 100,     16095.70,     16062.65,     16186.55,     15911.25,     15982.95,-112.75
,Nifty 200,     12982.75,     12907.75,     13018.80,     12791.45,     12809.30,-173.45
,Nifty Div Opps 50,      5844.60,      5801.85,      5863.45,      5765.55,      5785.70,-58.9
,Nifty Commodities,      8468.70,      8405.85,      8512.20,      8393.75,      8408.20,-60.5
