,02-Apr-2025
The Nifty witnessed an intraday movement of about 191.55 points.The closing index was 0.72 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 79816.05
, Traded Quantity (in Lakhs), 35502.17
, Number of Trades, 29343001
, Total Market Capitalisation (Rs. Crores), 41079103

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23165.70,     23192.60,     23350.00,     23158.45,     23332.35,166.65
,NIFTY50 EQL Wgt,     29006.75,     29065.25,     29242.30,     28928.05,     29215.55,208.8
,NIFTY100 EQL Wgt,     30017.80,     30071.00,     30316.60,     29875.50,     30294.25,276.45
,NIFTY100 LowVol30,     18575.30,     18576.45,     18706.60,     18511.85,     18695.05,119.75
,NIFTY Alpha 50,     45298.55,     45339.30,     46129.55,     45035.25,     46082.55,784
,NIFTY MIDCAP 150,     18931.40,     18974.45,     19212.70,     18804.75,     19200.75,269.35
,NIFTY SMLCAP 50,      7653.30,      7660.60,      7757.95,      7569.30,      7751.35,98.05
,NIFTY SMLCAP 250,     15030.10,     15058.80,     15191.30,     14848.10,     15179.75,149.65
,NIFTY MIDSML 400,     17534.10,     17571.75,     17766.55,     17383.60,     17757.25,223.15
,NIFTY200 QUALTY30,     18951.10,     18980.20,     19088.25,     18778.15,     19079.50,128.4
,Nifty FinSrv25 50,     26262.00,     26327.60,     26493.20,     26266.50,     26467.40,205.4
,NIFTY AlphaLowVol,     24824.45,     24823.40,     25124.10,     24759.00,     25108.75,284.3
,Nifty200Momentm30,     27655.55,     27677.95,     28152.70,     27636.35,     28129.70,474.15
,Nifty100ESGSecLdr,      3851.85,      3856.00,      3884.15,      3846.25,      3881.35,29.5
,NIFTY100 ESG,      4519.70,      4526.95,      4559.65,      4507.05,      4556.20,36.5
,NIFTY M150 QLTY50,     21695.20,     21741.10,     22012.60,     21561.40,     22001.70,306.5
,NIFTY INDIA MFG,     12968.25,     12972.05,     13083.40,     12875.95,     13072.30,104.05
,Nifty200 Alpha 30,     22062.20,     22076.85,     22453.40,     21998.55,     22437.90,375.7
,NiftyM150Momntm50,     54653.90,     54794.70,     55784.60,     54555.90,     55730.65,1076.75
,Nifty IT,     35980.65,     36024.45,     36368.85,     35970.70,     36283.50,302.85
,Nifty Next 50,     62372.10,     62466.55,     63143.25,     61933.70,     63087.10,715
,Nifty Bank,     50827.50,     50966.90,     51404.20,     50908.35,     51348.05,520.55
