symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2009-08-21,1000294,378604,37.85
BEL,EQ,2009-08-21,15174,7847,51.71
BOSCHLTD,EQ,2009-08-21,851,782,91.89
CUMMINSIND,EQ,2009-08-21,376243,217678,57.86
DLF,EQ,2009-08-21,9591224,1404174,14.64
HINDALCO,EQ,2009-08-21,7938408,1814411,22.86
INDHOTEL,EQ,2009-08-21,1500477,925326,61.67
INDHOTEL,N4,2009-08-21,4491,4091,91.09
INDHOTEL,W1,2009-08-21,2730,2333,85.46
LT,EQ,2009-08-21,2069512,889492,42.98
MARUTI,EQ,2009-08-21,883022,283245,32.08
SBIN,EQ,2009-08-21,1656113,490284,29.60
SUZLON,EQ,2009-08-21,22223220,4520736,20.34
TRENT,EQ,2009-08-21,65260,65168,99.86
TRENT,N1,2009-08-21,130,100,76.92
