symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2009-08-11,209915,70781,33.72
BEL,EQ,2009-08-11,34297,27110,79.04
BOSCHLTD,EQ,2009-08-11,3329,2900,87.11
CUMMINSIND,EQ,2009-08-11,538753,183705,34.10
DLF,EQ,2009-08-11,11230552,2042978,18.19
HINDALCO,EQ,2009-08-11,10990187,2773744,25.24
INDHOTEL,EQ,2009-08-11,3786803,2133818,56.35
INDHOTEL,N4,2009-08-11,1056,520,49.24
INDHOTEL,W1,2009-08-11,1273,673,52.87
LT,EQ,2009-08-11,1845932,522399,28.30
MARUTI,EQ,2009-08-11,1467531,568397,38.73
SBIN,EQ,2009-08-11,1498339,383236,25.58
SUZLON,EQ,2009-08-11,43490782,6835876,15.72
TRENT,EQ,2009-08-11,14987,9470,63.19
