symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2009-02-24,755351,109604,14.51
BEL,EQ,2009-02-24,44390,22213,50.04
BOSCHLTD,EQ,2009-02-24,1455,1060,72.85
CUMMINSIND,EQ,2009-02-24,36485,25013,68.56
DLF,EQ,2009-02-24,18240745,1445961,7.93
HINDALCO,EQ,2009-02-24,2789092,992377,35.58
INDHOTEL,EQ,2009-02-24,969287,837075,86.36
LT,EQ,2009-02-24,2484413,549253,22.11
MARUTI,EQ,2009-02-24,1298015,412106,31.75
SBIN,EQ,2009-02-24,2388153,660070,27.64
SBIN,IL,2009-02-24,91990,91990,100.00
SUZLON,EQ,2009-02-24,14525161,4181197,28.79
TRENT,EQ,2009-02-24,9993,9481,94.88
