symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2009-02-20,2373449,387028,16.31
BEL,EQ,2009-02-20,11376,3969,34.89
BOSCHLTD,EQ,2009-02-20,10809,10687,98.87
CUMMINSIND,EQ,2009-02-20,332684,321844,96.74
DLF,EQ,2009-02-20,13971050,998450,7.15
HINDALCO,EQ,2009-02-20,3671197,1503699,40.96
INDHOTEL,EQ,2009-02-20,224938,155982,69.34
INDHOTEL,N4,2009-02-20,42,21,50.00
LT,EQ,2009-02-20,2487029,882569,35.49
MARUTI,EQ,2009-02-20,1142555,502554,43.99
SBIN,EQ,2009-02-20,2487200,901404,36.24
SUZLON,EQ,2009-02-20,10910517,2409755,22.09
TRENT,EQ,2009-02-20,2565,1340,52.24
