symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2026-04-17,558816,236513,42.32
ADANIPORTS,EQ,2026-04-17,6024587,3810348,63.25
BEL,EQ,2026-04-17,14128030,6353028,44.97
BOSCHLTD,EQ,2026-04-17,28289,7252,25.64
CUMMINSIND,EQ,2026-04-17,529710,220259,41.58
DIXON,EQ,2026-04-17,733121,169808,23.16
DLF,EQ,2026-04-17,4107527,1768140,43.05
DMART,EQ,2026-04-17,1366449,711542,52.07
ETERNAL,EQ,2026-04-17,35893335,17305917,48.21
HAL,EQ,2026-04-17,1038094,445844,42.95
HINDALCO,EQ,2026-04-17,4301884,2079220,48.33
INDHOTEL,EQ,2026-04-17,2644531,1681454,63.58
INDIGO,EQ,2026-04-17,762531,321958,42.22
LENSKART,EQ,2026-04-17,3795405,1763461,46.46
LT,EQ,2026-04-17,2796673,1715312,61.33
MANAPPURAM,EQ,2026-04-17,2296196,795128,34.63
MARUTI,EQ,2026-04-17,549308,256784,46.75
PAYTM,EQ,2026-04-17,1716594,700337,40.80
PGEL,EQ,2026-04-17,2859883,716087,25.04
SBIN,EQ,2026-04-17,16823879,10692540,63.56
SUZLON,EQ,2026-04-17,337159969,141727612,42.04
TRENT,EQ,2026-04-17,1248606,439277,35.18
