symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2011-09-15,106101,48656,45.86
BEL,EQ,2011-09-15,4577,3162,69.08
BOSCHLTD,EQ,2011-09-15,1796,791,44.04
CUMMINSIND,EQ,2011-09-15,90062,41512,46.09
DLF,EQ,2011-09-15,5984371,813255,13.59
HINDALCO,EQ,2011-09-15,7493869,3105049,41.43
INDHOTEL,EQ,2011-09-15,240735,110585,45.94
LT,EQ,2011-09-15,2050439,839299,40.93
MANAPPURAM,EQ,2011-09-15,262464,107110,40.81
MARUTI,EQ,2011-09-15,781399,138635,17.74
MARUTI,IL,2011-09-15,77505,77505,100.00
SBIN,EQ,2011-09-15,3791813,848446,22.38
SBIN,N1,2011-09-15,24,24,100.00
SBIN,N2,2011-09-15,55,55,100.00
SBIN,N3,2011-09-15,68,68,100.00
SBIN,N5,2011-09-15,398,366,91.96
SUZLON,EQ,2011-09-15,9906167,2280097,23.02
TRENT,EQ,2011-09-15,27041,23856,88.22
TRENT,Q2,2011-09-15,99,99,100.00
