symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2011-09-08,49110,15039,30.62
BEL,EQ,2011-09-08,10961,7995,72.94
BOSCHLTD,EQ,2011-09-08,7610,5825,76.54
CUMMINSIND,EQ,2011-09-08,136727,89483,65.45
DLF,EQ,2011-09-08,4757140,577186,12.13
HINDALCO,EQ,2011-09-08,6124824,2474997,40.41
INDHOTEL,EQ,2011-09-08,714871,425242,59.49
LT,EQ,2011-09-08,2330561,1052309,45.15
MANAPPURAM,EQ,2011-09-08,877217,371696,42.37
MARUTI,EQ,2011-09-08,469276,146936,31.31
SBIN,EQ,2011-09-08,2430392,795648,32.74
SBIN,N1,2011-09-08,35,30,85.71
SBIN,N2,2011-09-08,84,69,82.14
SBIN,N3,2011-09-08,180,165,91.67
SBIN,N5,2011-09-08,1645,1587,96.47
SUZLON,EQ,2011-09-08,22030738,4448995,20.19
TRENT,EQ,2011-09-08,17338,11478,66.20
TRENT,Q2,2011-09-08,28,28,100.00
