symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2018-06-07,1258.75,1196.40,0.0508,0.0167,,0.3897
ADANIPORTS,2018-06-07,380.05,375.80,0.0112,0.0170,,0.3191
BEL,2018-06-07,121.70,116.20,0.0462,0.0228,,0.4738
BOSCHLTD,2018-06-07,18620.20,18858.70,-0.0127,0.0192,,0.3611
CUMMINSIND,2018-06-07,679.25,679.55,-0.0004,0.0144,,0.2675
DIXON,2018-06-07,3207.30,3187.00,0.0063,0.0189,,0.3515
DLF,2018-06-07,203.05,200.50,0.0126,0.0203,,0.3802
DMART,2018-06-07,1555.55,1519.55,0.0234,0.0267,,0.5063
HAL,2018-06-07,999.55,996.90,0.0027,0.0145,,0.2694
HINDALCO,2018-06-07,248.60,248.10,0.0020,0.0224,,0.4146
INDHOTEL,2018-06-07,138.05,134.00,0.0298,0.0197,,0.3897
INDIGO,2018-06-07,1171.45,1170.40,0.0009,0.0241,,0.4471
LT,2018-06-07,1355.15,1350.55,0.0034,0.0126,,0.2331
MANAPPURAM,2018-06-07,107.30,104.90,0.0226,0.0192,,0.3706
MARUTI,2018-06-07,8911.25,8842.35,0.0078,0.0120,,0.2254
PGEL,2018-06-07,224.10,213.35,0.0492,0.0500,,0.9533
SBIN,2018-06-07,269.65,270.15,-0.0019,0.0187,,0.3458
SUZLON,2018-06-07,8.20,7.90,0.0373,0.0337,,0.6477
TRENT,2018-06-07,321.95,327.75,-0.0179,0.0127,,0.2503
