symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2021-03-23,68727,37882,55.12
ADANIPORTS,EQ,2021-03-23,30612174,3171865,10.36
BEL,EQ,2021-03-23,12751237,3346753,26.25
BOSCHLTD,EQ,2021-03-23,40413,17171,42.49
CUMMINSIND,EQ,2021-03-23,1072058,405198,37.80
DIXON,EQ,2021-03-23,504652,248754,49.29
DLF,EQ,2021-03-23,11946828,1384082,11.59
DMART,EQ,2021-03-23,650768,220128,33.83
HAL,EQ,2021-03-23,332681,101324,30.46
HINDALCO,EQ,2021-03-23,13880498,4210334,30.33
INDHOTEL,EQ,2021-03-23,1174180,632132,53.84
INDIGO,EQ,2021-03-23,2790975,1193271,42.75
LT,EQ,2021-03-23,2564844,1008711,39.33
MANAPPURAM,EQ,2021-03-23,6095504,1249596,20.50
MARUTI,EQ,2021-03-23,757590,253656,33.48
SBIN,EQ,2021-03-23,41032380,9512982,23.18
SUZLON,EQ,2021-03-23,30709900,14383807,46.84
TRENT,EQ,2021-03-23,798486,147509,18.47
