symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2013-03-11,624.05,601.50,0.0368,0.0155,,0.3343
ADANIPORTS,2013-03-11,142.00,145.95,-0.0274,0.0273,,0.5216
BEL,2013-03-11,1236.90,1234.75,0.0017,0.0198,,0.3668
BOSCHLTD,2013-03-11,8436.15,8353.95,0.0098,0.0108,,0.2044
CUMMINSIND,2013-03-11,502.75,503.75,-0.0020,0.0162,,0.2999
DLF,2013-03-11,286.40,278.15,0.0292,0.0300,,0.5731
HINDALCO,2013-03-11,100.70,101.30,-0.0059,0.0234,,0.4337
INDHOTEL,2013-03-11,58.10,57.50,0.0104,0.0217,,0.4050
LT,2013-03-11,1510.20,1497.55,0.0084,0.0195,,0.3630
MANAPPURAM,2013-03-11,35.25,35.20,0.0014,0.0265,,0.4910
MARUTI,2013-03-11,1417.95,1428.95,-0.0077,0.0207,,0.3859
PGEL,2013-03-11,132.80,139.75,-0.0510,0.0772,,1.4501
SBIN,2013-03-11,2204.70,2209.50,-0.0022,0.0175,,0.3248
SUZLON,2013-03-11,16.90,16.90,0.0000,0.1034,,1.9162
TRENT,2013-03-11,1061.30,1072.25,-0.0103,0.0120,,0.2273
