,02-Sep-2025
The Nifty witnessed an intraday movement of about 233.75 points.The closing index was 0.18 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 93244.72
, Traded Quantity (in Lakhs), 44721.94
, Number of Trades, 32683267
, Total Market Capitalisation (Rs. Crores), 44658374.62

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24625.05,     24653.00,     24756.10,     24522.35,     24579.60,-45.45
,NIFTY50 EQL Wgt,     31474.90,     31514.85,     31675.95,     31401.60,     31495.55,20.65
,NIFTY100 EQL Wgt,     32471.50,     32526.05,     32721.85,     32414.65,     32580.00,108.5
,NIFTY100 LowVol30,     20411.55,     20423.65,     20532.90,     20383.60,     20440.30,28.75
,NIFTY Alpha 50,     50145.10,     50352.10,     50601.20,     50077.10,     50305.70,160.6
,NIFTY MIDCAP 150,     21111.85,     21183.70,     21247.25,     21049.35,     21149.70,37.85
,NIFTY SMLCAP 50,      8414.65,      8449.90,      8509.90,      8392.40,      8458.75,44.1
,NIFTY SMLCAP 250,     16738.35,     16808.90,     16923.10,     16743.80,     16837.85,99.5
,NIFTY MIDSML 400,     19544.60,     19616.70,     19699.00,     19511.30,     19608.20,63.6
,NIFTY200 QUALTY30,     20683.35,     20729.55,     20874.30,     20645.45,     20787.30,103.95
,Nifty FinSrv25 50,     27745.65,     27787.05,     27870.70,     27527.90,     27590.55,-155.1
,NIFTY AlphaLowVol,     26330.85,     26353.65,     26407.50,     26243.75,     26293.15,-37.7
,Nifty200Momentm30,     30053.85,     30123.25,     30212.55,     29949.40,     30016.40,-37.45
,Nifty100ESGSecLdr,      4150.30,      4155.75,      4174.10,      4135.80,      4145.45,-4.85
,NIFTY100 ESG,      4901.85,      4908.75,      4929.65,      4888.85,      4900.20,-1.65
,NIFTY M150 QLTY50,     24121.15,     24198.15,     24284.60,     24036.95,     24175.95,54.8
,NIFTY INDIA MFG,     14484.20,     14519.25,     14582.10,     14451.70,     14510.30,26.1
,Nifty200 Alpha 30,     24821.85,     24888.60,     24957.40,     24731.20,     24827.65,5.8
,NiftyM150Momntm50,     60500.75,     60700.55,     60761.35,     60246.50,     60410.70,-90.05
,Nifty IT,     35740.65,     35767.00,     36061.10,     35541.20,     35737.90,-2.75
,Nifty Next 50,     66670.15,     66799.15,     67222.10,     66459.75,     67017.75,347.6
,Nifty Bank,     54002.45,     54038.25,     54160.95,     53578.00,     53661.00,-341.45
,NIFTY MIDCAP 100,     56825.50,     57007.05,     57260.05,     56640.20,     56977.40,151.9
,Nifty 500,     22713.55,     22758.20,     22858.20,     22678.45,     22724.40,10.85
,Nifty 100,     25231.20,     25263.30,     25377.45,     25159.90,     25215.05,-16.15
,Nifty Midcap 50,     16033.55,     16080.50,     16144.55,     15972.55,     16068.90,35.35
,Nifty Realty,       879.80,       884.10,       895.75,       881.05,       886.15,6.35
,Nifty Infra,      8947.00,      8957.60,      9029.90,      8940.50,      8963.45,16.45
,Nifty Energy,     34155.30,     34287.45,     34720.40,     34248.50,     34490.50,335.2
,Nifty FMCG,     56175.20,     56210.20,     56882.60,     56191.70,     56806.60,631.4
,Nifty MNC,     29608.45,     29642.80,     29878.30,     29559.70,     29777.55,169.1
,Nifty Pharma,     21778.85,     21813.95,     21845.05,     21676.55,     21719.95,-58.9
,Nifty PSE,      9366.40,      9398.70,      9537.25,      9375.80,      9475.25,108.85
,Nifty PSU Bank,      6830.95,      6835.00,      6904.85,      6810.10,      6850.10,19.15
,Nifty Serv Sector,     32046.90,     32086.05,     32167.80,     31866.90,     31932.35,-114.55
,India VIX,11.2925,11.2925,11.7825,10.7800,11.4000,0.1075
,Nifty Auto,     25660.00,     25710.80,     25807.85,     25529.90,     25584.95,-75.05
,Nifty Metal,      9305.30,      9318.90,      9432.10,      9269.70,      9384.35,79.05
,Nifty Media,      1606.85,      1610.65,      1636.95,      1606.30,      1622.60,15.75
,NIFTY SMLCAP 100,     17498.10,     17571.10,     17686.25,     17474.35,     17591.30,93.2
,Nifty 200,     13723.05,     13744.95,     13806.75,     13693.60,     13721.95,-1.1
,Nifty Div Opps 50,      5881.60,      5891.20,      5942.45,      5869.45,      5908.75,27.15
