symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2023-01-25,191195,123592,64.64
ADANIPORTS,EQ,2023-01-25,17085455,4259698,24.93
BEL,EQ,2023-01-25,9232812,3940451,42.68
BOSCHLTD,EQ,2023-01-25,10286,3984,38.73
CUMMINSIND,EQ,2023-01-25,302117,136233,45.09
DIXON,EQ,2023-01-25,228522,87891,38.46
DLF,EQ,2023-01-25,7032545,3376662,48.01
DMART,EQ,2023-01-25,474769,304451,64.13
HAL,EQ,2023-01-25,721126,376986,52.28
HINDALCO,EQ,2023-01-25,7341066,2535172,34.53
INDHOTEL,EQ,2023-01-25,3868054,2119111,54.78
INDIGO,EQ,2023-01-25,847403,436139,51.47
LT,EQ,2023-01-25,2134447,1244459,58.30
MANAPPURAM,EQ,2023-01-25,4642213,1608937,34.66
MARUTI,EQ,2023-01-25,1131883,440449,38.91
PAYTM,EQ,2023-01-25,2549852,1122229,44.01
PGEL,EQ,2023-01-25,31445,16644,52.93
SBIN,EQ,2023-01-25,25686294,14755095,57.44
SUZLON,EQ,2023-01-25,47479501,19555839,41.19
TRENT,EQ,2023-01-25,765489,422915,55.25
