symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2023-01-03,155374,101919,65.60
ADANIPORTS,EQ,2023-01-03,2166531,406697,18.77
BEL,EQ,2023-01-03,8833881,4050449,45.85
BOSCHLTD,EQ,2023-01-03,6877,2343,34.07
CUMMINSIND,EQ,2023-01-03,362952,140431,38.69
DIXON,EQ,2023-01-03,87251,36476,41.81
DLF,EQ,2023-01-03,2004850,851950,42.49
DMART,EQ,2023-01-03,114013,47477,41.64
HAL,EQ,2023-01-03,554943,260650,46.97
HINDALCO,EQ,2023-01-03,5906501,1800201,30.48
INDHOTEL,EQ,2023-01-03,1658599,718725,43.33
INDIGO,EQ,2023-01-03,321613,121545,37.79
LT,EQ,2023-01-03,1260225,742485,58.92
MANAPPURAM,EQ,2023-01-03,12930113,5791772,44.79
MARUTI,EQ,2023-01-03,493207,301315,61.09
PAYTM,EQ,2023-01-03,1213174,550399,45.37
PGEL,EQ,2023-01-03,5330,2888,54.18
SBIN,EQ,2023-01-03,6818062,2451217,35.95
SUZLON,EQ,2023-01-03,126373567,34384534,27.21
TRENT,EQ,2023-01-03,233893,101783,43.52
