,22-Jan-2026
The Nifty witnessed an intraday movement of about 267.25 points.The closing index was 0.53 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 129532.89
, Traded Quantity (in Lakhs), 67827.96
, Number of Trades, 37892192
, Total Market Capitalisation (Rs. Crores), 45622137.70

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     25157.50,     25344.15,     25435.75,     25168.50,     25289.90,132.40
,NIFTY50 EQL Wgt,     32386.30,     32640.85,     32849.50,     32517.95,     32670.75,284.45
,NIFTY100 EQL Wgt,     32800.65,     33039.00,     33297.30,     32951.80,     33118.15,317.50
,NIFTY100 LowVol30,     20424.90,     20546.75,     20684.50,     20494.90,     20594.80,169.90
,NIFTY Alpha 50,     47996.45,     48482.55,     48830.50,     47993.85,     48455.85,459.40
,NIFTY MIDCAP 150,     21118.45,     21308.00,     21509.80,     21232.25,     21376.00,257.55
,NIFTY SMLCAP 50,      8085.55,      8172.40,      8215.00,      8061.20,      8140.65,55.10
,NIFTY SMLCAP 250,     15478.80,     15616.25,     15724.10,     15497.55,     15618.80,140.00
,NIFTY MIDSML 400,     19025.60,     19195.80,     19359.95,     19101.55,     19237.40,211.80
,NIFTY200 QUALTY30,     20814.10,     20949.00,     21105.00,     20922.60,     21057.15,243.05
,Nifty FinSrv25 50,     29439.95,     29645.75,     29770.00,     29419.25,     29620.60,180.65
,NIFTY AlphaLowVol,     26366.65,     26514.45,     26727.85,     26449.60,     26544.70,178.05
,Nifty200Momentm30,     30350.95,     30608.90,     30914.15,     30438.60,     30643.55,292.60
,Nifty100ESGSecLdr,      4213.85,      4245.75,      4257.45,      4211.50,      4231.05,17.20
,NIFTY100 ESG,      5053.70,      5094.45,      5118.40,      5062.05,      5086.00,32.30
,NIFTY M150 QLTY50,     22910.30,     23081.30,     23294.75,     23022.55,     23156.65,246.35
,NIFTY INDIA MFG,     14759.85,     14872.55,     15023.15,     14847.70,     14937.45,177.60
,Nifty200 Alpha 30,     24171.70,     24405.25,     24663.80,     24241.50,     24504.40,332.70
,NiftyM150Momntm50,     59214.75,     59792.20,     60457.65,     59528.55,     60080.85,866.10
,Nifty50 USD,      9505.80,      9505.80,      9629.55,      9505.80,      9566.35,60.55
,Nifty IT,     37992.30,     38294.80,     38542.50,     38080.95,     38301.75,309.45
,Nifty Next 50,     66864.45,     67332.35,     67976.40,     67194.95,     67592.80,728.35
,Nifty Bank,     58800.30,     59194.25,     59573.10,     58823.05,     59200.10,399.80
,NIFTY MIDCAP 100,     57423.65,     57962.60,     58568.95,     57755.75,     58191.30,767.65
,Nifty 500,     22835.15,     23013.45,     23144.55,     22888.50,     23008.75,173.60
,Nifty 100,     25701.40,     25890.30,     26008.40,     25739.60,     25860.25,158.85
,Nifty Midcap 50,     16453.55,     16596.40,     16788.45,     16540.90,     16672.00,218.45
,Nifty Realty,       788.30,       794.80,       797.15,       777.90,       782.50,-5.80
,Nifty Infra,      9015.50,      9076.55,      9124.70,      9030.10,      9079.65,64.15
,Nifty Energy,     33370.05,     33623.55,     33861.45,     33539.60,     33747.00,376.95
,Nifty FMCG,     51402.50,     51582.05,     52095.30,     51560.50,     51978.40,575.90
,Nifty MNC,     29925.00,     30121.05,     30362.40,     30054.55,     30280.15,355.15
,Nifty Pharma,     21584.40,     21738.20,     22030.55,     21726.40,     21928.00,343.60
,Nifty PSE,      9620.35,      9683.00,      9777.25,      9680.55,      9765.20,144.85
,Nifty PSU Bank,      8779.40,      8857.65,      9018.35,      8857.60,      8984.80,205.40
,Nifty Serv Sector,     32910.65,     33185.05,     33223.55,     32880.20,     33044.00,133.35
,Nifty Auto,     26871.25,     27153.85,     27453.35,     26954.65,     27110.20,238.95
,Nifty Metal,     11438.95,     11514.90,     11685.85,     11468.60,     11573.70,134.75
,Nifty Media,      1354.00,      1367.50,      1393.25,      1365.55,      1386.35,32.35
,NIFTY SMLCAP 100,     16551.20,     16717.90,     16807.70,     16534.90,     16677.25,126.05
,Nifty 200,     13959.55,     14067.30,     14146.35,     13991.15,     14063.90,104.35
,Nifty Div Opps 50,      6282.25,      6323.05,      6374.15,      6316.45,      6350.05,67.80
