,28-Jan-2026
The Nifty witnessed an intraday movement of about 184.45 points.The closing index was 0.66 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 139330.51
, Traded Quantity (in Lakhs), 61953.69
, Number of Trades, 37192655
, Total Market Capitalisation (Rs. Crores), 45725131.80

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     25175.40,     25258.85,     25372.10,     25187.65,     25342.75,167.35
,NIFTY50 EQL Wgt,     32480.50,     32550.20,     32762.75,     32470.85,     32734.95,254.45
,NIFTY100 EQL Wgt,     32749.40,     32830.20,     33283.75,     32799.80,     33254.00,504.60
,NIFTY100 LowVol30,     20493.35,     20497.45,     20528.30,     20366.50,     20492.25,-1.10
,NIFTY Alpha 50,     47879.95,     48092.10,     48818.55,     48031.80,     48731.30,851.35
,NIFTY MIDCAP 150,     21119.10,     21200.65,     21486.65,     21191.00,     21460.95,341.85
,NIFTY SMLCAP 50,      8041.45,      8090.00,      8201.35,      8077.05,      8189.95,148.50
,NIFTY SMLCAP 250,     15345.50,     15415.60,     15664.00,     15405.15,     15639.55,294.05
,NIFTY MIDSML 400,     18970.65,     19048.40,     19321.35,     19042.00,     19296.70,326.05
,NIFTY200 QUALTY30,     20958.45,     20954.60,     21175.30,     20856.95,     21159.65,201.20
,Nifty FinSrv25 50,     29568.40,     29701.85,     29927.80,     29673.40,     29882.55,314.15
,NIFTY AlphaLowVol,     26405.90,     26418.30,     26438.45,     26199.00,     26388.10,-17.80
,Nifty200Momentm30,     30332.60,     30385.65,     30647.05,     30195.70,     30606.60,274.00
,Nifty100ESGSecLdr,      4202.20,      4214.70,      4238.00,      4208.60,      4233.20,31.00
,NIFTY100 ESG,      5036.20,      5049.55,      5088.20,      5035.25,      5083.80,47.60
,NIFTY M150 QLTY50,     22859.60,     22953.15,     23209.75,     22926.15,     23190.30,330.70
,NIFTY INDIA MFG,     14851.50,     14890.45,     15134.05,     14865.30,     15112.95,261.45
,Nifty200 Alpha 30,     24185.10,     24257.70,     24625.85,     24204.90,     24592.70,407.60
,NiftyM150Momntm50,     59450.00,     59716.50,     60430.95,     59678.55,     60344.30,894.30
,Nifty50 USD,      9510.30,      9510.30,      9616.85,      9505.60,      9570.45,60.15
,Nifty IT,     38566.10,     38583.15,     38792.65,     38433.45,     38725.35,159.25
,Nifty Next 50,     66696.55,     66906.80,     68298.00,     66872.55,     68205.65,1509.10
