symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2013-01-18,687.55,685.90,0.0024,0.0108,,0.2006
ADANIPORTS,2013-01-18,132.25,134.60,-0.0176,0.0202,,0.3840
BEL,2013-01-18,1304.65,1297.65,0.0054,0.0131,,0.2445
BOSCHLTD,2013-01-18,9180.80,9214.60,-0.0037,0.0091,,0.1700
CUMMINSIND,2013-01-18,490.10,507.30,-0.0345,0.0134,,0.2961
DLF,2013-01-18,262.70,257.50,0.0200,0.0236,,0.4471
HINDALCO,2013-01-18,122.75,122.05,0.0057,0.0191,,0.3554
INDHOTEL,2013-01-18,64.60,64.45,0.0023,0.0177,,0.3286
LT,2013-01-18,1537.20,1527.70,0.0062,0.0118,,0.2197
MANAPPURAM,2013-01-18,43.90,44.80,-0.0203,0.0400,,0.7470
MARUTI,2013-01-18,1547.45,1494.10,0.0351,0.0143,,0.3114
PGEL,2013-01-18,353.30,361.90,-0.0241,0.0231,,0.4432
SBIN,2013-01-18,2492.05,2469.85,0.0089,0.0130,,0.2445
SUZLON,2013-01-18,19.00,19.40,-0.0208,0.0306,,0.5751
TRENT,2013-01-18,1190.35,1197.40,-0.0059,0.0180,,0.3343
