symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2025-03-05,5312.25,5191.40,0.0230,0.0238,0.0238,0.4547
ADANIPORTS,2025-03-05,1112.70,1058.00,0.0504,0.0253,0.0255,0.4872
BEL,2025-03-05,274.90,264.70,0.0378,0.0233,0.0234,0.4471
BOSCHLTD,2025-03-05,27073.50,26259.65,0.0305,0.0150,0.0151,0.2885
CUMMINSIND,2025-03-05,2903.95,2861.10,0.0149,0.0212,0.0212,0.4050
DIXON,2025-03-05,14497.50,14190.40,0.0214,0.0264,0.0263,0.5025
DLF,2025-03-05,661.35,643.30,0.0277,0.0207,0.0208,0.3974
DMART,2025-03-05,3474.50,3408.40,0.0192,0.0192,0.0192,0.3668
HAL,2025-03-05,3424.50,3311.10,0.0337,0.0247,0.0247,0.4719
HINDALCO,2025-03-05,657.35,641.65,0.0242,0.0194,0.0194,0.3706
INDHOTEL,2025-03-05,757.20,716.90,0.0547,0.0203,0.0206,0.3936
INDIGO,2025-03-05,4698.05,4598.70,0.0214,0.0184,0.0184,0.3515
LT,2025-03-05,3239.65,3213.00,0.0083,0.0165,0.0165,0.3152
MANAPPURAM,2025-03-05,203.70,197.60,0.0304,0.0272,0.0272,0.5197
MARUTI,2025-03-05,11617.35,11616.25,0.0001,0.0141,0.0140,0.2675
PAYTM,2025-03-05,708.90,698.45,0.0149,0.0351,0.0350,0.6687
PGEL,2025-03-05,847.25,841.10,0.0073,0.0364,0.0363,0.6935
SBIN,2025-03-05,730.35,716.05,0.0198,0.0165,0.0165,0.3152
SUZLON,2025-03-05,51.49,50.11,0.0272,0.0307,0.0306,0.5846
TRENT,2025-03-05,5106.10,4999.75,0.0210,0.0235,0.0235,0.4490
