symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2025-03-13,5118.60,5139.70,-0.0041,0.0236,0.0236,0.4509
ADANIPORTS,2025-03-13,1119.20,1128.30,-0.0081,0.0252,0.0252,0.4814
BEL,2025-03-13,280.05,276.85,0.0115,0.0232,0.0232,0.4432
BOSCHLTD,2025-03-13,26378.70,26807.05,-0.0161,0.0150,0.0150,0.2866
CUMMINSIND,2025-03-13,2835.25,2818.65,0.0059,0.0211,0.0210,0.4012
DIXON,2025-03-13,13324.00,13078.30,0.0186,0.0264,0.0264,0.5044
DLF,2025-03-13,658.10,668.70,-0.0160,0.0208,0.0208,0.3974
DMART,2025-03-13,3797.10,3674.15,0.0329,0.0191,0.0192,0.3668
HAL,2025-03-13,3396.10,3415.35,-0.0057,0.0245,0.0244,0.4662
HINDALCO,2025-03-13,677.35,689.85,-0.0183,0.0194,0.0194,0.3706
INDHOTEL,2025-03-13,750.45,749.35,0.0015,0.0204,0.0203,0.3878
INDIGO,2025-03-13,4700.85,4729.25,-0.0060,0.0183,0.0183,0.3496
LT,2025-03-13,3187.35,3193.65,-0.0020,0.0163,0.0163,0.3114
MANAPPURAM,2025-03-13,208.15,206.45,0.0082,0.0270,0.0269,0.5139
MARUTI,2025-03-13,11513.75,11640.05,-0.0109,0.0139,0.0139,0.2656
PAYTM,2025-03-13,682.85,702.00,-0.0277,0.0351,0.0351,0.6706
PGEL,2025-03-13,835.00,854.15,-0.0227,0.0361,0.0360,0.6878
SBIN,2025-03-13,727.85,723.05,0.0066,0.0163,0.0163,0.3114
SUZLON,2025-03-13,54.58,53.85,0.0135,0.0306,0.0305,0.5827
TRENT,2025-03-13,5022.40,5015.35,0.0014,0.0236,0.0235,0.4490
