symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2012-07-25,55646,25966,46.66
ADANIPORTS,EQ,2012-07-25,631445,410793,65.06
BEL,EQ,2012-07-25,82506,72909,88.37
BOSCHLTD,EQ,2012-07-25,1759,1214,69.02
CUMMINSIND,EQ,2012-07-25,378619,342435,90.44
DLF,EQ,2012-07-25,4795493,797622,16.63
HINDALCO,EQ,2012-07-25,3823436,1622693,42.44
INDHOTEL,EQ,2012-07-25,182017,101964,56.02
LT,EQ,2012-07-25,1223824,388498,31.74
MANAPPURAM,EQ,2012-07-25,1119579,528632,47.22
MARUTI,EQ,2012-07-25,1202467,521660,43.38
PGEL,EQ,2012-07-25,164,146,89.02
SBIN,EQ,2012-07-25,1712766,396870,23.17
SBIN,N1,2012-07-25,22,22,100.00
SBIN,N2,2012-07-25,42,40,95.24
SBIN,N3,2012-07-25,47,42,89.36
SBIN,N4,2012-07-25,10,10,100.00
SBIN,N5,2012-07-25,231,196,84.85
SUZLON,EQ,2012-07-25,17188713,5131155,29.85
TRENT,EQ,2012-07-25,4112,1684,40.95
TRENT,Q2,2012-07-25,1,1,100.00
