symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2012-07-03,24530,8677,35.37
ADANIPORTS,EQ,2012-07-03,737421,278982,37.83
BEL,EQ,2012-07-03,11444,6030,52.69
BOSCHLTD,EQ,2012-07-03,3429,2190,63.87
CUMMINSIND,EQ,2012-07-03,875548,804464,91.88
DLF,EQ,2012-07-03,9199951,1938146,21.07
HINDALCO,EQ,2012-07-03,7911756,3380273,42.72
INDHOTEL,EQ,2012-07-03,501314,280056,55.86
LT,EQ,2012-07-03,1194486,336411,28.16
MANAPPURAM,EQ,2012-07-03,6155135,2018531,32.79
MARUTI,EQ,2012-07-03,973813,553424,56.83
PGEL,EQ,2012-07-03,139,70,50.36
SBIN,EQ,2012-07-03,2304468,445297,19.32
SBIN,N1,2012-07-03,8,5,62.50
SBIN,N2,2012-07-03,57,57,100.00
SBIN,N3,2012-07-03,23,11,47.83
SBIN,N5,2012-07-03,310,275,88.71
SBIN,N6,2012-07-03,108,101,93.52
SUZLON,EQ,2012-07-03,19838155,3864846,19.48
TRENT,EQ,2012-07-03,3317,1048,31.59
TRENT,Q2,2012-07-03,32,21,65.62
