,28-Jun-2019
The Nifty witnessed an intraday movement of about 96.2 points.The closing index was 0.45 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 29793.48
, Traded Quantity (in Lakhs), 14311
, Number of Trades, 10400082
, Total Market Capitalisation (Rs. Crores), 15031415.43

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     11841.55,     11861.15,     11871.70,     11775.50,     11788.85,-52.7
,NIFTY50 EQL Wgt,     12690.10,     12708.80,     12722.80,     12596.40,     12624.25,-65.85
,NIFTY100 EQL Wgt,     13310.70,     13335.05,     13348.05,     13242.70,     13269.50,-41.2
,NIFTY100 LowVol30,      8776.65,      8799.55,      8805.75,      8735.80,      8742.55,-34.1
,NIFTY Alpha 50,     12366.25,     12401.65,     12406.90,     12342.30,     12373.90,7.65
,NIFTY MIDCAP 150,      6355.30,      6361.05,      6363.10,      6328.95,      6346.55,-8.75
,NIFTY SMLCAP 50,      2997.70,      3004.60,      3015.20,      2987.90,      2993.75,-3.95
,NIFTY SMLCAP 250,      5141.35,      5148.55,      5154.60,      5128.25,      5138.55,-2.8
,NIFTY MIDSML 400,      5924.20,      5930.50,      5932.55,      5903.10,      5917.65,-6.55
,NIFTY200 QUALTY30,      9534.60,      9554.85,      9565.55,      9487.15,      9496.25,-38.35
,Nifty IT,     15991.80,     16069.90,     16085.40,     15904.80,     15936.45,-55.35
,Nifty Next 50,     27381.35,     27431.40,     27492.25,     27285.80,     27332.50,-48.85
,Nifty Bank,     31269.50,     31281.00,     31308.90,     31060.60,     31105.20,-164.3
,NIFTY MIDCAP 100,     17717.55,     17733.45,     17744.90,     17616.85,     17654.10,-63.45
,Nifty 500,      9692.35,      9707.45,      9713.75,      9644.10,      9657.95,-34.4
,Nifty 100,     11931.35,     11951.40,     11961.50,     11867.90,     11882.10,-49.25
,Nifty Midcap 50,      4905.25,      4910.15,      4918.00,      4862.05,      4872.00,-33.25
,Nifty Realty,       283.45,       281.50,       286.70,       280.40,       284.80,1.35
,Nifty Infra,      3376.40,      3382.15,      3391.15,      3362.20,      3369.20,-7.2
,Nifty Energy,     16142.00,     16151.50,     16204.75,     16024.10,     16046.80,-95.2
,Nifty FMCG,     29486.80,     29544.20,     29575.25,     29446.65,     29546.05,59.25
,Nifty MNC,     13047.40,     13072.20,     13089.15,     13010.55,     13044.10,-3.3
,Nifty Pharma,      8088.00,      8116.80,      8202.65,      8031.35,      8065.15,-22.85
,Nifty PSE,      3671.05,      3672.00,      3689.90,      3650.20,      3657.25,-13.8
,Nifty PSU Bank,      3184.30,      3191.80,      3274.50,      3177.95,      3205.65,21.35
,Nifty Serv Sector,     16906.40,     16931.30,     16940.75,     16823.15,     16846.85,-59.55
,India VIX,14.6450,14.6450,15.0725,13.9950,14.9525,0.3075
,Nifty Auto,      7971.45,      7984.05,      8004.10,      7918.65,      7928.05,-43.4
,Nifty Metal,      3014.20,      3014.70,      3024.55,      2960.35,      2980.20,-34
,Nifty Media,      2049.65,      2044.25,      2057.55,      2031.10,      2039.80,-9.85
,NIFTY SMLCAP 100,      6212.80,      6220.65,      6230.30,      6188.85,      6200.15,-12.65
,Nifty 200,      6124.40,      6134.15,      6138.55,      6091.65,      6099.45,-24.95
,Nifty Div Opps 50,      2681.20,      2685.35,      2687.60,      2666.00,      2668.85,-12.35
,Nifty Commodities,      3666.80,      3669.40,      3676.80,      3623.90,      3635.50,-31.3
,Nifty Consumption,      4753.95,      4759.70,      4762.25,      4745.10,      4755.50,1.55
,Nifty Fin Service,     13595.25,     13599.00,     13639.00,     13528.00,     13556.40,-38.85
,Nifty50 Div Point,        42.32,        42.32,        42.32,        42.32,        42.32,0
,Nifty100 Liq 15,      3998.50,      4003.90,      4011.10,      3975.15,      3994.25,-4.25
,Nifty CPSE,      2384.20,      2385.80,      2395.55,      2361.05,      2364.95,-19.25
,Nifty GrowSect 15,      5980.95,      5992.35,      5996.05,      5956.45,      5961.95,-19
,Nifty50 PR 2x Lev,      5196.40,      5212.80,      5221.65,      5137.95,      5149.35,-47.05
,Nifty50 PR 1x Inv,       389.00,       388.45,       391.25,       388.10,       390.80,1.8
,Nifty50 TR 2x Lev,      6665.45,      6686.50,      6697.80,      6590.45,      6605.05,-60.4
,Nifty50 TR 1x Inv,       343.50,       343.00,       345.45,       342.70,       345.10,1.6
,Nifty50 Value 20,      5490.40,      5504.95,      5514.90,      5451.35,      5459.10,-31.3
,Nifty Mid Liq 15,      4264.35,      4267.30,      4286.50,      4229.10,      4237.25,-27.1
,Nifty Pvt Bank,     17314.35,     17324.55,     17340.30,     17163.10,     17197.00,-117.35
,NIFTY100 Qualty30,      2671.35,      2677.55,      2678.95,      2657.60,      2660.30,-11.05
,Nifty GS 8 13Yr,      1944.22,      1944.60,      1947.48,      1944.60,      1945.80,1.58
,Nifty GS 10Yr,      1791.01,      1791.35,      1794.87,      1790.89,      1792.16,1.15
,Nifty GS 10Yr Cln,       935.75,       935.75,       937.64,       935.50,       936.18,.43
,Nifty GS 4 8Yr,      2049.14,      2049.55,      2052.51,      2049.02,      2049.66,.52
,Nifty GS 11 15Yr,      2071.15,      2071.56,      2078.43,      2071.56,      2076.02,4.87
,Nifty GS 15YrPlus,      2254.48,      2254.92,      2256.10,      2254.92,      2256.10,1.62
,Nifty GS Compsite,      1973.41,      1973.81,      1977.63,      1973.81,      1975.46,2.05

,ADVANCES,822
,DECLINES,974
,UNCHANGED,106

,Total securities that have hit their price bands today,276

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,RELIANCE,EQ,      1274.15,      1253.10,-1.65,1092.76
,PFC,EQ,       135.85,       134.20,-1.21,895.32
,SBIN,EQ,       362.15,       361.25,-0.25,823.05
,IBULHSGFIN,EQ,       627.45,       607.70,-3.15,817.46
,HDFCBANK,EQ,      2462.30,      2443.75,-0.75,781.82
,YESBANK,EQ,       112.40,       108.75,-3.25,754.54
,AXISBANK,EQ,       800.45,       808.55,1.01,738.31
,HDFC,EQ,      2195.45,      2192.10,-0.15,626.81
,ICICIBANK,EQ,       440.95,       437.10,-0.87,588.49
,INDUSINDBK,EQ,      1450.20,      1410.50,-2.74,584.58
,TCS,EQ,      2252.55,      2227.20,-1.13,530.28
,LT,EQ,      1550.90,      1553.20,0.15,469.29
,BANKBARODA,EQ,       121.40,       121.60,0.16,443.26
,TATASTEEL,EQ,       510.70,       504.40,-1.23,442.61
,BAJFINANCE,EQ,      3642.20,      3681.10,1.07,439.62
,INFY,EQ,       730.55,       732.00,0.2,433.81
,MARUTI,EQ,      6486.70,      6534.65,0.74,403.61
,PNB,EQ,        78.00,        79.55,1.99,379.81
,CANBK,EQ,       278.50,       284.40,2.12,354.27
,DHFL,EQ,        81.55,        72.05,-11.65,341.96
,JUSTDIAL,EQ,       777.95,       760.85,-2.2,319.65
,UPL,EQ,       943.50,       937.45,-0.64,307.44
,BHARTIARTL,EQ,       348.65,       346.65,-0.57,296.74
,SUNPHARMA,EQ,       402.80,       400.95,-0.46,294.41
,RELCAPITAL,EQ,        70.80,        66.10,-6.64,293.04

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,GAIL,EQ,       311.95,       306.65,1.73
,BAJFINANCE,EQ,      3681.10,      3642.20,1.07
,AXISBANK,EQ,       808.55,       800.45,1.01
,BAJAJFINSV,EQ,      8524.65,      8443.90,.96
,ADANIPORTS,EQ,       410.20,       406.50,.91

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,YESBANK,EQ,       108.75,       112.40,-3.25
,IBULHSGFIN,EQ,       607.70,       627.45,-3.15
,INFRATEL,EQ,       267.05,       274.80,-2.82
,INDUSINDBK,EQ,      1410.50,      1450.20,-2.74
,COALINDIA,EQ,       253.80,       259.40,-2.16

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        37.05,                   354969.25,9588
,21STCENMGM,EQ,        17.10,                    48264.70,2797
,3IINFOTECH,EQ,         3.30,                  2392631.70,724582
,3MINDIA,EQ,     23215.80,                 15342680.00,664
,3PLAND,EQ,         8.45,                    11136.00,1316
,5PAISA,EQ,       212.95,                  3396641.60,15887
,63MOONS,EQ,       112.00,                  8773029.30,77761
,8KMILES,EQ,        88.60,                 21200468.10,237230
,A2ZINFRA,EQ,        12.30,                  1851338.25,148164
,AARON,SM,        46.90,                   140700.00,3000
,AARTIDRUGS,EQ,       530.70,                  3603326.95,6756
,AARTIIND,EQ,      1778.05,                 54145782.80,30458
,AARVEEDEN,EQ,        20.05,                   274107.50,13857
,AAVAS,EQ,      1499.30,                 71353555.40,47597
,ABAN,EQ,        41.85,                  8495061.35,203842
,ABBOTINDIA,EQ,      8887.95,                 44841167.20,5041
,ABCAPITAL,EQ,        91.80,                 61140090.35,660649
,ABFRL,EQ,       215.35,                 65976873.40,308230
,ABSLNN50ET,EQ,       274.77,                     4639.89,17
,ACCELYA,EQ,       862.70,                  3821956.30,4414
,ACE,EQ,        95.25,                 10945374.45,114380
,ADANIENT,EQ,       150.50,                711243093.50,4642404
,ADANIGAS,EQ,       170.10,                147405565.40,868765
,ADANIGREEN,EQ,        44.40,                 74441909.60,1669966
,ADANIPOWER,EQ,        51.35,                531596671.60,10327185
,ADANITRANS,EQ,       224.15,                  9677821.90,43329
,ADFFOODS,EQ,       272.75,                  4116679.20,15066
,ADHUNIK,EQ,         1.40,                    47482.20,33948
,ADHUNIKIND,EQ,        81.20,                   718058.45,8831
,ADLABS,EQ,         5.40,                  1507408.75,273314
,ADORWELD,EQ,       347.85,                   969036.00,2783
,ADROITINFO,EQ,        11.00,                    26989.75,2417
,ADSL,EQ,        14.05,                   348202.10,24725
,ADVANIHOTR,EQ,        62.10,                   698431.00,11375
,ADVENZYMES,EQ,       169.75,                  9517830.80,55785
,AEGISCHEM,EQ,       199.50,                 25389224.15,126958
,AGARIND,EQ,       124.85,                  3812241.30,30508
,AGCNET,EQ,       110.00,                   105257.30,954
,AGLSL,EQ,        54.30,                    50991.45,947
,AGRITECH,EQ,        56.15,                  1799029.20,32398
,AGROPHOS,BE,        85.65,                  3285659.60,38597
,AHLADA,SM,        73.45,                   353700.00,5000
,AHLEAST,EQ,       196.00,                   477256.50,2440
,AHLUCONT,EQ,       331.00,                  9616264.85,29138
,AHLWEST,EQ,       340.25,                    29342.65,87
,AIAENG,EQ,      1793.55,                 20381592.30,11483
,AIFL,BZ,         2.85,                   231941.05,83353
,AIONJSW,EQ,        22.55,                 17815117.15,742644
,AIRAN,EQ,        26.20,                   181889.75,6877
,AJANTPHARM,EQ,       955.80,                 79297021.30,82988
,AJMERA,EQ,       168.95,                  9545744.00,56615
,AJOONI,SM,        15.20,                    60800.00,4000
,AKSHARCHEM,EQ,       285.55,                   727254.80,2558
,AKSHOPTFBR,EQ,        10.55,                  2411161.05,223378
,AKZOINDIA,EQ,      1796.80,                  9977458.70,5561
,ALANKIT,EQ,        31.85,                 33519477.75,1061039
,ALBERTDAVD,EQ,       396.80,                   310173.10,781
,ALBK,EQ,        49.85,                350487102.35,7059439
,ALCHEM,BE,         1.15,                     5556.80,4832
