symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2023-05-03,3453.60,3442.15,0.0033,0.0193,0.0193,0.3687
ADANIPORTS,2023-05-03,669.65,681.50,-0.0175,0.0303,0.0303,0.5789
BEL,2023-05-03,106.35,104.30,0.0195,0.0197,0.0197,0.3764
BOSCHLTD,2023-05-03,19317.75,19798.30,-0.0246,0.0159,0.0160,0.3057
CUMMINSIND,2023-05-03,1582.90,1600.20,-0.0109,0.0173,0.0172,0.3286
DIXON,2023-05-03,2908.25,2909.10,-0.0003,0.0245,0.0245,0.4681
DLF,2023-05-03,427.55,424.25,0.0077,0.0220,0.0219,0.4184
DMART,2023-05-03,3553.95,3545.80,0.0023,0.0178,0.0178,0.3401
HAL,2023-05-03,3005.70,2938.25,0.0227,0.0211,0.0212,0.4050
HINDALCO,2023-05-03,442.30,446.15,-0.0087,0.0238,0.0237,0.4528
INDHOTEL,2023-05-03,354.90,347.45,0.0212,0.0212,0.0212,0.4050
INDIGO,2023-05-03,2164.10,2067.45,0.0457,0.0200,0.0202,0.3859
LT,2023-05-03,2356.25,2384.45,-0.0119,0.0146,0.0146,0.2789
MANAPPURAM,2023-05-03,113.95,129.70,-0.1295,0.0229,0.0246,0.4700
MARUTI,2023-05-03,8797.35,8776.75,0.0023,0.0152,0.0152,0.2904
PAYTM,2023-05-03,662.15,660.75,0.0021,0.0298,0.0297,0.5674
PGEL,2023-05-03,1426.30,1399.00,0.0193,0.0306,0.0305,0.5827
SBIN,2023-05-03,570.50,575.30,-0.0084,0.0174,0.0174,0.3324
SUZLON,2023-05-03,8.10,8.10,0.0000,0.0373,0.0372,0.7107
TRENT,2023-05-03,1390.15,1406.50,-0.0117,0.0200,0.0200,0.3821
