,14-May-2019
The Nifty witnessed an intraday movement of about 186.45 points.The closing index was 0.66 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 34977.19
, Traded Quantity (in Lakhs), 17727.61
, Number of Trades, 13027480
, Total Market Capitalisation (Rs. Crores), 14324914.77

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     11148.20,     11151.65,     11294.75,     11108.30,     11222.05,73.85
,NIFTY50 EQL Wgt,     12109.90,     12085.30,     12276.70,     12039.25,     12215.20,105.3
,NIFTY100 EQL Wgt,     12673.05,     12647.05,     12796.30,     12567.50,     12734.90,61.85
,NIFTY100 LowVol30,      8502.15,      8497.15,      8549.15,      8435.05,      8499.30,-2.85
,NIFTY Alpha 50,     11566.85,     11553.50,     11613.85,     11471.70,     11560.90,-5.95
,NIFTY MIDCAP 150,      5984.80,      5972.15,      6021.25,      5920.00,      6007.95,23.15
,NIFTY SMLCAP 50,      2950.15,      2939.50,      2989.60,      2912.65,      2981.15,31
,NIFTY SMLCAP 250,      5041.25,      5027.90,      5077.15,      4983.55,      5067.60,26.35
,NIFTY MIDSML 400,      5653.15,      5640.20,      5689.15,      5590.95,      5677.55,24.4
,NIFTY200 QUALTY30,      9367.20,      9350.75,      9388.75,      9268.55,      9347.65,-19.55
,Nifty IT,     15955.30,     15942.95,     15966.65,     15642.95,     15762.75,-192.55
,Nifty Next 50,     26074.60,     26026.75,     26260.15,     25815.70,     26130.00,55.4
,Nifty Bank,     28659.95,     28718.75,     29058.30,     28582.60,     28829.20,169.25
,NIFTY MIDCAP 100,     16656.60,     16624.00,     16788.45,     16457.80,     16737.25,80.65
,Nifty 500,      9159.95,      9156.00,      9261.85,      9108.45,      9212.35,52.4
,Nifty 100,     11249.85,     11250.05,     11388.90,     11201.20,     11318.00,68.15
,Nifty Midcap 50,      4588.95,      4578.85,      4642.55,      4533.30,      4622.05,33.1
,Nifty Realty,       246.40,       245.50,       249.55,       242.15,       248.30,1.9
,Nifty Infra,      2984.95,      2972.15,      3059.05,      2945.75,      3044.10,59.15
,Nifty Energy,     15172.10,     15152.65,     15484.90,     15101.60,     15399.30,227.2
,Nifty FMCG,     29061.00,     29105.30,     29406.65,     28996.20,     29235.10,174.1
,Nifty MNC,     12434.90,     12404.20,     12530.25,     12375.75,     12506.95,72.05
,Nifty Pharma,      8553.50,      8573.65,      8762.20,      8516.10,      8683.90,130.4
,Nifty PSE,      3342.20,      3332.25,      3384.05,      3309.45,      3366.80,24.6
,Nifty PSU Bank,      2871.45,      2877.20,      2971.40,      2836.00,      2953.30,81.85
,Nifty Serv Sector,     15638.40,     15655.90,     15795.35,     15527.40,     15676.85,38.45
,India VIX,27.3825,27.3825,27.7600,22.3900,27.1325,-0.2500
,Nifty Auto,      7938.65,      7890.55,      7988.50,      7855.90,      7955.50,16.85
,Nifty Metal,      2820.85,      2801.50,      2852.15,      2787.95,      2837.90,17.05
,Nifty Media,      2143.85,      2141.15,      2167.40,      2100.50,      2149.05,5.2
,NIFTY SMLCAP 100,      6099.45,      6080.75,      6159.80,      6013.95,      6142.80,43.35
,Nifty 200,      5772.70,      5771.60,      5841.20,      5742.95,      5806.90,34.2
,Nifty Div Opps 50,      2582.55,      2578.95,      2601.40,      2561.95,      2586.60,4.05
,Nifty Commodities,      3420.50,      3409.10,      3468.75,      3389.50,      3452.70,32.2
,Nifty Consumption,      4604.60,      4598.30,      4652.95,      4572.55,      4630.35,25.75
,Nifty Fin Service,     12179.95,     12204.15,     12335.60,     12125.80,     12225.90,45.95
,Nifty50 Div Point,         2.41,         2.41,         2.41,         2.41,         2.41,0
,Nifty100 Liq 15,      3726.65,      3719.30,      3804.20,      3709.50,      3783.75,57.1
,Nifty CPSE,      2148.15,      2139.10,      2173.00,      2123.30,      2159.55,11.4
,Nifty GrowSect 15,      5766.45,      5764.80,      5807.30,      5722.15,      5767.55,1.1
,Nifty50 PR 2x Lev,      4653.90,      4656.00,      4775.20,      4619.95,      4714.80,60.9
,Nifty50 PR 1x Inv,       411.55,       411.50,       413.10,       406.20,       408.90,-2.65
,Nifty50 TR 2x Lev,      5929.70,      5932.35,      6084.20,      5886.40,      6007.25,77.55
,Nifty50 TR 1x Inv,       364.65,       364.60,       366.00,       359.95,       362.30,-2.35
,Nifty50 Value 20,      5339.35,      5333.35,      5364.85,      5279.40,      5334.90,-4.45
,Nifty Mid Liq 15,      3907.60,      3897.15,      3951.50,      3861.50,      3926.05,18.45
,Nifty Pvt Bank,     16081.35,     16105.90,     16286.65,     16032.90,     16146.70,65.35
,NIFTY100 Qualty30,      2564.55,      2561.10,      2577.65,      2540.30,      2563.80,-.75
,Nifty GS 8 13Yr,      1864.47,      1864.85,      1869.61,      1864.85,      1869.41,4.94
,Nifty GS 10Yr,      1718.53,      1718.87,      1723.78,      1718.87,      1723.57,5.04
,Nifty GS 10Yr Cln,       904.75,       904.75,       907.40,       904.75,       907.29,2.54
,Nifty GS 4 8Yr,      1989.28,      1989.69,      1993.51,      1989.69,      1992.85,3.57
,Nifty GS 11 15Yr,      1964.56,      1964.96,      1970.20,      1964.96,      1969.71,5.15
,Nifty GS 15YrPlus,      2105.00,      2105.44,      2108.77,      2105.44,      2108.49,3.49
,Nifty GS Compsite,      1903.30,      1903.69,      1908.88,      1903.69,      1908.41,5.11

,ADVANCES,859
,DECLINES,963
,UNCHANGED,95

,Total securities that have hit their price bands today,255

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,RELIANCE,EQ,      1232.05,      1260.45,2.31,1628.58
,TATASTEEL,EQ,       472.30,       469.55,-0.58,985
,YESBANK,EQ,       154.70,       155.85,0.74,971.07
,SBIN,EQ,       306.90,       314.65,2.53,947.88
,HDFC,EQ,      1952.90,      1965.20,0.63,840.2
,ICICIBANK,EQ,       376.30,       380.40,1.09,821.47
,INDUSINDBK,EQ,      1393.30,      1432.70,2.83,790.3
,SUNPHARMA,EQ,       398.10,       419.45,5.36,776.88
,INFY,EQ,       719.70,       713.85,-0.81,747.67
,IBULHSGFIN,EQ,       659.05,       697.00,5.76,700.99
,EICHERMOT,EQ,     18751.75,     19230.90,2.56,700.82
,ITC,EQ,       289.30,       294.35,1.75,621.82
,HDFCBANK,EQ,      2287.20,      2287.90,0.03,600.31
,MARUTI,EQ,      6543.75,      6576.20,0.5,552.37
,BAJFINANCE,EQ,      2931.85,      2881.85,-1.71,537.9
,TCS,EQ,      2128.75,      2092.35,-1.71,516.06
,AXISBANK,EQ,       732.10,       731.35,-0.1,515.83
,SRF,EQ,      2466.60,      2600.10,5.41,497.93
,ZEEL,EQ,       342.05,       346.30,1.24,464.84
,LT,EQ,      1317.65,      1341.80,1.83,415.22
,KOTAKBANK,EQ,      1389.35,      1382.95,-0.46,404.8
,TATAMOTORS,EQ,       180.75,       184.50,2.07,390.36
,DHFL,EQ,       110.95,       117.10,5.54,383.85
,BHARTIARTL,EQ,       318.65,       336.60,5.63,354.9
,IDEA,EQ,        14.45,        14.00,-3.11,336.78

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,IBULHSGFIN,EQ,       697.00,       659.05,5.76
,BHARTIARTL,EQ,       336.60,       318.65,5.63
,SUNPHARMA,EQ,       419.45,       398.10,5.36
,VEDL,EQ,       160.75,       154.20,4.25
,GAIL,EQ,       345.15,       332.05,3.95

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,TECHM,EQ,       790.05,       817.30,-3.33
,TCS,EQ,      2092.35,      2128.75,-1.71
,BAJFINANCE,EQ,      2881.85,      2931.85,-1.71
,WIPRO,EQ,       284.60,       289.10,-1.56
,HCLTECH,EQ,      1067.85,      1083.65,-1.46

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        34.05,                   522714.95,15383
,21STCENMGM,EQ,        19.80,                     2117.70,107
,3IINFOTECH,EQ,         3.60,                  6146971.15,1692130
,3MINDIA,EQ,     23219.05,                 23415402.05,1022
,3PLAND,BE,        11.05,                     3393.50,300
,5PAISA,EQ,       287.65,                  1076940.85,3758
,63MOONS,EQ,       157.95,                  2762229.60,17488
,8KMILES,EQ,       100.65,                 14410188.95,141972
,A2ZINFRA,EQ,        14.60,                  4002812.90,277427
,AARON,SM,        48.00,                   144000.00,3000
,AARTIDRUGS,EQ,       595.25,                  6038669.05,10201
,AARTIIND,EQ,      1554.00,                178500002.25,114544
,AARVEEDEN,EQ,        22.70,                   158376.25,6949
,AAVAS,EQ,      1384.65,                 69838499.20,50742
,ABAN,BE,        48.00,                  1150866.25,24006
,ABBOTINDIA,EQ,      7261.35,                 14008522.85,1935
,ABCAPITAL,EQ,        94.40,                131015206.45,1390425
,ABFRL,EQ,       210.20,                 94409412.75,455411
,ABGSHIP,BZ,         1.25,                    18873.00,15098
,ABSLNN50ET,EQ,       304.15,                      304.15,1
,ABSLRIF6RG,MF,         6.70,                   404026.80,62407
,ACCELYA,EQ,       918.50,                  5639252.20,6145
,ACCURACY,SM,        72.00,                   230400.00,3200
,ACE,EQ,        91.10,                 14807249.75,161501
,ADANIENT,EQ,       123.35,                548014070.15,4548264
,ADANIGAS,EQ,       117.95,                 98502412.80,835593
,ADANIGREEN,EQ,        37.70,                 20775366.10,551588
,ADANIPOWER,EQ,        40.80,                590019904.90,14689706
,ADANITRANS,EQ,       211.60,                 23006119.00,110286
,ADFFOODS,EQ,       236.05,                  3354639.75,14211
,ADHUNIK,BE,         2.50,                    13567.50,5427
,ADHUNIKIND,EQ,        72.70,                  1111279.35,15227
,ADLABS,EQ,         8.10,                   949461.45,121937
,ADORWELD,EQ,       321.30,                   783158.25,2480
,ADROITINFO,BE,        14.85,                     4643.90,316
,ADSL,EQ,        14.60,                   188681.25,13087
,ADVANIHOTR,EQ,        59.70,                   419166.10,6964
,ADVENZYMES,EQ,       169.10,                  9068883.45,53769
,AEGISCHEM,EQ,       199.85,                 16555610.80,83537
,AGARIND,EQ,       161.00,                  9698702.15,57403
,AGCNET,EQ,        97.85,                   117031.10,1191
,AGLSL,EQ,        54.85,                    48318.00,880
,AGRITECH,EQ,        57.95,                  1284475.15,22358
,AGROPHOS,BE,        72.00,                  2233323.55,31581
,AHLADA,SM,        81.75,                   327000.00,4000
,AHLEAST,EQ,       213.90,                    87170.50,407
,AHLUCONT,EQ,       305.20,                  3247037.50,10646
,AHLWEST,EQ,       309.55,                   114129.20,369
,AIAENG,EQ,      1728.65,                 20063700.65,11620
,AIFL,BE,         7.60,                   170896.75,22414
,AIONJSW,EQ,        20.85,                  1072936.50,52341
,AIRAN,EQ,        32.50,                   278858.55,8410
,AISL,SM,        59.00,                    70800.00,1200
,AJANTPHARM,EQ,      1054.25,                182247085.85,173550
,AJMERA,EQ,       156.20,                  6268625.80,40790
,AJOONI,SM,        17.00,                   129800.00,8000
,AKG,SM,        35.50,                   142000.00,4000
,AKSHARCHEM,EQ,       276.30,                  1502999.65,5615
,AKSHOPTFBR,EQ,        14.85,                  7531031.90,499178
,AKZOINDIA,EQ,      1621.95,                  7576612.20,4695
,ALANKIT,EQ,        30.75,                 19688714.35,676948
,ALBERTDAVD,EQ,       383.25,                  1167540.25,3054
,ALBK,EQ,        42.90,                261777319.60,6238716
,ALCHEM,BE,         1.90,                      464.80,242
,ALEMBICLTD,EQ,        41.25,                  4317319.60,106213
,ALICON,EQ,       578.20,                   963278.45,1680
,ALKALI,EQ,        36.80,                   613408.35,16890
,ALKEM,EQ,      1719.95,                 61992386.95,35987
,ALKYLAMINE,EQ,       812.85,                   702109.45,864
,ALLCARGO,EQ,       102.30,                  5724697.85,55789
,ALLSEC,BE,       310.00,                  4265748.00,13814
,ALMONDZ,EQ,        19.60,                    71311.30,3792
,ALOKTEXT,BE,         3.95,                  6532143.10,1663504
,ALPA,EQ,        23.95,                  1790801.95,73792
,ALPHAGEO,EQ,       403.90,                  1055387.05,2638
,ALPSINDUS,BE,         1.20,                     1185.90,957
,AMARAJABAT,EQ,       632.45,                182357854.90,289136
,AMBER,EQ,       740.10,                  2608566.70,3516
,AMBIKCO,EQ,      1099.45,                  3807932.10,3450
,AMDIND,EQ,        18.45,                    49250.40,2686
,AMJLAND,EQ,        19.10,                    82697.35,4330
,AMRUTANJAN,EQ,       280.65,                  4222458.45,15131
,ANANTRAJ,EQ,        27.10,                  4382986.70,161751
,ANDHRABANK,EQ,        24.60,                 45556645.25,1853999
,ANDHRACEMT,BE,         3.85,                   154828.60,40047
,ANDHRSUGAR,EQ,       334.25,                  3236920.65,9637
,ANGIND,BZ,          .90,                      285.25,335
,ANIKINDS,EQ,        13.05,                     6288.50,483
,ANKITMETAL,BE,          .50,                     4119.15,8236
,ANSALAPI,EQ,         8.40,                   606061.95,71820
,ANSALHSG,EQ,        10.25,                   481900.15,47009
,ANTGRAPHIC,BE,          .80,                   106145.10,139627
,ANUP,EQ,       383.65,                  9172812.65,23898
,APARINDS,EQ,       629.75,                  1235936.50,1973
,APCL,EQ,       131.40,                   536939.15,4144
,APCOTEXIND,EQ,       504.85,                  1003592.10,1992
,APEX,EQ,       284.70,                 22972143.60,81716
,APLAPOLLO,EQ,      1459.05,                  9218799.35,6330
,APLLTD,EQ,       529.45,                  8712344.15,16576
,APOLLO,EQ,       129.55,                  2291577.60,17908
,APOLLOHOSP,EQ,      1142.50,                717198811.55,625364
,APOLLOTYRE,EQ,       179.65,               1167635374.75,6485545
