symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2008-03-26,257401,159390,61.92
BEL,EQ,2008-03-26,24267,13976,57.59
BOSCHLTD,EQ,2008-03-26,3071,2093,68.15
CUMMINSIND,EQ,2008-03-26,83022,66694,80.33
DLF,EQ,2008-03-26,3225309,745688,23.12
HINDALCO,EQ,2008-03-26,2762622,1557619,56.38
INDHOTEL,EQ,2008-03-26,446821,214443,47.99
LT,EQ,2008-03-26,594615,216406,36.39
MARUTI,EQ,2008-03-26,699173,491644,70.32
SBIN,EQ,2008-03-26,820021,215771,26.31
SBIN,IL,2008-03-26,13500,13500,100.00
SUZLON,EQ,2008-03-26,12305974,7114009,57.81
TRENT,EQ,2008-03-26,1451,1098,75.67
TRENT,N1,2008-03-26,10,10,100.00
