symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2008-03-12,988253,788774,79.81
BEL,EQ,2008-03-12,112908,108916,96.46
BOSCHLTD,EQ,2008-03-12,3950,3440,87.09
CUMMINSIND,EQ,2008-03-12,77847,59611,76.57
DLF,EQ,2008-03-12,3360454,1012280,30.12
HINDALCO,EQ,2008-03-12,4228921,1374247,32.50
INDHOTEL,EQ,2008-03-12,1321109,727910,55.10
LT,EQ,2008-03-12,1105830,427083,38.62
MARUTI,EQ,2008-03-12,965824,572249,59.25
SBIN,EQ,2008-03-12,1634794,437741,26.78
SUZLON,EQ,2008-03-12,6149520,2136163,34.74
TRENT,EQ,2008-03-12,4754,3218,67.69
