symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2021-01-13,1280.50,1269.40,0.0087,0.0212,0.0212,0.4050
ADANIPORTS,2021-01-13,536.65,511.25,0.0485,0.0244,0.0245,0.4681
BEL,2021-01-13,134.05,134.45,-0.0030,0.0284,0.0283,0.5407
BOSCHLTD,2021-01-13,14779.70,14626.10,0.0104,0.0251,0.0250,0.4776
CUMMINSIND,2021-01-13,611.05,623.20,-0.0197,0.0216,0.0216,0.4127
DIXON,2021-01-13,14539.85,15032.95,-0.0334,0.0291,0.0291,0.5560
DLF,2021-01-13,280.45,267.55,0.0471,0.0328,0.0329,0.6286
DMART,2021-01-13,2925.75,2997.85,-0.0243,0.0224,0.0224,0.4280
HAL,2021-01-13,921.55,901.60,0.0219,0.0279,0.0278,0.5311
HINDALCO,2021-01-13,262.65,264.35,-0.0065,0.0316,0.0315,0.6018
INDHOTEL,2021-01-13,126.65,123.25,0.0272,0.0285,0.0285,0.5445
INDIGO,2021-01-13,1633.80,1680.00,-0.0279,0.0283,0.0283,0.5407
LT,2021-01-13,1352.50,1349.80,0.0020,0.0216,0.0216,0.4127
MANAPPURAM,2021-01-13,171.35,173.30,-0.0113,0.0342,0.0341,0.6515
MARUTI,2021-01-13,8139.75,8187.90,-0.0059,0.0244,0.0244,0.4662
PGEL,2021-01-13,144.90,143.60,0.0090,0.0413,0.0412,0.7871
SBIN,2021-01-13,306.80,292.50,0.0477,0.0268,0.0269,0.5139
SUZLON,2021-01-13,6.66,6.97,-0.0455,0.0427,0.0427,0.8158
TRENT,2021-01-13,673.25,684.55,-0.0166,0.0289,0.0288,0.5502
