symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2021-08-20,1714.05,1761.25,-0.0272,0.0193,0.0193,0.3687
ADANIPORTS,2021-08-20,687.20,705.40,-0.0261,0.0264,0.0264,0.5044
BEL,2021-08-20,171.05,174.10,-0.0177,0.0258,0.0258,0.4929
BOSCHLTD,2021-08-20,13676.65,13978.30,-0.0218,0.0213,0.0213,0.4069
CUMMINSIND,2021-08-20,992.00,1029.90,-0.0375,0.0215,0.0216,0.4127
DIXON,2021-08-20,4043.30,4099.30,-0.0138,0.0255,0.0255,0.4872
DLF,2021-08-20,309.00,327.10,-0.0569,0.0293,0.0295,0.5636
DMART,2021-08-20,3643.05,3650.65,-0.0021,0.0202,0.0202,0.3859
HAL,2021-08-20,1126.50,1120.05,0.0057,0.0235,0.0234,0.4471
HINDALCO,2021-08-20,403.65,426.95,-0.0561,0.0287,0.0289,0.5521
INDHOTEL,2021-08-20,138.55,140.55,-0.0143,0.0257,0.0256,0.4891
INDIGO,2021-08-20,1658.45,1697.45,-0.0232,0.0236,0.0235,0.4490
LT,2021-08-20,1593.60,1632.80,-0.0243,0.0190,0.0190,0.3630
MANAPPURAM,2021-08-20,158.30,164.75,-0.0399,0.0298,0.0298,0.5693
MARUTI,2021-08-20,6850.80,6840.15,0.0016,0.0199,0.0199,0.3802
PGEL,2021-08-20,311.65,335.05,-0.0724,0.0380,0.0383,0.7317
SBIN,2021-08-20,406.70,419.70,-0.0315,0.0243,0.0243,0.4643
SUZLON,2021-08-20,5.80,6.05,-0.0422,0.0402,0.0402,0.7680
TRENT,2021-08-20,897.25,900.70,-0.0038,0.0256,0.0255,0.4872
