symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2021-08-24,1697.00,1675.10,0.0130,0.0193,0.0193,0.3687
ADANIPORTS,2021-08-24,695.40,668.30,0.0398,0.0264,0.0265,0.5063
BEL,2021-08-24,177.65,175.15,0.0142,0.0258,0.0258,0.4929
BOSCHLTD,2021-08-24,13886.00,13651.35,0.0170,0.0213,0.0212,0.4050
CUMMINSIND,2021-08-24,996.25,975.50,0.0210,0.0216,0.0216,0.4127
DIXON,2021-08-24,3818.50,3909.35,-0.0235,0.0255,0.0255,0.4872
DLF,2021-08-24,315.20,306.60,0.0277,0.0294,0.0294,0.5617
DMART,2021-08-24,3708.55,3673.75,0.0094,0.0202,0.0201,0.3840
HAL,2021-08-24,1160.15,1112.35,0.0421,0.0234,0.0235,0.4490
HINDALCO,2021-08-24,420.85,406.85,0.0338,0.0288,0.0289,0.5521
INDHOTEL,2021-08-24,139.60,137.95,0.0119,0.0256,0.0255,0.4872
INDIGO,2021-08-24,1692.50,1671.50,0.0125,0.0235,0.0235,0.4490
LT,2021-08-24,1606.15,1580.75,0.0159,0.0190,0.0190,0.3630
MANAPPURAM,2021-08-24,163.50,158.45,0.0314,0.0298,0.0298,0.5693
MARUTI,2021-08-24,6803.35,6825.90,-0.0033,0.0198,0.0198,0.3783
PGEL,2021-08-24,323.20,293.45,0.0966,0.0384,0.0389,0.7432
SBIN,2021-08-24,417.60,409.50,0.0196,0.0242,0.0242,0.4623
SUZLON,2021-08-24,6.00,5.90,0.0168,0.0401,0.0400,0.7642
TRENT,2021-08-24,900.70,884.35,0.0183,0.0255,0.0255,0.4872
