,07-May-2018
The Nifty witnessed an intraday movement of about 90 points.The closing index was 0.92 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 28640.88
, Traded Quantity (in Lakhs), 12832.11
, Number of Trades, 10284776
, Total Market Capitalisation (Rs. Crores), 14880103.32

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     10618.25,     10653.15,     10725.65,     10635.65,     10715.50,97.25
,NIFTY50 EQL Wgt,     12432.95,     12476.90,     12553.65,     12434.95,     12546.40,113.45
,NIFTY100 EQL Wgt,     13828.00,     13881.00,     13946.75,     13843.65,     13941.25,113.25
,NIFTY100 LowVol30,      8412.95,      8439.50,      8475.20,      8431.80,      8469.45,56.5
,NIFTY Alpha 50,     13867.60,     13953.90,     14081.05,     13936.25,     14055.00,187.4
,Nifty IT,     13453.30,     13533.55,     13563.85,     13395.85,     13424.90,-28.4
,Nifty Next 50,     29703.95,     29821.85,     29956.85,     29743.55,     29939.00,235.05
,Nifty Bank,     25645.40,     25676.25,     25913.50,     25675.15,     25852.05,206.65
,NIFTY MIDCAP 100,     19720.00,     19787.80,     19883.70,     19710.85,     19867.75,147.75
,Nifty 500,      9339.75,      9371.70,      9424.40,      9353.30,      9418.80,79.05
,Nifty 100,     10986.50,     11023.90,     11094.35,     11005.20,     11085.05,98.55
,Nifty Midcap 50,      5286.45,      5307.55,      5351.45,      5282.30,      5344.75,58.3
,Nifty Realty,       310.10,       311.25,       315.35,       311.20,       313.55,3.45
,Nifty Infra,      3424.60,      3435.90,      3456.00,      3424.40,      3449.65,25.05
,Nifty Energy,     13643.25,     13669.00,     13881.20,     13644.40,     13863.10,219.85
,Nifty FMCG,     28177.95,     28286.35,     28635.25,     28195.00,     28586.50,408.55
,Nifty MNC,     14300.35,     14347.60,     14481.05,     14330.05,     14464.80,164.45
,Nifty Pharma,      8817.45,      8828.75,      8848.35,      8674.20,      8774.40,-43.05
,Nifty PSE,      3789.50,      3791.30,      3834.20,      3776.55,      3827.30,37.8
,Nifty PSU Bank,      2784.40,      2797.70,      2856.60,      2794.55,      2840.80,56.4
,Nifty Serv Sector,     14282.80,     14323.50,     14377.15,     14289.80,     14358.10,75.3
,India VIX,13.2500,13.2500,13.9625,12.8275,13.7600,0.5100
,Nifty Auto,     11323.70,     11382.55,     11504.20,     11366.05,     11489.60,165.9
,Nifty Metal,      3633.60,      3661.10,      3700.40,      3636.15,      3695.95,62.35
,Nifty Media,      3316.70,      3345.15,      3383.45,      3305.45,      3373.55,56.85
,NIFTY SMLCAP 100,      8186.20,      8229.00,      8249.25,      8185.35,      8245.55,59.35
,Nifty 200,      5767.95,      5787.65,      5822.60,      5776.45,      5818.60,50.65
,Nifty Div Opps 50,      2642.90,      2653.30,      2663.45,      2648.55,      2660.55,17.65
,Nifty Commodities,      3731.05,      3742.70,      3779.25,      3728.20,      3776.25,45.2
,Nifty Consumption,      4971.95,      4994.10,      5039.25,      4982.15,      5035.60,63.65
,Nifty Fin Service,     10735.80,     10753.45,     10829.40,     10744.70,     10813.60,77.8
,Nifty50 Div Point,          .82,          .82,          .82,          .82,          .82,0
,Nifty100 Liq 15,      4156.95,      4175.85,      4213.95,      4166.60,      4209.60,52.65
,Nifty CPSE,      2373.75,      2381.85,      2410.00,      2362.30,      2405.70,31.95
,Nifty GrowSect 15,      6584.10,      6608.00,      6678.75,      6593.05,      6672.80,88.7
,Nifty50 PR 2x Lev,      4574.45,      4602.30,      4663.00,      4587.25,      4655.95,81.5
,Nifty50 PR 1x Inv,       411.55,       410.40,       411.10,       407.70,       408.00,-3.55
,Nifty50 TR 2x Lev,      5676.25,      5710.75,      5786.15,      5692.10,      5777.40,101.15
,Nifty50 TR 1x Inv,       369.45,       368.45,       369.05,       366.00,       366.25,-3.2
,Nifty50 Value 20,      4719.90,      4741.45,      4784.45,      4733.60,      4774.05,54.15
,Nifty Mid Liq 15,      4330.75,      4352.85,      4408.40,      4321.65,      4394.05,63.3
,Nifty Pvt Bank,     14655.70,     14684.10,     14836.40,     14679.95,     14795.75,140.05
,Nifty Quality 30,      2560.90,      2568.55,      2576.75,      2561.05,      2574.95,14.05
,Nifty GS 8 13Yr,      1687.47,      1687.81,      1695.38,      1687.81,      1694.26,6.79
,Nifty GS 10Yr,      1587.76,      1588.08,      1602.09,      1588.08,      1598.55,10.79
,Nifty GS 10Yr Cln,       900.05,       900.05,       908.19,       900.05,       906.13,6.08
,Nifty GS 4 8Yr,      1795.81,      1796.16,      1800.58,      1796.16,      1800.36,4.55
,Nifty GS 11 15Yr,      1748.45,      1748.81,      1757.83,      1748.81,      1754.51,6.06
,Nifty GS 15YrPlus,      1881.21,      1881.61,      1881.61,      1881.61,      1881.61,.4
,Nifty GS Compsite,      1731.10,      1731.45,      1739.42,      1731.45,      1738.83,7.73

,ADVANCES,970
,DECLINES,834
,UNCHANGED,86

,Total securities that have hit their price bands today,218

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,PCJEWELLER,EQ,       174.65,       240.25,37.56,4307.15
,AJMERA,EQ,       249.90,                  7992141.35,31900
,AJOONI,SM,        33.25,                  1076200.00,32000
,AKASH,SM,        84.95,                   385400.00,5000
,AKSHARCHEM,EQ,       609.50,                  1911786.45,3122
,AKSHOPTFBR,EQ,        32.70,                 13921367.05,422695
,AKZOINDIA,EQ,      1919.15,                  5348803.40,2783
,ALANKIT,EQ,        31.20,                  5279942.20,169080
,ALBERTDAVD,EQ,       375.20,                   145926.05,387
,ALBK,EQ,        48.30,                 95407670.45,1984685
,ALCHEM,BE,         8.80,                    96119.15,10463
,ALEMBICLTD,EQ,        53.60,                  5087397.50,95083
,ALICON,EQ,       659.15,                  1795764.30,2710
,ALKALI,EQ,        80.25,                   909714.40,11464
,ALKEM,EQ,      1990.85,                 69085559.75,35052
,ALKYLAMINE,EQ,       665.45,                  1359294.65,2067
,ALLCARGO,EQ,       136.10,                 29403440.70,216295
,ALLSEC,EQ,       362.20,                   445439.00,1229
,ALMONDZ,BE,        28.75,                   134882.30,4936
,ALOKTEXT,EQ,         1.90,                  2311382.30,1216517
,ALPA,EQ,        35.80,                  1187354.00,32982
,ALPHAGEO,EQ,       815.10,                 23011373.00,28211
,ALPSINDUS,BE,         2.55,                    56502.80,23223
,AMARAJABAT,EQ,       886.05,                541173313.15,617133
,AMBER,EQ,      1178.90,                 48091528.60,41034
,AMBIKCO,EQ,      1389.55,                 15760732.75,11460
,AMDIND,EQ,        28.30,                   205452.65,7203
,AMJLAND,EQ,        25.55,                   647721.65,24686
,AMRUTANJAN,EQ,       276.15,                  1198940.25,4328
,AMTEKAUTO,BZ,        14.55,                  9780206.90,680835
,ANANTRAJ,EQ,        43.30,                 17692177.55,409363
,ANDHRABANK,EQ,        37.35,                 99117668.00,2653624
,ANDHRACEMT,EQ,        10.75,                  3772961.15,361260
,ANDHRSUGAR,EQ,       416.05,                 32205750.30,78350
,ANGIND,BE,         3.45,                    22973.60,6513
,ANIKINDS,BE,        38.85,                   631555.55,17000
,ANSALAPI,EQ,        22.90,                  1803641.05,77559
,ANSALHSG,EQ,        19.75,                  1028682.35,52181
,ANTGRAPHIC,BE,          .80,                    15089.40,18677
,APARINDS,EQ,       787.20,                  4276648.55,5428
,APCL,EQ,       198.00,                  1264768.70,6460
,APCOTEXIND,EQ,       568.55,                  4519971.30,7911
,APEX,EQ,       629.15,                 40892809.05,64544
,APLAPOLLO,EQ,      2130.15,                 55234323.90,25916
,APLLTD,EQ,       504.75,                  4643273.15,9150
,APOLLO,EQ,       220.40,                 20393308.00,93563
,APOLLOHOSP,EQ,      1080.90,                285410535.85,265231
,APOLLOTYRE,EQ,       293.90,                637951682.85,2189545
,APOLSINHOT,EQ,      1831.95,                  1443463.40,780
,APTECHT,EQ,       269.50,                 71536859.75,266223
,ARCHIDPLY,EQ,        88.30,                  2710938.50,30384
,ARCHIES,BE,        36.60,                  2233959.50,62620
,ARCOTECH,EQ,        29.75,                 88079768.95,3068737
,ARIES,EQ,       197.15,                  2775352.40,14119
,ARIHANT,BE,        42.15,                       42.15,1
,ARIHANTSUP,EQ,       118.20,                  4414388.75,37434
,ARMANFIN,BE,       422.00,                   785505.75,1837
,AROGRANITE,EQ,        55.40,                   629686.55,11374
,ARROWGREEN,EQ,       325.10,                  1157583.20,3531
,ARROWTEX,EQ,        35.65,                   458747.90,12909
,ARSHIYA,EQ,        62.80,                  2751060.45,42999
,ARSSINFRA,BE,        40.30,                   291618.50,7302
,ARTNIRMAN,SM,        27.50,                   321000.00,12000
,ARVIND,EQ,       413.65,                311556227.70,756705
,ARVSMART,EQ,       191.20,                  7408537.90,38399
,ASAHIINDIA,EQ,       375.15,                 44594161.80,118720
,ASAHISONG,EQ,       340.40,                   354087.45,1036
,ASAL,EQ,        78.40,                  1185641.35,15024
,ASHAPURMIN,EQ,        65.50,                  8471704.70,129310
,ASHIANA,EQ,       159.55,                  5760855.30,36501
,ASHIMASYN,EQ,        29.15,                  1150486.10,39331
,ASHOKA,EQ,       281.85,                 20354828.10,71977
,ASIANHOTNR,EQ,       323.35,                  2559733.65,7941
,ASIANTILES,EQ,       455.60,                 14722378.35,32006
,ASPINWALL,EQ,       381.80,                   421460.10,1098
,ASSAMCO,EQ,         4.25,                   736681.20,172486
,ASTEC,EQ,       707.00,                 54126095.55,74995
,ASTERDM,EQ,       178.75,                 53764346.50,304833
,ASTRAL,EQ,       960.00,                 27664397.60,28884
,ASTRAMICRO,EQ,       100.75,                 29116258.05,288715
,ASTRAZEN,EQ,      1126.70,                 12045036.25,10607
,ASTRON,EQ,       129.70,                 40114802.30,307876
,ATFL,EQ,       720.75,                 20515955.45,28848
,ATLANTA,EQ,        74.20,                  3639650.95,49014
,ATLASCYCLE,BE,       155.25,                   438678.60,2855
,ATUL,EQ,      2810.85,                 46486200.05,16533
,ATULAUTO,EQ,       441.75,                  4956455.45,11224
,AUBANK,EQ,       671.65,                 33812566.95,50080
,AURDIS,SM,        28.50,                    57000.00,2000
,AURIONPRO,EQ,       220.10,                  6862155.85,30975
,AUSOMENT,EQ,        74.80,                  1542268.20,20451
,AUSTRAL,BZ,          .20,                     7053.45,40225
,AUTOAXLES,EQ,      1560.90,                 19033024.35,12327
,AUTOIND,EQ,        85.90,                  2452008.30,28054
,AUTOLITIND,EQ,        72.30,                   585079.20,8088
,AVADHSUGAR,EQ,       362.70,                  6470218.80,17675
,AVANTIFEED,EQ,      2386.70,                219305293.70,92018
,AVG,SM,       135.00,                   486060.00,3600
,AVTNPL,EQ,        35.90,                  2675764.15,74504
,AXISCADES,EQ,       164.35,                  4284916.30,25916
,AXISGOLD,EQ,      2710.00,                   559194.80,206
,AXISNIFTY,EQ,      1073.19,                    65370.02,61
,AYMSYNTEX,EQ,        66.10,                  1086064.65,16668
,BAFNAPHARM,EQ,        27.65,                   271604.90,9523
,BAGFILMS,EQ,         5.35,                  1323324.45,251528
,BAJAJCORP,EQ,       455.85,                 13668582.10,29910
,BAJAJELEC,EQ,       663.90,                464893766.85,704851
,BAJAJHIND,EQ,         8.55,                 18505279.25,2158293
,BAJAJHLDNG,EQ,      2678.40,                 11957319.10,4474
,BALAJITELE,EQ,       131.75,                  6206939.15,47415
,BALAMINES,EQ,       661.10,                  6898856.30,10374
,BALKRISHNA,EQ,        80.40,                  1868961.10,23255
,BALKRISIND,EQ,      1246.40,                291931043.15,233577
,BALLARPUR,EQ,        13.35,                  3898111.90,292040
,BALMLAWRIE,EQ,       217.55,                  9269817.65,42673
,BALPHARMA,EQ,        84.60,                  1244959.55,14837
,BALRAMCHIN,EQ,        68.25,                460004530.25,6941383
,BANARBEADS,EQ,        59.00,                    58218.30,1001
,BANARISUG,EQ,      1674.25,                   276483.25,166
,BANCOINDIA,EQ,       227.95,                  9467833.00,41492
,BANDHANBNK,EQ,       494.50,                379364722.15,764766
,BANG,EQ,        35.85,                   197184.65,5483
,BANKA,SM,       100.00,                   336600.00,3600
,BANKBEES,EQ,      2613.96,                  6509701.31,2494
,BANKINDIA,EQ,       102.30,                709715752.95,6904908
,BANSAL,SM,       122.60,                  6216300.00,52000
,BANSWRAS,EQ,       100.60,                   579675.35,5752
,BARTRONICS,EQ,        13.55,                  3750602.10,275540
,BASF,EQ,      2129.35,                 87070570.95,41387
,BASML,EQ,       237.55,                    30959.50,130
,BATAINDIA,EQ,       787.45,                426323864.60,541695
,BAYERCROP,EQ,      4437.75,                 18215033.70,4108
,BBL,EQ,      1667.60,                 20217331.40,12055
,BBTC,EQ,      1607.80,                802491457.20,506947
,BDL,EQ,       388.25,                 11235283.35,28915
,BEARDSELL,EQ,        48.00,                   317631.55,6566
,BEDMUTHA,BE,        20.85,                   420872.30,20203
,BEML,EQ,      1066.35,               1230778095.70,1163147
,BEPL,EQ,       181.45,                 86364735.55,471420
,BERGEPAINT,EQ,       272.30,                136771920.20,504567
,BETA,SM,       125.00,                   604800.00,4800
,BFINVEST,EQ,       332.85,                 58459456.35,173490
,BFUTILITIE,EQ,       398.50,                105998869.45,265243
,BGLOBAL,BE,         4.75,                    64690.00,13900
,BGRENERGY,EQ,       106.90,                  5387351.00,50364
,BHAGERIA,EQ,       300.70,                 79264633.00,258421
,BHAGYANGR,EQ,        43.60,                  1703165.85,38836
,BHAGYAPROP,BE,        22.15,                  1378999.65,62251
,BHANDARI,EQ,         2.80,                   547581.35,196858
,BHARATFIN,EQ,      1151.35,                473872497.45,411475
,BHARATFORG,EQ,       741.70,                495837735.80,668891
,BHARATGEAR,EQ,       172.15,                  4388667.75,25254
,BHARATIDIL,BZ,         4.90,                    13710.15,2911
,BHARATRAS,EQ,      6286.15,                 21826629.95,3439
,BHARATWIRE,EQ,       122.05,                  3721218.60,30600
,BHUSANSTL,EQ,        26.10,                 27036151.05,1039541
,BIGBLOC,EQ,       168.20,                  7835649.05,46475
,BIL,EQ,       400.75,                  1643949.65,4066
,BILENERGY,BE,          .55,                    99248.60,170849
,BINANIIND,EQ,        91.25,                  2748435.95,30099
,BINDALAGRO,EQ,        27.30,                   468107.15,17221
,BIOCON,EQ,       625.60,                749694765.20,1204227
,BIOFILCHEM,BE,        14.15,                    25186.40,1765
,BIRLACABLE,BE,        74.75,                  2953764.60,39836
,BIRLACORPN,EQ,       733.25,                 30262694.30,40855
,BIRLAMONEY,BE,        67.95,                  4209408.20,61311
,BKMINDST,EQ,        30.90,                   181636.10,5979
,BLBLIMITED,BE,         8.10,                    15091.10,1902
,BLISSGVS,EQ,       207.00,                 35409273.55,170708
,BLKASHYAP,EQ,        45.00,                  3813963.45,84325
,BLS,EQ,       155.10,                 61165671.85,399161
,BLUEBLENDS,EQ,        16.65,                   112514.65,6806
,BLUEDART,EQ,      3584.80,                 11689354.25,3273
,BLUEDART,N2,         9.61,                     1046.08,108
,BLUEDART,N3,        10.04,                      150.60,15
,BLUESTARCO,EQ,       795.45,                 15628387.65,19584
,BODALCHEM,EQ,       111.80,                 49211958.05,435443
,BOMDYEING,EQ,       310.25,               2378647689.30,7619029
,BPL,EQ,        76.90,                 10596716.75,137179
,BRFL,BE,        23.15,                   717812.05,31007
,BRIGADE,EQ,       265.85,                  5815504.95,21686
,BRNL,EQ,       176.00,                  4762780.95,27088
,BROOKS,EQ,       106.05,                 65650680.80,645292
,BSE,EQ,       819.10,                 91843297.00,111812
,BSELINFRA,EQ,         3.80,                   296776.10,77746
,BSHSL,ST,        84.60,                  8589700.00,102000
,BSL,EQ,        62.80,                   318128.20,5042
,BSLGOLDETF,EQ,      2925.00,                    38145.00,13
,BSLIMITED,BZ,          .65,                    76399.55,119711
,BSLNIFTY,EQ,       106.45,                    60591.60,569
,BURNPUR,BE,         7.45,                  1244014.70,169035
,BUTTERFLY,EQ,       514.85,                  4186846.40,8123
,BVCL,BE,        26.70,                    34413.90,1292
,BYKE,EQ,       181.30,                  4623923.90,25432
,CADSYS,SM,       106.45,                  4421500.00,44000
,CALSOFT,EQ,        47.15,                   430432.35,9129
,CAMLINFINE,EQ,       115.25,                218304014.45,1917055
,CANBK,EQ,       262.75,               1072382258.50,4112161
,CANDC,EQ,        45.65,                  1725779.05,38759
,CANFINHOME,EQ,       404.50,                389790103.65,965880
,CANTABIL,BE,       127.10,                  4857218.60,38266
,CAPACITE,EQ,       340.45,                 17903539.35,52291
,CAPF,EQ,       615.20,                254936410.55,413241
,CAPLIPOINT,EQ,       595.05,                  8491690.00,14233
,CAPTRUST,EQ,       405.00,                  1498899.45,3713
,CARBORUNIV,EQ,       370.20,                 10974092.45,29541
,CAREERP,EQ,       124.80,                 12216299.90,97858
,CARERATING,EQ,      1243.45,                 22657732.90,18010
,CASTEXTECH,EQ,         3.05,                  2206303.35,724449
,CASTROLIND,EQ,       181.60,                480180017.85,2639627
,CCCL,EQ,         3.80,                   220914.20,57895
,CCHHL,EQ,        11.95,                  1128491.30,95117
,CCL,EQ,       309.65,                  6449282.90,20800
,CDSL,EQ,       281.20,                107585632.60,381405
,CEATLTD,EQ,      1515.50,                786539695.40,520640
,CEBBCO,EQ,        16.85,                  2603930.55,157605
,CELEBRITY,EQ,        15.30,                   532228.60,34641
,CELESTIAL,EQ,        16.75,                  1101994.40,65839
,CENTENKA,EQ,       335.20,                  7320735.50,21821
,CENTEXT,EQ,         6.05,                   801434.80,130199
,CENTRALBK,EQ,        70.10,                 12172017.10,173982
,CENTRUM,EQ,        56.70,                 10117557.50,177259
,CENTUM,EQ,       560.60,                  1912680.05,3454
