,11-May-2018
The Nifty witnessed an intraday movement of about 87.6 points.The closing index was 0.84 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 28628.69
, Traded Quantity (in Lakhs), 13200.37
, Number of Trades, 10250802
, Total Market Capitalisation (Rs. Crores), 14843211.13

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     10716.55,     10741.95,     10812.05,     10724.45,     10806.50,89.95
,NIFTY50 EQL Wgt,     12512.40,     12547.45,     12601.00,     12520.35,     12596.00,83.6
,NIFTY100 EQL Wgt,     13795.75,     13833.65,     13845.35,     13768.60,     13830.50,34.75
,NIFTY100 LowVol30,      8416.55,      8440.95,      8471.45,      8430.50,      8466.25,49.7
,NIFTY Alpha 50,     14022.00,     14112.85,     14140.95,     13772.80,     13826.15,-195.85
,Nifty IT,     13427.30,     13457.90,     13519.15,     13393.30,     13478.60,51.3
,Nifty Next 50,     29284.80,     29370.85,     29397.20,     29151.30,     29288.65,3.85
,Nifty Bank,     26131.00,     26173.70,     26437.25,     26099.85,     26413.15,282.15
,NIFTY MIDCAP 100,     19423.90,     19485.20,     19536.25,     19357.25,     19507.10,83.2
,Nifty 500,      9360.95,      9385.80,      9421.35,      9356.00,      9416.35,55.4
,Nifty 100,     11052.50,     11079.75,     11137.45,     11052.85,     11131.95,79.45
,Nifty Midcap 50,      5194.95,      5213.15,      5237.45,      5178.90,      5231.05,36.1
,Nifty Realty,       310.70,       312.45,       312.70,       307.60,       309.15,-1.55
,Nifty Infra,      3403.30,      3399.00,      3405.05,      3378.35,      3395.40,-7.9
,Nifty Energy,     13960.05,     13969.35,     14080.15,     13946.05,     14048.35,88.3
,Nifty FMCG,     28231.35,     28342.15,     28496.75,     28213.50,     28476.00,244.65
,Nifty MNC,     14238.95,     14294.55,     14360.50,     14238.80,     14349.55,110.6
,Nifty Pharma,      8544.95,      8555.40,      8565.45,      8403.35,      8445.70,-99.25
,Nifty PSE,      3828.40,      3837.50,      3870.90,      3835.85,      3844.00,15.6
,Nifty PSU Bank,      2821.20,      2814.90,      2853.80,      2788.65,      2841.85,20.65
,Nifty Serv Sector,     14365.00,     14383.55,     14486.70,     14366.60,     14474.80,109.8
,India VIX,14.4250,14.4250,14.8200,13.0025,13.9775,-0.4475
,Nifty Auto,     11346.40,     11385.30,     11395.10,     11307.95,     11373.20,26.8
,Nifty Metal,      3655.70,      3677.25,      3716.90,      3650.35,      3712.80,57.1
,Nifty Media,      3286.70,      3282.60,      3317.70,      3278.65,      3303.60,16.9
,NIFTY SMLCAP 100,      8125.80,      8159.25,      8172.15,      8083.30,      8099.45,-26.35
,Nifty 200,      5787.00,      5801.75,      5829.40,      5784.75,      5826.50,39.5
,Nifty Div Opps 50,      2648.45,      2656.85,      2668.50,      2654.20,      2666.75,18.3
,Nifty Commodities,      3769.75,      3780.50,      3810.20,      3772.65,      3807.10,37.35
,Nifty Consumption,      4974.10,      4987.35,      4992.40,      4962.10,      4989.55,15.45
,Nifty Fin Service,     10859.20,     10881.45,     10996.85,     10863.85,     10988.30,129.1
,Nifty50 Div Point,         1.11,         1.11,         1.11,         1.11,         1.11,0
,Nifty100 Liq 15,      4200.20,      4201.75,      4214.65,      4166.75,      4210.20,10
,Nifty CPSE,      2422.30,      2432.40,      2444.40,      2423.00,      2432.35,10.05
,Nifty GrowSect 15,      6588.15,      6610.10,      6641.10,      6583.20,      6634.20,46.05
,Nifty50 PR 2x Lev,      4654.50,      4675.85,      4736.45,      4660.80,      4731.90,77.4
,Nifty50 PR 1x Inv,       408.15,       407.25,       407.95,       404.60,       404.80,-3.35
,Nifty50 TR 2x Lev,      5775.90,      5802.35,      5877.55,      5783.70,      5871.95,96.05
,Nifty50 TR 1x Inv,       366.40,       365.60,       366.20,       363.20,       363.40,-3
,Nifty50 Value 20,      4813.15,      4822.70,      4857.65,      4820.40,      4853.50,40.35
,Nifty Mid Liq 15,      4285.00,      4283.20,      4336.55,      4265.85,      4321.15,36.15
,Nifty Pvt Bank,     14987.95,     15020.75,     15168.55,     14991.10,     15156.45,168.5
,Nifty Quality 30,      2560.60,      2569.80,      2577.30,      2565.00,      2575.75,15.15
,Nifty GS 8 13Yr,      1689.58,      1689.93,      1690.55,      1687.15,      1688.18,-1.4
,Nifty GS 10Yr,      1590.50,      1590.82,      1592.58,      1586.47,      1588.72,-1.78
,Nifty GS 10Yr Cln,       900.89,       900.89,       901.92,       898.37,       899.68,-1.21
,Nifty GS 4 8Yr,      1795.56,      1795.91,      1795.91,      1793.78,      1794.63,-.93
,Nifty GS 11 15Yr,      1751.64,      1752.01,      1753.72,      1749.11,      1751.88,.24
,Nifty GS 15YrPlus,      1886.76,      1887.16,      1888.72,      1887.16,      1888.68,1.92
,Nifty GS Compsite,      1733.43,      1733.78,      1734.58,      1731.16,      1732.67,-.76

,ADVANCES,709
,DECLINES,1083
,UNCHANGED,71

,Total securities that have hit their price bands today,203

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,PCJEWELLER,EQ,       208.95,       200.85,-3.88,2018.37
,BHARTIARTL,EQ,       412.10,       386.60,-6.19,896.37
,ASIANPAINT,EQ,      1217.70,      1286.45,5.65,602.35
,TITAN,EQ,       973.10,       956.05,-1.75,553.2
,ICICIBANK,EQ,       306.85,       310.95,1.34,516.69
,RAIN,EQ,       327.55,       274.20,-16.29,511.13
,SUNPHARMA,EQ,       497.20,       472.05,-5.06,474.57
,TCS,EQ,      3451.25,      3456.95,0.17,454.76
,IDEA,EQ,        58.35,        51.40,-11.91,420.55
,RELIANCE,EQ,       981.15,       989.25,0.83,395.87
,TATASTEEL,EQ,       594.15,       607.25,2.2,371.39
,JUBLFOOD,EQ,      2474.60,      2477.85,0.13,328.47
,JINDALSTEL,EQ,       244.70,       256.40,4.78,304.71
,HINDPETRO,EQ,       307.90,       318.75,3.52,304.18
,HDFCBANK,EQ,      1992.70,      2011.75,0.96,302.81
,SBIN,EQ,       247.95,       250.35,0.97,297.36
,MPHASIS,EQ,       995.90,       988.00,-0.79,282.72
,VEDL,EQ,       279.70,       286.95,2.59,277.29
,AXISBANK,EQ,       547.65,       553.30,1.03,272.74
,UJJIVAN,EQ,       403.60,       407.95,1.08,269
,YESBANK,EQ,       344.65,       350.25,1.62,265.19
,HAVELLS,EQ,       537.75,       547.50,1.81,260.7
,IOC,EQ,       167.95,       169.10,0.68,255.07
,GRAPHITE,EQ,       743.90,       729.90,-1.88,254.2
,TATAMOTORS,EQ,       333.60,       330.80,-0.84,244.3

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,ASIANPAINT,EQ,      1286.45,      1217.70,5.65
,HINDPETRO,EQ,       318.75,       307.90,3.52
,VEDL,EQ,       286.95,       279.70,2.59
,IBULHSGFIN,EQ,      1239.95,      1208.65,2.59
,BPCL,EQ,       399.30,       390.20,2.33

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,BHARTIARTL,EQ,       386.60,       412.10,-6.19
,SUNPHARMA,EQ,       472.05,       497.20,-5.06
,TITAN,EQ,       956.05,       973.10,-1.75
,TATAMOTORS,EQ,       330.80,       333.60,-0.84
,HEROMOTOCO,EQ,      3618.30,      3646.00,-0.76

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        45.35,                  3348468.95,73097
,21STCENMGM,EQ,        41.25,                    82421.75,1945
,3IINFOTECH,EQ,         4.35,                 13903294.30,3244886
,3MINDIA,EQ,     20400.65,                 22550174.35,1104
,3PLAND,EQ,        14.00,                    10286.00,741
,5PAISA,EQ,       473.10,                  3668729.95,7659
,63MOONS,EQ,        83.75,                 12035383.75,142666
,8KMILES,EQ,       679.30,                 63233017.40,92391
,A2ZINFRA,EQ,        22.55,                 11703850.25,527639
,AAKASH,ST,        56.00,                   222000.00,4000
,AARTIDRUGS,EQ,       555.45,                  4156441.30,7510
,AARTIIND,EQ,      1326.90,                 17134048.80,12943
,AARVEEDEN,EQ,        42.95,                   474594.50,11034
,ABAN,EQ,       166.75,                 76332789.65,454879
,ABBOTINDIA,EQ,      6341.20,                 56198295.65,8898
,ABFRL,EQ,       150.60,                620911593.55,4097756
,ABGSHIP,BZ,         6.20,                   356844.15,57081
,ABMINTLTD,BE,        23.75,                     4298.75,181
,ACCELYA,EQ,      1275.95,                  3670666.25,2860
,ACE,EQ,       179.10,                 69659052.85,388805
,ADANIENT,EQ,       127.80,                750221260.05,5943405
,ADANIPOWER,EQ,        23.85,                173874512.25,7272649
,ADANITRANS,EQ,       164.80,                156118427.10,939316
,ADFFOODS,EQ,       244.05,                 42028167.85,175837
,ADHUNIK,EQ,         3.25,                   434165.05,133534
,ADHUNIKIND,EQ,        72.40,                  2377179.30,32370
,ADLABS,EQ,        46.30,                  1566195.55,33782
,ADORWELD,EQ,       378.40,                  3089154.45,8111
,ADROITINFO,EQ,        29.15,                   526046.05,17903
,ADSL,EQ,        18.20,                   227416.50,12362
,ADVANIHOTR,EQ,        62.45,                   789113.30,12404
,ADVENZYMES,EQ,       238.15,                 24604330.60,103348
,AEGISCHEM,EQ,       278.85,                 16294364.05,57872
,AFL,EQ,        52.05,                  1071555.75,20567
,AGARIND,BE,       285.15,                   326337.40,1184
,AGCNET,EQ,       117.50,                    57659.35,494
,AGLSL,EQ,        98.95,                  1117698.05,11225
,AGRITECH,EQ,       124.85,                  1957186.40,15680
,AGROPHOS,SM,        40.45,                   968400.00,24000
,AHLEAST,EQ,       322.15,                   507351.80,1569
,AHLUCONT,EQ,       417.85,                  3455961.80,8285
,AHLWEST,BE,       315.00,                     5945.10,19
,AIAENG,EQ,      1462.35,                 32822420.20,22568
,AIFL,EQ,       459.35,                 27209338.10,58925
,AIRAN,SM,       245.25,                  7625650.00,31000
,AIROLAM,SM,        45.00,                   270000.00,6000
,AISL,SM,       117.75,                   141300.00,1200
,AJANTPHARM,EQ,      1059.70,                444930847.55,417145
,AJMERA,EQ,       249.80,                 20760935.40,83047
,AJOONI,SM,        32.05,                   384400.00,12000
