,ACROPETAL,EQ,3.6,188354.35,51249,
,ADANIPOWER,EQ,49.3,329191295.2,6615114,
,ADFFOODS,EQ,67.8,15353347.35,225402,
,ADHUNIK,EQ,44.3,3222105.65,74250,
,ADORWELD,EQ,205.3,3003588.35,14632,
,ADSL,EQ,23.3,4515084.55,183973,
,ADVANIHOTR,EQ,73.6,364963.9,4916,
,ADVANTA,EQ,302.3,28362277.7,94689,
,AEGISCHEM,EQ,356.6,35032800.85,99884,
,AFL,EQ,58.9,799172.9,13758,
,AFTEK,BE,5.9,157996.1,26779,
,AGARIND,EQ,86.85,76152.25,893,
,AGCNET,EQ,61.7,1441973.5,22722,
,AGRITECH,BE,7.2,23567,3316,
,AGRODUTCH,EQ,2.4,19517.35,8057,
,AHLEAST,EQ,196,1707407.25,8587,
,AHLUCONT,EQ,145.5,70713195.7,494928,
,AHLWEST,EQ,115.9,153253.75,1357,
,AHMEDFORGE,EQ,376.85,157753323.8,414406,
,AIAENG,EQ,950.65,205430029.6,218544,
,AICHAMP,BE,18.3,18.3,1,
,AIL,EQ,516.7,13668447.45,26176,
,AJANTPHARM,EQ,1636.6,64101475.3,39252,
,AJMERA,EQ,68.6,1666790.85,23789,
,AKSHOPTFBR,EQ,20.8,3988111.3,190118,
,AKZOINDIA,EQ,1262.5,62002681.8,49004,
,ALBK,EQ,119.05,427859515.2,3592390,
,ALCHEM,EQ,45.6,364959,7980,
,ALEMBICLTD,EQ,43.75,169939608.1,3976010,
,ALICON,EQ,166.15,2709175.4,16155,
,ALKALI,EQ,20,40966.75,2041,
,ALKYLAMINE,EQ,700.4,2283937.55,3232,
,ALLCARGO,EQ,245.2,2019560.35,8255,
,ALLSEC,EQ,21.9,42899.75,1916,
,ALMONDZ,EQ,19.95,1603132.9,80709,
,ALOKTEXT,EQ,12.5,157108135.8,12419928,
,ALPA,BE,9.6,58759.2,6060,
,ALPHAGEO,EQ,381.6,2629336.5,6837,
,ALPINEHOU,BE,21.5,10750,500,
,ALPSINDUS,EQ,1.75,9378.5,5302,
,ALSTOMT&D,EQ,334.6,130684016,394519,
,AMARAJABAT,EQ,585.45,264941855,457443,
,AMARJOTHI,EQ,80.15,26505.7,331,
,AMBIKCO,EQ,467.95,7947464.2,16707,
,AMDIND,EQ,25,277061.55,11060,
,AMLSTEEL,EQ,4.15,4150,1000,
,AMRUTANJAN,EQ,236.15,30971378.15,130568,
,AMTEKAUTO,EQ,240.3,245863796.2,1020405,
,AMTEKINDIA,EQ,108.6,70423885.15,648408,
,AMTL,EQ,13.6,23612.45,1716,
,ANANTRAJ,EQ,57.5,52767930.7,919644,
,ANDHRABANK,EQ,75.1,266553769.8,3530887,
,ANDHRACEMT,EQ,9.05,387002.85,42608,
,ANDHRSUGAR,EQ,144.9,3723775.25,25397,
,ANGIND,EQ,18.75,129666.25,6923,
,ANIKINDS,BE,31.45,49111.25,1525,
,ANKITMETAL,EQ,6.15,224306.3,35951,
,ANSALAPI,EQ,34,5914209.7,172392,
,ANSALHSG,EQ,31.95,3377092.1,105841,
,ANTGRAPHIC,BE,0.2,8403.5,42199,
,APARINDS,EQ,351.4,117190495.9,336153,
,APCOTEXIND,EQ,294.75,4386334.05,14772,
,APLAB,BE,42.8,145901.9,3614,
,APLAPOLLO,EQ,324.4,443372.15,1366,
,APLLTD,EQ,414.75,397401881.2,978668,
,APOLLOTYRE,EQ,188,1192100448,6363077,
,APTECHT,EQ,92.75,64060517.85,699900,
,ARCHIDPLY,EQ,20.75,553075.25,26368,
,ARCHIES,EQ,19.45,2198300.65,110845,
,ARCOTECH,EQ,367.3,7736634.6,21094,
,ARIES,EQ,92.6,12243481.35,131908,
,ARIHANT,EQ,35.5,17750,500,
,AROGRANITE,EQ,55.7,325641.05,5803,
,ARROWTEX,EQ,9,61701.4,6804,
,ARSHIYA,BE,21.4,912989.05,42104,
,ARSSINFRA,EQ,47.15,4266322.5,90878,
,ARVIND,EQ,304.25,1345771785,4504274,
,ARVINDREM,EQ,50.35,70089035.75,1378623,
,ASAHIINDIA,EQ,101.7,13324466.6,129509,
,ASAHISONG,EQ,180,22372013.1,123729,
,ASAL,EQ,52.8,114249.5,2172,
,ASHAPURMIN,EQ,73.4,11640696.45,156366,
,ASHIANA,EQ,151,2626882.35,17357,
,ASHIMASYN,EQ,9.35,180475.25,19125,
,ASHOKA,EQ,137.85,98406067.15,730578,
,ASHOKLEY,EQ,38,394936895.3,10307418,
,ASIANHOTNR,EQ,142,162780.05,1152,
,ASIANTILES,EQ,104.65,35362543.65,327475,
,ASSAMCO,EQ,4.8,8236897.15,1679265,
,ASTEC,EQ,64.6,1746933.2,26948,
,ASTRAL,EQ,806.45,12928666.5,16293,
,ASTRAMICRO,EQ,127.85,81850825.45,634350,
,ASTRAZEN,EQ,974.95,5250654.2,5369,
,ATFL,EQ,624.65,28024263.15,45975,
,ATLANTA,EQ,69.4,6075322.25,86749,
,ATLASCYCLE,EQ,288.3,19846142.9,68395,
,ATNINTER,EQ,0.45,10046.35,20103,
,ATUL,EQ,1379.8,56853696.8,40811,
,ATULAUTO,EQ,697.9,7274474.3,10395,
,AURIONPRO,EQ,283.35,31156165.45,108024,
,AUROPHARMA,EQ,832.6,1786966062,2163997,
,AUSOMENT,EQ,18.3,8933,510,
,AUSTRAL,EQ,0.75,132323.3,166123,
,AUTOAXLES,EQ,674.25,39118806.25,57640,
,AUTOIND,EQ,84.7,8757725.8,102350,
,AUTOLITIND,EQ,22.95,32679.75,1453,
,AVANTI,EQ,1463.9,51692737.6,35690,
,AVTNPL,EQ,48.45,5019348.7,102803,
,AXIS-IT&T,EQ,119.35,44890353.6,377246,
,AXISBANK,IL,425.5,127650000,300000,
,AXISGOLD,EQ,2600,617438.4,237,
,BAFNAPHARM,EQ,32.2,1624912.95,49603,
,BAGFILMS,EQ,3.6,393740.1,105290,
,BAJAJCORP,EQ,284.8,137913154.5,479387,
,BAJAJELEC,EQ,289.8,200989326.8,688408,
,BAJAJHIND,EQ,22.25,22939197.3,1021581,
,BAJFINANCE,EQ,2486.05,70742028.15,28719,
,BALAJITELE,EQ,77.1,20945268.45,266831,
,BALAMINES,EQ,93,6702694.25,70777,
,BALKRISIND,EQ,749.4,134523779.5,179674,
,BALLARPUR,EQ,18.15,122770788.6,6689280,
,BALMLAWRIE,EQ,596.65,58296766.6,97231,
,BALPHARMA,EQ,62,2998923.05,47720,
,BALRAMCHIN,EQ,66.2,32295566.4,480771,
,BANARBEADS,EQ,37.95,35725.75,1006,
,BANARISUG,EQ,1174.1,376255.95,320,
,BANCOINDIA,EQ,144.55,18117506.25,125552,
,BANG,EQ,11.85,18536.35,1571,
,BANKBEES,EQ,1623.88,8902226.05,5484,
,BANSWRAS,EQ,82.65,366001.4,4469,
,BARTRONICS,EQ,11.2,791267.9,71366,
,BASF,EQ,1255.4,112779794.9,89586,
,BASML,EQ,130.1,849262.3,6434,
,BATAINDIA,EQ,1314.75,272007703.8,207704,
,BAYERCROP,EQ,2431.4,77334368.15,31684,
,BBL,EQ,634.05,6121734.25,9468,
,BBTC,EQ,205.9,32033729.75,153765,
,BEARDSELL,EQ,66,330,5,
,BEDMUTHA,EQ,17.05,62214.2,3649,
,BEL,EQ,2025.75,166377568.7,81309,
,BEML,EQ,638.2,264378634,409758,
,BEPL,EQ,18,83966.05,4768,
,BERGEPAINT,EQ,350.35,32600851.3,93000,
,BFINVEST,EQ,105.8,11721190.3,108972,
,BFUTILITIE,EQ,609.7,55316136.9,89919,
,BGLOBAL,BE,5.6,737869.05,133338,
,BGRENERGY,EQ,159.35,53928156.75,337050,
,BHAGYNAGAR,EQ,17.8,137552.35,7984,
,BHARATGEAR,EQ,73.05,22796954.55,306334,
,BHARATRAS,EQ,719.75,2769862.7,3796,
,BHARTISHIP,EQ,32.75,1073627.3,32461,
,BHUSANSTL,EQ,96.1,624869848.3,6599239,
,BIL,EQ,357.4,3804251.65,10612,
,BILPOWER,EQ,1.6,2168,1355,
,BIMETAL,EQ,272.5,306564.7,1116,
,BINANIIND,EQ,126.1,40899787.6,320810,
,BINDALAGRO,EQ,33.95,16390027.7,465256,
,BIOCON,EQ,488.4,585784984.1,1193907,
,BIRLACORPN,EQ,545.4,82520897.45,149266,
,BIRLACOT,EQ,0.15,2159631.5,20389852,
,BIRLAERIC,BE,75.65,7529217.55,99527,
,BIRLAMONEY,EQ,20.95,435055.8,20626,
,BLBLIMITED,EQ,5.95,84995.75,14285,
,BLISSGVS,EQ,49.75,7173329.5,143955,
,BLKASHYAP,EQ,8.95,2568563.7,289938,
,BLUECHIP,EQ,0.45,3663.5,8030,
,BLUEDART,EQ,4705.1,97703744.2,20661,
,BLUESTARCO,EQ,358.7,150747596.1,426641,
,BLUESTINFO,EQ,228.8,6668681.45,28531,
,BODALCHEM,BE,54.8,12883940.75,235894,
,BODHTREE,BE,18.45,461.25,25,
,BOMDYEING,EQ,70.1,96816885.25,1365626,
,BPL,EQ,17.45,1164610.8,66211,
,BRANDHOUSE,EQ,2,159344.7,80626,
,BRFL,EQ,162.15,1123699.4,6814,
,BRIGADE,EQ,133.65,12091701.9,90444,
,BRITANNIA,EQ,1281.7,188233595.5,147581,
,BROADCAST,EQ,4,5980.7,1398,
,BROOKS,EQ,38.7,6876523.3,177035,
,BSELINFRA,EQ,2.7,98796.3,36922,
,BSL,EQ,27.3,80897.6,3008,
,BSLGOLDETF,EQ,2637.3,135533.65,51,
,BSLIMITED,EQ,27.35,15931522.2,573742,
,BSLNIFTY,EQ,78.8,45583.5,584,
,BURNPUR,EQ,11.9,538949.4,44623,
,BUTTERFLY,EQ,267,776422.85,2898,
,BVCL,EQ,14.4,36375.1,2543,
,CADILAHC,EQ,1216.35,123174066.5,100993,
,CALSOFT,EQ,5.25,74454.95,14257,
,CANDC,EQ,42.85,382776.35,8809,
,CANFINHOME,EQ,413.1,50003433.1,119525,
,CANTABIL,EQ,27.75,45100.7,1606,
,CAPF,EQ,281.7,45683196.95,160685,
,CAPLIPOINT,EQ,431.1,6357214.8,14535,
,CARBORUNIV,EQ,194.15,426948393.4,2093197,
,CAREERP,EQ,97,400537.25,4056,
,CARERATING,EQ,1270.5,20341837.5,16010,
,CASTROLIND,EQ,382.8,426588977.8,1129315,
,CCCL,EQ,6.85,1050474,149559,
,CCL,EQ,92.85,84982529.6,905438,
,CEATLTD,EQ,615.8,161998065.8,262786,
,CEBBCO,EQ,17.6,776705.6,44131,
,CELEBRITY,EQ,17.75,818190.9,46577,
,CELESTIAL,EQ,27.25,2072680.95,76659,
,CENTENKA,EQ,173,3029921.95,17438,
,CENTEXT,EQ,1.85,5651.85,3001,
,CENTRALBK,EQ,65.45,23710589.95,361053,
,CENTUM,EQ,402.3,22949480.4,56022,
,CENTURYPLY,EQ,93.6,68879669.2,739316,
,CENTURYTEX,EQ,630.95,920474644.2,1454710,
,CERA,EQ,1659.1,7070329.5,4235,
,CEREBRAINT,EQ,7,463949.75,66211,
,CESC,EQ,708.5,185087741,260582,
,CGCL,EQ,170.15,128422.6,757,
,CHAMBLFERT,EQ,55.5,17587500.65,314962,
,CHEMFALKAL,EQ,87.25,903547.7,10287,
,CHENNPETRO,EQ,90.65,52590738.5,568886,
,CHESLINTEX,EQ,8.8,52661.65,6144,
,CHOLAFIN,EQ,412.8,4959111.85,12046,
,CHROMATIC,EQ,4.25,183695.9,43608,
,CIMMCO,EQ,44.6,221567,4970,
,CINELINE,EQ,14.6,82257,5690,
,CINEVISTA,EQ,3.5,16267.9,4648,
,CLASSIC,BE,2.3,1538,660,
,CLNINDIA,EQ,921.5,24959753.75,26918,
,CLUTCHAUTO,EQ,19.7,510269.35,26508,
,CMAHENDRA,EQ,39.95,21997788.35,550633,
,CMC,EQ,2152.9,50740768.1,23401,
,CNOVAPETRO,EQ,15.7,6913,440,
,COMPUAGE,EQ,129.9,5346920.25,41137,
,COMPUSOFT,EQ,13.8,1703203.2,127655,
,CONSOFINVT,EQ,48.05,124205.75,2586,
,CORDSCABLE,EQ,27.6,108287.65,3925,
,COREEDUTEC,EQ,12.05,9119121.7,746119,
,COROENGG,EQ,53.15,402810.5,7485,
,COROMANDEL,EQ,283.05,53881121.2,189855,
,CORPBANK,EQ,328.4,12592459.05,38267,
,COSMOFILMS,EQ,88.05,4954997.6,55981,
,COUNCODOS,EQ,1.9,3775,2250,
,COX&KINGS,EQ,295.9,124724623.2,420928,
,CPSEETF,EQ,25.85,68587627.59,2650762,
,CREATIVEYE,EQ,3.65,6847.5,1900,
,CRESTANI,BZ,2.5,250,100,
,CRISIL,EQ,1960.65,90415684.6,46430,
,CRMFGETF,EQ,2675,2675,1,
,CUB,EQ,78.9,25784080.55,327138,
,CUBEXTUB,BE,6.95,1807,260,
,CYBERMEDIA,EQ,7.25,2907.25,401,
,CYBERTECH,EQ,44.2,847462.15,18906,
,CYIENT,EQ,446.85,22896834.6,51153,
,DAAWAT,EQ,128.85,27868872.2,219036,
,DALMIABHA,EQ,455.4,3175514.45,6955,
,DALMIAREF,BE,89.15,39422.5,440,
,DALMIASUG,EQ,18.7,753252.65,39797,
,DATAMATICS,EQ,69.95,40590823.85,589411,
,DBCORP,EQ,330.1,31071505.35,93820,
,DBREALTY,EQ,82.15,16344428.1,199986,
,DBSTOCKBRO,EQ,65.55,1972316.35,30114,
,DCBBANK,EQ,84.3,39297846.3,465396,
,DCM,EQ,80.7,2456795.45,30196,
,DCMSHRIRAM,EQ,207.2,20408971.05,98475,
,DCW,EQ,27.25,117114441.1,4277815,
,DECCANCE,EQ,327.15,1410475.9,4406,
,DECOLIGHT,EQ,1.95,434853.8,222734,
,DEEPAKFERT,EQ,159.45,14380625.3,89977,
,DEEPAKNTR,EQ,73.8,2970713.25,39558,
,DEEPIND,EQ,74.8,1981160.25,26220,
,DELTACORP,EQ,89.35,122187033.8,1347278,
,DELTAMAGNT,EQ,32,17437.5,570,
,DEN,EQ,164.05,11056032.25,67410,
,DENABANK,EQ,60.8,38449964.55,630093,
,DENORA,EQ,161.05,852256.15,5225,
,DHAMPURSUG,EQ,54.3,1493682,27070,
,DHANBANK,EQ,45.35,12856236.55,281316,
,DHANUKA,EQ,443.95,11544177.15,26069,
,DHARSUGAR,EQ,25.3,217207.65,8440,
,DHFL,EQ,361.25,84778515.35,232867,
,DHUNINV,EQ,77.75,29546,385,
,DIAPOWER,EQ,119.75,16094312.65,133001,
,DICIND,EQ,466.15,404001.1,864,
,DIGJAM,EQ,6.8,311488.05,45574,
,DISHMAN,EQ,162.55,309581137.1,1928297,
,DISHTV,EQ,54.3,142099127,2609455,
,DLINKINDIA,EQ,100.05,10879744.65,107857,
,DOLPHINOFF,EQ,100.85,74198554,734744,
,DONEAR,EQ,19.5,276799.65,14385,
,DPSCLTD,EQ,21.3,309788.4,15179,
,DPTL,EQ,132.15,3592862.25,27066,
,DQE,EQ,18,462821.45,25604,
,DRDATSONS,EQ,11.9,3261028.4,274036,
,DREDGECORP,EQ,463.15,78912966.25,169079,
,DSKULKARNI,EQ,71.15,1694799.6,23665,
,DSSL,EQ,4.65,11758,2568,
,DUNCANSLTD,BE,28.9,106568.55,3699,
,DWARKESH,EQ,36.6,337978.25,9182,
,DYNAMATECH,BE,1890.8,5376098.65,2866,
,DYNATECH,EQ,1.3,19571.5,15055,
,EASTSILK,EQ,2.4,10473.65,4686,
,EASUNREYRL,EQ,67.65,823220.45,12091,
,ECEIND,EQ,118.1,220653,1913,
,ECLERX,EQ,1366.05,43509074.2,31825,
,ECLFINANCE,N3,1026.29,403549.2,395,
,ECLFINANCE,N5,1015.2,11905285.65,11717,
,ECLFINANCE,N1,1024.99,53263.11,52,
,ECLFINANCE,N4,1085,67894,64,
,EDELWEISS,EQ,54.85,94965556.85,1736217,
,EDL,EQ,39.05,398672.7,10131,
,EDUCOMP,EQ,32.8,20248316.95,625238,
,EICHERMOT,EQ,11101.9,1272189890,116351,
,EIDPARRY,EQ,213.8,21871697.3,101195,
,EIHAHOTELS,EQ,183,634896.95,3452,
,EIHOTEL,EQ,104.1,18487098.85,176456,
,EIMCOELECO,BE,309,72115.5,232,
,EKC,EQ,16.1,1485018.8,91504,
,ELDERPHARM,EQ,190.7,23497371.2,121633,
,ELECON,EQ,49.15,39563068.1,793445,
,ELECTCAST,EQ,27.7,9054105.4,324284,
,ELECTHERM,EQ,16.15,115862.8,7172,
,ELFORGE,EQ,5.5,49.5,9,
,ELGIEQUIP,EQ,137.35,48043892.1,343118,
,ELGIRUBCO,EQ,37.3,4512380.05,117717,
,ELNET,EQ,61.55,186433.25,3050,
,EMAMIINFRA,EQ,27.85,659480.35,23879,
,EMAMILTD,EQ,690,179593514.2,260560,
,EMCO,EQ,37.95,3556349.55,93276,
,EMKAY,BE,43.35,41977.5,950,
,EMMBI,EQ,13.5,207658.15,15056,
,EMPEESUG,EQ,5.05,8236.15,1610,
,ENERGYDEV,EQ,17.45,167767.55,9517,
,ENGINERSIN,EQ,239.65,146082240.4,603594,
,ENIL,EQ,418.95,918306.6,2192,
,ENTEGRA,BE,4.45,23675,5380,
,EON,EQ,24.85,90057.85,3661,
,ERAINFRA,EQ,16.4,1429637.2,87173,
,EROSMEDIA,EQ,270.35,152521589.6,552028,
,ESABINDIA,EQ,599.4,605894.3,1007,
,ESCORTS,EQ,120.7,390800234.9,3228834,
,ESL,EQ,5.5,1639831.1,291462,
,ESSAROIL,EQ,127.3,27749466.6,217404,
,ESSARPORTS,EQ,88.95,2864293.15,32314,
,ESSARSHPNG,EQ,21.2,714216.9,33295,
,ESSDEE,EQ,525.1,55078762.65,103400,
,ESSELPACK,EQ,99.85,5773560.8,57232,
,ESTER,EQ,21.45,1778750.95,83822,
,EUROCERA,EQ,6.45,37299.55,5734,
,EUROMULTI,BE,3.2,4480,1400,
,EUROTEXIND,EQ,27.45,127480,4600,
,EVEREADY,EQ,101.05,21833055.95,215485,
,EVERESTIND,EQ,253.3,9129593.25,36093,
,EVERONN,EQ,41.85,6847674.55,164971,
,EXCELCROP,EQ,1002.1,7744924.45,7802,
,EXCELINDUS,EQ,279.6,8527329.25,30058,
,EXCELINFO,EQ,18.2,56464.75,3086,
,FACT,EQ,31.2,599246.6,19215,
,FAGBEARING,EQ,2898.8,68905371.85,23799,
,FARMAXIND,EQ,1.05,391402.65,364307,
,FCEL,EQ,9.5,15226403.15,1624346,
,FCSSOFT,EQ,0.35,196458.15,585490,
,FDC,EQ,157.2,26810981.9,167891,
,FEDDERLOYD,EQ,68.15,35505221.55,512130,
,FIEMIND,EQ,631.05,15572264.85,24628,
,FILATEX,EQ,32.1,45014.5,1380,
,FINANTECH,EQ,251.5,78448676,311999,
,FINCABLES,EQ,231.7,56107640.8,241436,
,FINPIPE,EQ,301,33462205.5,111513,
,FIRSTWIN,EQ,4.5,5076,1128,
,FLEXITUFF,EQ,225.6,4692234.5,20802,
,FLFL,EQ,81.65,13452278.45,163811,
,FMGOETZE,EQ,272.45,3352818.15,12210,
,FMNL,EQ,11.8,2262,195,
,FORTIS,EQ,117.75,35563325.1,299553,
,FOSECOIND,EQ,858.6,4128952.25,4853,
,FRL,EQ,122.65,58013301.85,469723,
,FRLDVR,EQ,65.3,1606582.4,24542,
,FSL,EQ,39.3,195599796.3,4960568,
,GABRIEL,EQ,63.65,66850805.8,1052708,
,GAEL,EQ,56.9,3164298.9,54827,
,GAL,EQ,46.55,400805.45,8631,
,GALLANTT,EQ,23.25,241183.85,10525,
,GALLISPAT,EQ,379.4,13138047.85,34621,
,GAMMNINFRA,EQ,14.55,6428286.6,442975,
,GAMMONIND,EQ,33.05,148256708.9,4606146,
,GANDHITUBE,EQ,170,74085.9,441,
,GANESHHOUC,EQ,170.9,3615396.55,20659,
,GANGOTRI,EQ,1.65,5032.5,3050,
,GARDENSILK,EQ,42.85,1476216.4,34226,
,GARWALLROP,EQ,164.45,6910969.35,41681,
,GATI,EQ,146.65,56985943.55,383276,
,GAYAPROJ,EQ,144.45,19375821.25,134743,
,GDL,EQ,257.85,60521603.25,233263,
,GEECEE,EQ,35.5,44929.85,1274,
,GEINDSYS,EQ,23.25,426407.65,18754,
,GEMINI,EQ,1.75,24273.5,13756,
,GENESYS,EQ,61.5,247069.3,3986,
,GENUSPOWER,EQ,35.45,64713116.85,1873480,
,GEOJITBNPP,EQ,36.3,5591176.4,153544,
,GEOMETRIC,EQ,141.65,45833494.05,320805,
,GESHIP,EQ,398.55,69607275.85,174223,
,GHCL,EQ,99.65,232012244.8,2372682,
,GICHSGFIN,EQ,172.75,31159321.65,179669,
,GILLANDERS,EQ,68.9,1558717.85,22738,
,GILLETTE,EQ,2641.4,25675890.75,9642,
,GINNIFILA,EQ,17.3,3482717.5,196303,
,GIPCL,EQ,80.3,9715927.8,119819,
,GITANJALI,EQ,66.85,48941548.35,724813,
,GKB,EQ,53.7,668112.35,12098,
,GKWLIMITED,EQ,425,12619.05,30,
,GLOBALVECT,EQ,69.5,3230326.6,46986,
,GLOBOFFS,EQ,455.7,10224780.4,22074,
,GLOBUSSPR,EQ,75.1,3084135,40891,
,GLODYNE,EQ,4.4,97372,22130,
,GMBREW,EQ,105.1,954453.25,9067,
,GMDCLTD,EQ,141.15,23003782.4,162853,
,GMRINFRA,EQ,26.5,434802773.3,16231842,
,GNFC,EQ,89.2,8282482.8,92999,
,GOACARBON,EQ,92.2,4209305.7,45107,
,GODFRYPHLP,EQ,2810.5,13359504.9,4745,
,GODREJIND,EQ,344.6,318708749.5,938220,
,GODREJPROP,EQ,243.65,144770712,603794,
,GOENKA,EQ,3.4,2436655.6,692876,
,GOKEX,EQ,71.05,1916023.5,26782,
,GOKUL,EQ,21.45,21024,980,
,GOLDBEES,EQ,2546.25,33844577.45,13293,
,GOLDENTOBC,EQ,22.2,70069.25,3149,
,GOLDIAM,EQ,30.7,177235.75,5717,
,GOLDINFRA,EQ,11.2,50166.2,4521,
,GOLDSHARE,EQ,2537.15,3731758.5,1469,
