,GOLDTECH,EQ,7.2,17222.95,2401,
,GPIL,EQ,165.55,3537394.9,21340,
,GPPL,EQ,159.65,286946394.7,1797897,
,GRANULES,EQ,793.1,160517309.3,203941,
,GRAPHITE,EQ,102.25,12473460,119980,
,GRAVITA,EQ,76.2,6188699.75,80117,
,GREAVESCOT,EQ,131.3,64718258.05,494245,
,GREENFIRE,EQ,0.8,43961.15,51719,
,GREENPLY,EQ,1017.55,4408916.4,4337,
,GREENPOWER,EQ,14.2,1535394.5,107379,
,GRINDWELL,EQ,490.4,1526256.05,3145,
,GRUH,EQ,203.35,343916710.4,1699678,
,GSCLCEMENT,EQ,42,11008143.55,262576,
,GSFC,EQ,66.85,33171472.25,495356,
,GSLNOVA,BE,1.55,5913.1,4000,
,GSPL,EQ,84.9,58048550.75,680419,
,GSS,EQ,33.9,213383,6258,
,GTL,EQ,21,2958287.55,138362,
,GTLINFRA,EQ,2.55,1931116.05,743366,
,GTNIND,EQ,14.2,7866.6,548,
,GTNTEX,EQ,8.65,5622.5,650,
,GTOFFSHORE,EQ,102.7,21135107.25,202234,
,GUFICBIO,EQ,18.75,5213841.25,282494,
,GUJALKALI,EQ,206.6,76694621.45,365280,
,GUJAPOLLO,EQ,122.95,963948.4,7721,
,GUJFLUORO,EQ,519.8,17538513.25,33689,
,GUJNRECOKE,EQ,9.45,27017153.1,2819665,
,GUJNREDVR,EQ,4.65,475745.7,100365,
,GUJRATGAS,EQ,454.3,33812293.05,73814,
,GULFCORP,EQ,166.8,124312345.7,768267,
,GULFOILLUB,EQ,313.8,264648485.1,843741,
,GVKPIL,EQ,13.3,56282365.1,4157296,
,HANUNG,BE,23.85,652173.15,27317,
,HARITASEAT,EQ,103.6,267755.7,2572,
,HARRMALAYA,EQ,60.6,2078051.1,33960,
,HATHWAY,EQ,280.25,39844327.8,141593,
,HATSUN,EQ,283.85,89015.6,313,
,HAVELLS,EQ,276.1,729867671.6,2620327,
,HBLPOWER,EQ,17.2,4245054.8,246251,
,HBSTOCK,EQ,14.35,87167.85,6213,
,HCC,EQ,42.1,293368042.7,6980737,
,HCIL,EQ,28.85,706881.15,24441,
,HCL-INSYS,EQ,76.3,117951155,1515517,
,HCPO36MSRG,MF,7.87,15750,2000,
,HDFCBANK,IL,930,17826240,19168,
,HDFCMFGETF,EQ,2625.75,4304793.65,1632,
,HDIL,EQ,98.85,2599401511,27042388,
,HEG,EQ,298.75,62656006.7,207616,
,HEIDELBERG,EQ,77.1,98179863.4,1282675,
,HELIOSMATH,EQ,91.25,7409215.95,80632,
,HERCULES,EQ,202.65,28065019.05,136217,
,HERITGFOOD,EQ,341,29034986.25,84836,
,HEXATRADEX,EQ,32.3,221174.25,6862,
,HEXAWARE,EQ,164.7,423464051.1,2567741,
,HFCL,EQ,14.35,23758317.5,1670495,
,HGS,EQ,609.75,9488925.1,15612,
,HIKAL,EQ,630.15,41676877.95,66457,
,HIL,EQ,598.75,34998128.1,58246,
,HILTON,EQ,18.75,101942.65,5534,
,HIMATSEIDE,EQ,88.15,36327609.9,414274,
,HINDCOMPOS,EQ,589.55,162969.5,273,
,HINDCOPPER,EQ,89.45,25495772.4,283491,
,HINDDORROL,EQ,13.85,131796.6,9516,
,HINDMOTORS,EQ,7.45,2789289.3,372092,
,HINDNATGLS,EQ,140.05,85558.05,611,
,HINDOILEXP,EQ,57.65,152632320.1,2620842,
,HINDSYNTEX,EQ,11,56348.6,5156,
,HINDUJAFO,EQ,37.05,116909.45,3128,
,HINDUJAVEN,EQ,316.35,25366229.05,79747,
,HINDZINC,EQ,165.15,174229111.6,1053563,
,HIRECT,EQ,46.75,77411.65,1646,
,HITACHIHOM,EQ,544.4,304074896.4,565760,
,HITECHGEAR,EQ,202.15,11439629.35,55525,
,HITECHPLAS,EQ,89.25,389902,4361,
,HMT,EQ,42.25,7255107.45,169264,
,HMVL,EQ,162,2345634.55,14516,
,HNGSNGBEES,EQ,2081.36,154729,75,
,HOCL,EQ,20.2,7054260.9,349884,
,HONAUT,EQ,5299.65,4295452.9,815,
,HONDAPOWER,EQ,971.65,14556203.1,14920,
,HOTELEELA,EQ,24.45,12109438.7,482126,
,HOTELRUGBY,EQ,5,20473.75,4205,
,HOVS,EQ,99.3,5292880.4,52611,
,HSIL,EQ,335.9,51880726.45,153390,
,HTMEDIA,EQ,104.45,11754910.9,111921,
,HUBTOWN,EQ,116.15,1568527.3,13480,
,HUDCO,N2,1105,1149555.99,1046,
,HUDCO,N3,1075.63,1618827.5,1505,
,HUDCO,N4,1021.01,5105.05,5,
,HUDCO,N5,1039.1,451907.5,435,
,HUDCO,N6,959.15,4795.75,5,
,HYDROS&S,EQ,119.65,3617595.85,30439,
,IBIPL,EQ,4.8,1333863.7,280776,
,IBPOW,EQ,9.05,25327193.8,2823717,
,IBREALEST,EQ,71.25,836782310.3,11769140,
,IBSEC,EQ,24.25,6707545.85,276840,
,IBULHSGFIN,EQ,396.4,509827129.1,1287906,
,IBWSL,EQ,15.6,6536212.7,412447,
,ICIL,EQ,144.6,2164956.2,14910,
,ICNX100,EQ,82.38,7199.17,87,
,ICRA,EQ,2586.5,18266488.25,7018,
,ICSA,EQ,4.35,113076.3,26128,
,IDBI,EQ,77.15,134603105,1739453,
,IDBIGOLD,EQ,2640.75,386481.25,146,
,IFBAGRO,EQ,211.4,2236265.5,10590,
,IFBIND,EQ,270.75,28040968.6,103573,
,IFCI,EQ,33.85,179719372.6,5296215,
,IFGLREFRAC,EQ,190.55,2341014.9,12083,
,IGARASHI,EQ,283.05,58005591.7,202229,
,IGL,EQ,398.75,220987671.4,551112,
,IGOLD,EQ,2636,367967.65,140,
,IGPL,EQ,59.3,1528830.6,26103,
,IIFL,EQ,141.2,9226494.85,65356,
,IIFLFIN,NA,1021,176986,173,
,IIFLFIN,N8,1015.54,2814877.13,2770,
,IIFLFIN,N4,1061.5,577025.15,546,
,IIFLFIN,N9,1059.1,79432.5,75,
,IIFLFIN,N5,1044.83,2599473.72,2486,
,IIFLFIN,N7,1245,205425,165,
,IIFLFIN,N2,1408.55,14085.5,10,
,IIFLFIN,N6,1080,57240,53,
,IIFLNIFTY,EQ,830,223832.5,269,
,IIHFL,N2,1005.83,1977596.86,1966,
,IIHFL,N1,1004.35,3238059.89,3224,
,IITL,EQ,80,71765.05,875,
,IL&FSENGG,EQ,61.8,9724242.4,159815,
,IL&FSTRANS,EQ,219.3,47302618.35,216229,
,IMFA,EQ,355.8,1517051.3,4241,
,IMPAL,EQ,625.2,1817196.65,2871,
,IMPEXFERRO,EQ,5.95,2527054.05,422997,
,INDBANK,EQ,4.95,33867.95,6796,
,INDHOTEL,EQ,95.4,135125712.3,1425546,
,INDIACEM,EQ,117.7,157259707.6,1333055,
,INDIAGLYCO,EQ,121.55,17611788.8,143401,
,INDIANB,EQ,148.95,46682181.3,314725,
,INDIANCARD,EQ,132,507710.3,3869,
,INDIANHUME,EQ,233.6,3602826.9,15236,
,INDLMETER,EQ,36.65,8310.05,218,
,INDNIPPON,EQ,330.9,2449946.9,7399,
,INDOCO,EQ,254.9,34736221.5,136493,
,INDORAMA,EQ,24.05,3526415.25,142888,
,INDOSOLAR,BE,7.25,2136876.3,295687,
,INDOTECH,EQ,192.45,1869079,9500,
,INDOTHAI,EQ,19.15,122386.9,6388,
,INDOWIND,BE,4.45,689374.6,152288,
,INDRAMEDCO,EQ,45.35,5859145.75,128030,
,INDSWFTLAB,EQ,33.6,4479537.6,132048,
,INDSWFTLTD,BE,9.65,98219,10092,
,INDTERRAIN,EQ,373.65,3926629,10590,
,INDUSFILA,BE,4.2,4442,1110,
,INDUSINDBK,IL,612,3978000000,6500000,
,INFINITE,EQ,167.75,4987767.75,29418,
,INFODRIVE,BE,4.75,77466.25,16305,
,INFOMEDIA,EQ,3.4,13476.6,4034,
,INFRABEES,EQ,321.72,1296734.06,3997,
,INGERRAND,EQ,665.15,9867867.4,14795,
,INIFTY,EQ,83.43,196074.96,2294,
,INNOIND,EQ,14.9,155689.1,10674,
,INOXLEISUR,EQ,173.65,163752330.5,948812,
,INSECTICID,EQ,612,36994705.6,59311,
,INVENTURE,EQ,12.1,49010.55,4009,
,IOB,EQ,61.9,68339753,1100466,
,IOC,EQ,391,1019328764,2599685,
,IOLCP,EQ,62.2,6649483.7,105692,
,IPAPPM,EQ,295.25,13544964.45,45494,
,IPCALAB,EQ,768.7,138044166.5,180439,
,IPRINGLTD,EQ,54,31110.4,561,
,IRB,EQ,261.6,1453290733,5560611,
,IRFC,N2,1131,56550,50,
,IRFC,NA,1140,142500,125,
,IRFC,ND,1085,10875,10,
,IRFC,N8,1100,21736680.2,20400,
,IRFC,N6,966,5796,6,
,IRFC,N9,1100.38,804110,731,
,IRFC,N4,1050,31500,30,
,IRFC,N1,1104.25,296897,268,
,ISENSEX,EQ,270,27000,100,
,ISFT,EQ,46.5,26135,570,
,ISMTLTD,EQ,17.5,811821.95,46099,
,ITDCEM,BE,417.5,6449976.8,15540,
,ITI,EQ,30.6,15062562.2,487784,
,IVC,EQ,20.75,5065389.35,242035,
,IVP,EQ,66.1,794132.85,11987,
,IVRCLINFRA,EQ,19.5,41043026.05,2089081,
,J&KBANK,EQ,1579.65,125683778.1,79110,
,JAGRAN,EQ,125.35,150187618,1200514,
,JAGSNPHARM,EQ,20.3,335965.15,16473,
,JAIBALAJI,EQ,18.55,325441.2,17544,
,JAICORPLTD,EQ,100.85,113570161.4,1114941,
,JAIHINDPRO,EQ,19.95,45530.7,2282,
,JAINSTUDIO,BE,6.05,12100,2000,
,JAMNAAUTO,EQ,142,26980393.55,180312,
,JAYAGROGN,EQ,110.8,405175.15,3621,
,JAYBARMARU,EQ,115.3,2811383.4,24425,
,JAYNECOIND,EQ,14.25,2035954.05,142584,
,JAYSREETEA,EQ,97.8,12608053.15,127021,
,JBCHEPHARM,EQ,231.7,158329316.9,692191,
,JBFIND,EQ,142.25,40295667.2,276179,
,JBMA,EQ,731.3,20029285.25,27434,
,JCTEL,EQ,0.6,10005,16850,
,JENSONICOL,EQ,3.3,61775.1,19000,
,JETAIRWAYS,EQ,225.85,147511567.6,648787,
,JHS,EQ,8.2,168441.3,20634,
,JIKIND,EQ,0.8,16166.5,20210,
,JINDALPHOT,EQ,225.4,1769591.1,7719,
,JINDALPOLY,EQ,287.75,25250284.45,87229,
,JINDALSAW,EQ,77.9,24598565.65,311119,
,JINDCOT,EQ,20.4,17110886.3,812749,
,JINDRILL,EQ,237.6,583173.95,2444,
,JINDWORLD,EQ,140,91725,655,
,JISLDVREQS,EQ,68.8,3004051.3,43309,
,JISLJALEQS,EQ,94.6,423831624.6,4460629,
,JKCEMENT,EQ,487,56984822.05,116201,
,JKIL,EQ,334.1,27412080.5,82772,
,JKLAKSHMI,EQ,317.95,83382522.2,263337,
,JKPAPER,EQ,30.5,3177391.6,102940,
,JKTYRE,EQ,297.9,79631273.1,267410,
,JMCPROJECT,EQ,140,6410447.25,45902,
,JMFINANCIL,EQ,42.95,26638653.65,615136,
,JMTAUTOLTD,EQ,124,412471.2,3401,
,JOCIL,EQ,120.4,361372.2,2971,
,JPASSOCIAT,EQ,45.7,2504383583,53704964,
,JPINFRATEC,EQ,32.6,102923507.1,3159682,
,JPOLYINVST,BE,173,422471.05,2448,
,JPPOWER,EQ,14.4,148310200.2,10151589,
,JSL,EQ,46.5,8880325.55,190413,
,JSWENERGY,EQ,82.2,373827741.5,4570256,
,JSWHL,EQ,839.75,38443894.7,45142,
,JSWSTEEL,P2,5.95,403391,67780,
,JUBILANT,EQ,168.55,12270688.4,72561,
,JUBLFOOD,EQ,1377.1,212789139.8,154183,
,JUBLINDS,EQ,89.15,206365.35,2301,
,JUNIORBEES,EQ,174,1818664.06,10433,
,JUSTDIAL,EQ,1712.4,661603661.5,386454,
,JVLAGRO,EQ,18.8,1882690.2,98528,
,JYOTHYLAB,EQ,232.5,139309620.2,599981,
,JYOTISTRUC,EQ,43.75,33849260.25,758282,
,KABRAEXTRU,EQ,63.45,3480464.1,55402,
,KAJARIACER,EQ,669.65,21621042.15,31985,
,KAKATCEM,EQ,111.25,181389.55,1614,
,KALINDEE,EQ,91.3,4663946.25,50842,
,KALPATPOWR,EQ,169.7,16916107.15,99493,
,KALYANIFRG,BE,190.55,20960.5,110,
,KAMATHOTEL,EQ,83.4,116988.8,1401,
,KANANIIND,EQ,8.95,27194.2,3020,
,KANDAGIRI,EQ,61,6100,100,
,KANORICHEM,EQ,44.05,1409529.4,31599,
,KANSAINER,EQ,1733.35,8289600.25,4764,
,KARMAENG,EQ,16.8,1110.2,66,
,KARURKCP,EQ,47.25,94489.05,1944,
,KARURVYSYA,EQ,478.1,151575663.8,318217,
,KAUSHALYA,BE,6.4,218594.2,33978,
,KAVVERITEL,EQ,13.55,150376.75,11258,
,KBIL,EQ,1906.65,17653499.45,9259,
,KCP,EQ,52.25,7507932.5,141457,
,KCPSUGIND,EQ,21.45,1473131.65,68454,
,KEC,EQ,109.4,45208113.3,415749,
,KECL,EQ,26.85,624104,23066,
,KEI,EQ,33.45,10123333.1,310488,
,KEMROCK,EQ,58.1,6074399.75,104646,
,KERNEX,BE,52.45,1263497.6,24294,
,KESARENT,EQ,23.9,28724.3,1168,
,KESORAMIND,EQ,117.6,35651958.5,297165,
,KFA,EQ,2.7,11668505.9,4501927,
,KGL,EQ,1.75,2008862.1,1148114,
,KHAITANELE,EQ,44.9,122033.5,2718,
,KHAITANLTD,EQ,16,44458.4,2760,
,KHANDSE,EQ,17.9,43076.4,2435,
,KICL,EQ,1193.9,10429805.35,8798,
,KIL,EQ,55.2,28244163.9,489368,
,KILITCH,EQ,27.6,355997.8,12765,
,KIRIINDUS,EQ,125.25,1689914.65,13413,
,KIRLOSBROS,EQ,295.5,52266542.05,171637,
,KIRLOSENG,EQ,243.45,15310875.35,62100,
,KIRLOSIND,EQ,479.6,8642096.3,18610,
,KITEX,EQ,335.6,13827607.35,41158,
,KKCL,EQ,1811.1,6363540.85,3547,
,KLRF,EQ,26.1,26100,1000,
,KMSUGAR,EQ,3.95,204921.85,52344,
,KNRCON,EQ,253.5,33574216.85,133432,
,KOHINOOR,EQ,60.4,202383476,3428287,
,KOKUYOCMLN,EQ,66.8,11779021.15,174133,
,KOLTEPATIL,EQ,182.45,127034493.2,684565,
,KOPRAN,EQ,63.55,48666270.4,757913,
,KOTAKGOLD,EQ,2542.2,3175024.65,1248,
,KOTAKNIFTY,EQ,818.25,56473495.53,69006,
,KOTAKPSUBK,EQ,374,711372,1900,
,KOTARISUG,EQ,8.7,112719.7,12890,
,KOTHARIPET,EQ,14.7,534701.25,35287,
,KOTHARIPRO,EQ,278.25,4334485.75,15348,
,KOVAI,BE,320.85,1115976.05,3528,
,KPIT,EQ,152.05,64031044.15,417426,
,KPRMILL,EQ,243.95,12724792.75,51938,
,KRBL,EQ,85.5,83371008.15,970245,
,KRISHNAENG,EQ,0.75,225,300,
,KRITIIND,EQ,7.5,36600,4874,
,KSBPUMPS,EQ,526.25,3343709.9,6326,
,KSCL,EQ,925.15,162359676.5,176390,
,KSE,BE,429.2,300549.05,706,
,KSERASERA,EQ,13,19825741.55,1524339,
,KSK,EQ,93.65,9623077.35,102484,
,KSL,EQ,107,9743479.15,90735,
,KTIL,EQ,275.25,2439138.4,8731,
,KTKBANK,EQ,127.95,210261797.1,1640807,
,KWALITY,EQ,48.15,18198646.95,372795,
,L&TFH,EQ,66.8,209151614.7,3116130,
,L&TFINANCE,N4,1082.92,319885.85,295,
,L&TFINANCE,N2,1035,40712,40,
,L&TFINANCE,N3,1605,333616.81,208,
,L&TFINANCE,N1,1023.75,198300.55,195,
,LAKPRE,EQ,43.35,57770.6,1327,
,LAKSHMIEFL,EQ,17.1,2668202.3,154474,
,LAKSHMIFIN,BE,25,20000,800,
,LAKSHMIMIL,EQ,2559.15,2072656.2,824,
,LAKSHVILAS,EQ,79.25,9473154,119531,
,LANCOIN,EQ,53.05,13262670.5,250502,
,LAOPALA,EQ,1358.55,4838808.55,3562,
,LAXMIMACH,EQ,4110.15,21244257.45,5120,
,LCCINFOTEC,EQ,0.35,16300,42000,
,LGBBROSLTD,EQ,570.9,33722963.2,58478,
,LGBFORGE,BE,4.1,208000.1,50731,
,LIBERTSHOE,EQ,321.2,189231827.8,588084,
,LINDEINDIA,EQ,400.3,66846179.25,164452,
,LIQUIDBEES,EQ,1000,240855098.8,240855,
,LITL,EQ,8.45,50862395.1,5907907,
,LLOYDELENG,EQ,160.25,23710082.1,146987,
,LML,EQ,6.35,794465.95,124750,
,LOGIXMICRO,EQ,16.1,28682.65,1738,
,LOKESHMACH,EQ,37.5,404815.05,10508,
,LOTUSEYE,EQ,8.45,16675.2,1965,
,LOVABLE,EQ,391.35,44315250.65,111915,
,LPDC,EQ,4.85,131047,27020,
,LUMAXAUTO,EQ,29.8,202824.7,6825,
,LUMAXIND,EQ,417.25,10024048.25,23709,
,LUMAXTECH,EQ,223.2,124768132.7,559113,
,LYKALABS,EQ,15.5,2449105.95,154291,
,LYPSAGEMS,EQ,148.6,5380898.8,36362,
,M100,EQ,11.78,1014051.32,86061,
,M50,EQ,113.49,867231.25,7607,
,MAANALU,EQ,24.85,32064.35,1349,
,MADHAV,EQ,35.7,118460.55,3288,
,MADHUCON,EQ,39.35,17675495.85,470201,
,MADRASFERT,EQ,18.75,901223.9,47893,
,MAGMA,EQ,120.7,16930671.45,137356,
,MAGNUM,BE,3.5,35088.95,10434,
,MAHABANK,EQ,44.5,8918563.35,198973,
,MAHINDCIE,EQ,175.25,10262346.35,58114,
,MAHINDUGIN,EQ,425.2,7053907.55,16628,
,MAHLIFE,EQ,552.1,31085110.9,56095,
,MAHSCOOTER,EQ,769.45,2759378.1,3527,
,MAHSEAMLES,EQ,343.75,10626922,30639,
,MAITHANALL,EQ,166.85,1622652.4,9661,
,MAKE,EQ,625.2,452167556.7,715117,
,MALUPAPER,EQ,11.25,45750,4000,
,MANAKSIA,EQ,88.9,1280375.05,14223,
,MANALIPETC,EQ,11.5,2324354.2,199237,
,MANAPPURAM,EQ,27.35,81673032.75,2950695,
,MANDHANA,EQ,234,9070527.65,38665,
,MANGALAM,BE,18,188779.2,10357,
,MANGCHEFER,EQ,70.15,12281416.85,175257,
,MANGLMCEM,EQ,260.15,15419497.55,59332,
,MANGTIMBER,EQ,10.6,10107,990,
,MANINDS,EQ,61.7,1869154.4,30050,
,MANINFRA,EQ,29.8,6354545.2,213164,
,MANJUSHREE,EQ,403.2,2366262.25,5825,
,MANUGRAPH,EQ,30.5,94952.55,3029,
,MARALOVER,EQ,23.35,690425.05,29704,
,MARG,EQ,12.65,1379411.7,109756,
,MARICO,EQ,276.7,103249710.4,373736,
,MARKSANS,EQ,50.55,204888176,4068865,
,MARUTI,IL,3005,736400000,245100,
,MASTEK,EQ,196.3,43073136.45,217287,
,MAWANASUG,EQ,12.15,61946.75,5109,
,MAX,EQ,336.3,133833949.5,394894,
,MAXWELL,EQ,23.95,2622145.15,107772,
,MAYURUNIQ,EQ,436.65,16126310.1,36735,
,MBECL,EQ,102.8,17114631.55,164922,
,MBLINFRA,EQ,271.15,7420539.95,27064,
,MCDHOLDING,EQ,32.7,576942.1,17657,
,MCLEODRUSS,EQ,290.1,87557716.55,300615,
,MCX,EQ,842.45,297181655.8,350904,
,MEGASOFT,EQ,9,128699.25,14412,
,MEGH,EQ,17.75,19060271.15,1075350,
,MELSTAR,EQ,5.55,6695,1195,
,MERCATOR,EQ,33.25,15281011.8,453316,
,MERCK,EQ,772.5,36028089.95,47201,
,METKORE,EQ,7.6,43247.8,5658,
,MGOLD,EQ,2669.95,199544.75,75,
,MHRIL,EQ,297.35,18699579.2,62523,
,MIC,EQ,4.15,596918.4,142374,
,MICROSEC,EQ,58.3,2190041.6,38311,
,MINDACORP,BE,542,658878.85,1226,
,MINDAIND,EQ,371.65,3198125.9,8629,
,MINDTREE,EQ,1142.4,154604496,134982,
,MIRCELECTR,EQ,8.9,2009128.5,222980,
,MIRZAINT,EQ,36.45,16257211.05,445210,
,MMFL,EQ,372.6,19310064.65,51763,
,MMTC,EQ,75.05,76101775.6,1004595,
,MMWL,BE,5.55,486080.55,88149,
,MOHITIND,EQ,29,1160,40,
,MOIL,EQ,307.75,22806527.1,74160,
,MONNETISPA,EQ,112.7,41324451.45,359034,
,MONSANTO,EQ,2798.15,1072363540,401228,
,MORARJEE,EQ,38.95,500075.05,12742,
,MOREPENLAB,EQ,8.45,29032660.55,3467930,
,MOSERBAER,EQ,8.25,11350764.85,1338786,
,MOTHERSUMI,EQ,392.95,489169597.4,1232335,
,MOTILALOFS,EQ,207.05,1623386.2,7874,
,MOTOGENFIN,BE,38.8,222.2,6,
,MPSLTD,EQ,549.2,9073388.4,16495,
,MRF,EQ,25605.5,322412806.5,12641,
,MRO-TEK,EQ,7.8,37292.5,4801,
,MRPL,EQ,62,107426735,1726910,
,MSPL,EQ,24.1,693132.25,28727,
,MTEDUCARE,EQ,135.95,14707483.7,108332,
,MTNL,EQ,32.05,249995850.7,7858152,
,MUDRA,EQ,18,80676,4482,
,MUKANDENGG,EQ,32.6,347263.65,10547,
,MUKANDLTD,EQ,41.85,2715341.25,63538,
,MUKANDLTD,P1,0.95,5.7,6,
,MUKTAARTS,EQ,28.1,202769.95,7237,
,MUNJALAU,EQ,84.9,4170836.05,48816,
,MUNJALSHOW,EQ,169.15,14342576.35,83940,
,MURUDCERA,EQ,21.95,2456217.95,109299,
,MUTHOOTFIN,EQ,191.5,27900525.7,145273,
,MUTHOOTFIN,NA,1046,10460,10,
,MUTHOOTFIN,N6,998.68,3006460.39,3010,
,MUTHOOTFIN,N5,1120,634540,610,
,MUTHOOTFIN,N9,1012,182781.25,181,
,MVL,EQ,1.55,23158.55,14941,
,MYSOREBANK,EQ,539.2,5731140.9,10722,
,N100,EQ,244.94,3936480.98,16084,
,NAGAROIL,EQ,5.9,7291979.6,1222310,
,NAGREEKCAP,EQ,16.65,8535,500,
,NAGREEKEXP,EQ,27.8,14023.1,505,
,NAHARCAP,EQ,70.7,379317.9,5336,
,NAHARINDUS,EQ,63.4,288888.55,4527,
,NAHARPOLY,EQ,24.75,275350.15,11233,
,NAHARSPING,EQ,109.35,3012659.6,27295,
,NAKODA,EQ,4.45,1210878.35,266615,
,NATCOPHARM,EQ,1353.5,69037159.15,50530,
,NATHBIOGEN,BE,148.6,3674783.15,24358,
,NATHSEED,BE,6.7,63371.9,9502,
,NATIONALUM,EQ,57.2,73404444.8,1268403,
,NATNLSTEEL,BE,21.45,200840.7,9324,
,NAUKRI,EQ,757.6,90149907,117844,
,NAVINFLUOR,EQ,636.7,11129265.7,17528,
,NAVNETEDUL,EQ,97,12844675.05,132543,
,NBCC,EQ,466.4,661673090.5,1445228,
,NBVENTURES,EQ,224.9,6645270.8,29650,
,NCC,EQ,68.45,65508230.1,950664,
,NCLIND,EQ,33.65,153361.3,4533,
,NCOPPER,EQ,1.85,10747.65,5679,
,NDL,EQ,47.55,3338719.75,68452,
,NDTV,EQ,85.4,15912687.4,182970,
,NECLIFE,EQ,36.3,33817999.65,917202,
,NEHAINT,EQ,12.4,62442.25,5085,
,NELCAST,EQ,29.75,928976.4,30638,
,NELCO,EQ,58.7,1869363.15,31600,
,NEOCORP,BE,19,2519877.65,130131,
,NEPCMICON,BE,3.85,146186.8,37753,
,NESCO,EQ,1240.55,5384657.95,4309,
,NESTLEIND,EQ,6149.55,171499173.4,27879,
,NET4,EQ,4.8,23017.5,4825,
,NETWORK18,EQ,48.45,17380434.55,356757,
,NEULANDLAB,EQ,350.4,10520290.9,29587,
,NEXTMEDIA,EQ,6.45,28404.95,4381,
,NEYVELILIG,EQ,90.75,51810365.15,561099,
,NFL,EQ,33.65,5493799.85,161418,
,NGCT,EQ,1.6,78240.65,48869,
,NHAI,N2,1156,1011550,875,
,NHAI,N1,1126.47,2940837.92,2610,
,NHAI,N4,1150,999068.17,902,
,NHAI,N6,1172.44,2192354.26,1871,
,NHBTF2014,N6,6021,8871110.6,1473,
,NHBTF2023,N6,5830,816264,140,
,NHPC,EQ,21.55,79546706.6,3671165,
,NIBL,BE,17.2,46368,2640,
,NICCO,EQ,0.75,7892.2,10346,
,NIFTYBEES,EQ,821.85,27866663.01,33909,
,NIITLTD,EQ,52.6,47298114.25,890680,
,NIITTECH,EQ,366.65,92088213.15,251344,
,NILKAMAL,EQ,342.45,9072338.2,26322,
,NIPPOBATRY,EQ,720.7,3787596.15,5269,
,NITCO,EQ,20.8,738814.1,35085,
,NITESHEST,EQ,13.45,2423309,175444,
,NITINFIRE,EQ,65.45,15344134.4,230135,
,NITINSPIN,EQ,25.5,2624402.3,103024,
,NOCIL,EQ,38.25,242169993.1,6388197,
,NOIDATOLL,EQ,35.4,47284427.65,1340315,
,NORBTEAEXP,EQ,5.75,5438,928,
,NOVOPANIND,EQ,39,23088.6,594,
,NRBBEARING,EQ,111.05,39628406.4,354414,
,NRC,BE,3.2,4826.95,1515,
,NSIL,EQ,740.35,182984.55,246,
,NTPC,N4,1115,111574,100,
,NTPC,N6,1215.1,24302,20,
,NUCLEUS,EQ,231.5,31254864.35,132332,
,NUTEK,EQ,0.8,200922.4,251153,
,OBEROIRLTY,EQ,270.3,461105710.9,1751369,
,OCL,EQ,317.55,9827047.35,31189,
,OILCOUNTUB,EQ,49.5,3189585,64235,
,OISL,EQ,22.95,260962.8,11364,
,OMAXAUTO,EQ,44.75,473960.7,10435,
,OMAXE,EQ,128.2,34418355.65,267535,
,OMKARCHEM,EQ,141.85,15848744.8,111737,
,OMMETALS,EQ,26,1072114.6,41109,
,OMNITECH,EQ,11.05,84006.7,7541,
,ONELIFECAP,EQ,225.05,51827788.75,227623,
,ONMOBILE,EQ,30.25,25173969.7,824273,
,ONWARDTEC,EQ,51.05,4103087.65,75979,
,OPTOCIRCUI,EQ,25.4,75506492.6,2962764,
,ORBITCORP,EQ,16.1,6390668.65,396814,
,ORBTEXP,EQ,260.6,5007681.3,19328,
,ORCHIDCHEM,EQ,73.5,35064749.7,473530,
,ORIENTABRA,EQ,22.1,976545.45,44326,
,ORIENTALTL,EQ,2.6,2665,1025,
,ORIENTBANK,EQ,286.15,633326043.1,2234525,
,ORIENTBELL,EQ,80.8,368041.15,4495,
,ORIENTCEM,EQ,124.9,18019160.8,142185,
,ORIENTHOT,EQ,24.45,10311628.05,424102,
,ORIENTLTD,EQ,122,122,1,
,ORIENTPPR,EQ,30.6,63508165.15,2033147,
,ORIENTREF,EQ,88.05,2701805,30710,
,ORISSAMINE,EQ,3855.15,9078353.1,2334,
,OUDHSUG,EQ,23.6,113184,4787,
,PAEL,EQ,8.55,2548.05,298,
,PAGEIND,EQ,7470.1,45311453.2,6041,
,PALRED,EQ,16.3,652148.7,40701,
,PANACEABIO,EQ,171.6,8862335.45,51684,
,PANAMAPET,EQ,248,858840.95,3414,
,PANASONIC,EQ,165.35,3751320.05,22150,
,PANCARBON,EQ,198.25,5109725.7,25163,
,PANCHSHEEL,EQ,24.95,5758.75,245,
,PANORAMUNI,EQ,11,503942.2,46666,
,PAPERPROD,EQ,177.3,18672881.1,104335,
,PARABDRUGS,EQ,11.65,1674308.6,145026,
,PARACABLES,EQ,3.05,28939.1,9296,
,PARAPRINT,EQ,1.8,18009,10005,
,PARASPETRO,BE,0.45,1556.75,3814,
,PARRYSUGAR,EQ,21.4,8553,397,
,PARSVNATH,EQ,25.05,4236002.2,168817,
,PATELENG,EQ,101.2,11639861.25,113987,
,PATINTLOG,EQ,38.65,1663404,41646,
,PATSPINLTD,EQ,11.9,675938.3,56036,
,PBAINFRA,EQ,19.45,183809.85,9866,
,PCJEWELLER,EQ,189.35,196001092.8,1010400,
,PDPL,EQ,28.8,933374.35,32119,
