symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2015-12-18,80773,43587,53.96
ADANIPORTS,EQ,2015-12-18,3384209,1828240,54.02
BEL,EQ,2015-12-18,973511,507253,52.11
BOSCHLTD,EQ,2015-12-18,34004,19870,58.43
CUMMINSIND,EQ,2015-12-18,395757,354652,89.61
DLF,EQ,2015-12-18,7709429,1070296,13.88
HINDALCO,EQ,2015-12-18,9069541,4107308,45.29
INDHOTEL,D1,2015-12-18,85177,68410,80.32
INDHOTEL,EQ,2015-12-18,805285,412383,51.21
INDIGO,EQ,2015-12-18,1615029,455501,28.20
LT,EQ,2015-12-18,2623330,1645615,62.73
MANAPPURAM,EQ,2015-12-18,2592161,1445830,55.78
MANAPPURAM,N2,2015-12-18,10,10,100.00
MANAPPURAM,NG,2015-12-18,5,5,100.00
MARUTI,EQ,2015-12-18,682206,361400,52.98
PGEL,EQ,2015-12-18,162352,106197,65.41
SBIN,EQ,2015-12-18,18871084,10090333,53.47
SBIN,N3,2015-12-18,94,94,100.00
SBIN,N5,2015-12-18,59,50,84.75
SUZLON,EQ,2015-12-18,30562417,11351826,37.14
TRENT,EQ,2015-12-18,4471,3189,71.33
