symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2015-12-23,47708,28429,59.59
ADANIPORTS,EQ,2015-12-23,1924064,704118,36.60
BEL,EQ,2015-12-23,167707,67787,40.42
BOSCHLTD,EQ,2015-12-23,9022,3557,39.43
CUMMINSIND,EQ,2015-12-23,31948,23196,72.61
DLF,EQ,2015-12-23,11304857,4495269,39.76
HINDALCO,EQ,2015-12-23,12159348,2908211,23.92
INDHOTEL,D1,2015-12-23,18368,13402,72.96
INDHOTEL,EQ,2015-12-23,974884,419428,43.02
INDIGO,EQ,2015-12-23,1833276,301038,16.42
LT,EQ,2015-12-23,1613453,862865,53.48
MANAPPURAM,EQ,2015-12-23,5013877,2322766,46.33
MANAPPURAM,N2,2015-12-23,100,100,100.00
MARUTI,EQ,2015-12-23,227939,106144,46.57
PGEL,EQ,2015-12-23,661577,197273,29.82
SBIN,EQ,2015-12-23,7914311,3057822,38.64
SBIN,N2,2015-12-23,19,18,94.74
SBIN,N3,2015-12-23,61,60,98.36
SBIN,N5,2015-12-23,456,424,92.98
SUZLON,EQ,2015-12-23,14431025,7307531,50.64
TRENT,EQ,2015-12-23,34966,10603,30.32
