symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2022-01-03,2233.60,2251.45,2268.60,2185.60,2204.00,2205.45,2214.89,113948,2523.82,10101,61761,54.20
ADANIPORTS,EQ,2022-01-03,730.30,732.00,738.65,730.50,736.10,736.60,734.71,2377227,17465.69,35951,858021,36.09
BEL,EQ,2022-01-03,209.95,209.75,212.20,209.50,211.15,211.25,211.24,2991447,6319.02,27211,1184811,39.61
BOSCHLTD,EQ,2022-01-03,17320.25,17320.25,17499.95,17250.20,17270.00,17292.90,17394.69,26614,4629.42,7708,7621,28.64
CUMMINSIND,EQ,2022-01-03,941.80,942.35,954.70,938.90,942.50,942.25,947.40,151922,1439.30,6257,47022,30.95
DIXON,EQ,2022-01-03,5509.55,5526.00,5573.10,5505.00,5531.00,5517.10,5529.82,161271,8918.00,21113,58236,36.11
DLF,EQ,2022-01-03,390.45,392.00,397.75,390.50,394.10,394.75,395.10,3274712,12938.50,36987,678419,20.72
DMART,EQ,2022-01-03,4671.45,4770.00,4799.00,4701.20,4709.00,4711.50,4738.93,534384,25324.06,76182,222299,41.60
HAL,EQ,2022-01-03,1210.65,1214.00,1245.65,1212.05,1232.00,1233.70,1234.71,552027,6815.92,15088,304123,55.09
HINDALCO,EQ,2022-01-03,475.55,475.55,479.95,472.10,477.75,478.05,475.94,5549693,26413.16,69826,1605370,28.93
INDHOTEL,EQ,2022-01-03,180.75,179.80,186.00,178.05,183.00,184.05,182.14,5114995,9316.32,41216,1653934,32.34
INDIGO,EQ,2022-01-03,2017.55,2001.00,2024.80,1935.00,2017.00,2014.00,1979.56,1313054,25992.66,52927,312670,23.81
LT,EQ,2022-01-03,1895.90,1895.00,1937.45,1893.65,1924.00,1922.85,1923.55,1906676,36675.82,78718,974173,51.09
MANAPPURAM,EQ,2022-01-03,164.60,165.50,170.00,164.35,168.10,167.75,167.12,3285600,5490.99,22284,1304150,39.69
MARUTI,EQ,2022-01-03,7426.45,7420.00,7605.95,7420.00,7529.95,7523.90,7529.53,456599,34379.76,46690,94358,20.67
PAYTM,EQ,2022-01-03,1334.55,1335.00,1346.85,1335.00,1337.00,1339.80,1341.44,502075,6735.05,25865,272552,54.29
PGEL,EQ,2022-01-03,802.80,809.90,820.10,770.15,777.00,780.90,794.80,122116,970.58,14676,55595,45.53
SBIN,EQ,2022-01-03,460.45,462.00,472.00,460.10,471.50,470.80,467.17,13124509,61313.88,168001,4183151,31.87
SUZLON,EQ,2022-01-03,10.20,10.70,10.70,10.50,10.70,10.70,10.69,37827124,4041.91,25669,21643673,57.22
TRENT,EQ,2022-01-03,1065.00,1065.00,1065.00,1041.00,1052.65,1054.60,1054.57,363953,3838.14,17143,133870,36.78
