symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2015-01-22,51221,14861,29.01
ADANIPORTS,EQ,2015-01-22,1376133,686897,49.92
BEL,EQ,2015-01-22,393851,228089,57.91
BOSCHLTD,EQ,2015-01-22,18159,9009,49.61
CUMMINSIND,EQ,2015-01-22,142801,96844,67.82
DLF,EQ,2015-01-22,9019250,1218586,13.51
HINDALCO,EQ,2015-01-22,6918171,4030505,58.26
INDHOTEL,D1,2015-01-22,5805,5800,99.91
INDHOTEL,EQ,2015-01-22,356222,172678,48.47
LT,EQ,2015-01-22,1207449,617270,51.12
MANAPPURAM,EQ,2015-01-22,3141181,1880397,59.86
MARUTI,EQ,2015-01-22,318883,164333,51.53
PGEL,EQ,2015-01-22,14909,8187,54.91
SBIN,EQ,2015-01-22,12232626,5893345,48.18
SBIN,N1,2015-01-22,12,12,100.00
SBIN,N2,2015-01-22,25,25,100.00
SBIN,N3,2015-01-22,83,77,92.77
SBIN,N5,2015-01-22,119,116,97.48
SUZLON,EQ,2015-01-22,145135725,56221422,38.74
TRENT,EQ,2015-01-22,22280,7183,32.24
