symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2015-01-16,67445,22679,33.63
ADANIPORTS,EQ,2015-01-16,1970666,784469,39.81
BEL,EQ,2015-01-16,215845,51821,24.01
BOSCHLTD,EQ,2015-01-16,17239,7355,42.66
CUMMINSIND,EQ,2015-01-16,291702,188570,64.64
DLF,EQ,2015-01-16,13096543,947072,7.23
HINDALCO,EQ,2015-01-16,9096928,3803834,41.81
INDHOTEL,D1,2015-01-16,3562,2907,81.61
INDHOTEL,EQ,2015-01-16,657601,577011,87.74
LT,EQ,2015-01-16,2796685,1536270,54.93
MANAPPURAM,EQ,2015-01-16,2709895,1360109,50.19
MARUTI,EQ,2015-01-16,379075,243659,64.28
MARUTI,IL,2015-01-16,229825,229825,100.00
PGEL,EQ,2015-01-16,47890,27486,57.39
SBIN,EQ,2015-01-16,21598514,13954451,64.61
SBIN,N1,2015-01-16,2,1,50.00
SBIN,N2,2015-01-16,50,50,100.00
SBIN,N3,2015-01-16,60,60,100.00
SBIN,N5,2015-01-16,463,458,98.92
SUZLON,EQ,2015-01-16,60597563,24996948,41.25
TRENT,EQ,2015-01-16,4494,2595,57.74
