symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2015-01-15,43272,13185,30.47
ADANIPORTS,EQ,2015-01-15,2140699,912377,42.62
BEL,EQ,2015-01-15,111600,41338,37.04
BOSCHLTD,EQ,2015-01-15,45461,25643,56.41
CUMMINSIND,EQ,2015-01-15,143693,117910,82.06
DLF,EQ,2015-01-15,17725500,2635654,14.87
HINDALCO,EQ,2015-01-15,10860317,4617044,42.51
INDHOTEL,D1,2015-01-15,3548,2949,83.12
INDHOTEL,EQ,2015-01-15,1266807,1209408,95.47
LT,EQ,2015-01-15,2279394,1345238,59.02
MANAPPURAM,EQ,2015-01-15,1579750,940185,59.51
MARUTI,EQ,2015-01-15,670686,401127,59.81
PGEL,EQ,2015-01-15,162090,62485,38.55
SBIN,EQ,2015-01-15,30729523,16753491,54.52
SBIN,N1,2015-01-15,5,5,100.00
SBIN,N2,2015-01-15,110,110,100.00
SBIN,N3,2015-01-15,14,14,100.00
SBIN,N5,2015-01-15,193,188,97.41
SUZLON,EQ,2015-01-15,20827759,9418485,45.22
TRENT,EQ,2015-01-15,23706,12804,54.01
