symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2013-06-12,28833,10041,34.82
ADANIPORTS,EQ,2013-06-12,2083999,1316636,63.18
BEL,EQ,2013-06-12,16707,10043,60.11
BOSCHLTD,EQ,2013-06-12,3603,2459,68.25
CUMMINSIND,EQ,2013-06-12,70317,49548,70.46
DLF,EQ,2013-06-12,12051075,4497080,37.32
HINDALCO,EQ,2013-06-12,6952543,2661347,38.28
INDHOTEL,EQ,2013-06-12,496322,359547,72.44
LT,EQ,2013-06-12,1611647,870489,54.01
MANAPPURAM,EQ,2013-06-12,1510846,796676,52.73
MARUTI,EQ,2013-06-12,469660,237742,50.62
PGEL,EQ,2013-06-12,14742,9322,63.23
SBIN,EQ,2013-06-12,3189233,1351577,42.38
SBIN,N1,2013-06-12,105,88,83.81
SBIN,N3,2013-06-12,19,19,100.00
SBIN,N4,2013-06-12,25,10,40.00
SBIN,N5,2013-06-12,132,130,98.48
SUZLON,EQ,2013-06-12,6548960,2433011,37.15
TRENT,EQ,2013-06-12,4403,2960,67.23
