,24-Jun-2025
The Nifty witnessed an intraday movement of about 318 points.The closing index was 0.29 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 111594.12
, Traded Quantity (in Lakhs), 45216.77
, Number of Trades, 34644904
, Total Market Capitalisation (Rs. Crores), 44782018.34

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24971.90,     25179.90,     25317.70,     24999.70,     25044.35,72.45
,NIFTY50 EQL Wgt,     31325.15,     31596.80,     31755.05,     31424.15,     31451.90,126.75
,NIFTY100 EQL Wgt,     32340.60,     32656.60,     32818.55,     32520.40,     32569.10,228.5
,NIFTY100 LowVol30,     19734.20,     19896.00,     19994.95,     19796.35,     19820.95,86.75
,NIFTY Alpha 50,     52645.35,     53238.55,     53374.40,     52950.50,     53083.95,438.6
,NIFTY MIDCAP 150,     21371.30,     21589.85,     21628.50,     21475.95,     21523.05,151.75
,NIFTY SMLCAP 50,      8844.95,      8941.10,      8955.20,      8891.20,      8913.20,68.25
,NIFTY SMLCAP 250,     17048.00,     17216.15,     17253.75,     17129.80,     17180.30,132.3
,NIFTY MIDSML 400,     19827.35,     20027.60,     20064.30,     19930.05,     19972.75,145.4
,NIFTY200 QUALTY30,     20668.05,     20875.20,     20875.20,     20676.55,     20713.50,45.45
,Nifty FinSrv25 50,     28609.05,     28877.35,     29076.05,     28794.45,     28857.40,248.35
,NIFTY AlphaLowVol,     26581.95,     26786.55,     26964.80,     26723.40,     26754.25,172.3
,Nifty200Momentm30,     31529.60,     31827.35,     31877.75,     31520.55,     31542.60,13
,Nifty100ESGSecLdr,      4166.85,      4203.00,      4227.85,      4176.25,      4182.95,16.1
,NIFTY100 ESG,      4886.95,      4933.65,      4961.50,      4908.95,      4913.85,26.9
,NIFTY M150 QLTY50,     24476.65,     24689.45,     24702.15,     24533.05,     24589.30,112.65
,NIFTY INDIA MFG,     14217.10,     14343.25,     14406.25,     14269.75,     14290.80,73.7
,Nifty200 Alpha 30,     25292.30,     25570.05,     25586.40,     25365.60,     25384.85,92.55
