,25-Jun-2025
The Nifty witnessed an intraday movement of about 141.75 points.The closing index was 0.8 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 101657.64
, Traded Quantity (in Lakhs), 48678
, Number of Trades, 33685311
, Total Market Capitalisation (Rs. Crores), 45166670.43

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     25044.35,     25150.35,     25266.80,     25125.05,     25244.75,200.4
,NIFTY50 EQL Wgt,     31451.90,     31584.05,     31702.35,     31575.15,     31667.10,215.2
,NIFTY100 EQL Wgt,     32569.10,     32713.15,     32791.60,     32689.20,     32770.65,201.55
,NIFTY100 LowVol30,     19820.95,     19896.70,     20017.40,     19888.80,     19997.15,176.2
,NIFTY Alpha 50,     53083.95,     53408.50,     53577.65,     53222.50,     53316.15,232.2
,NIFTY MIDCAP 150,     21523.05,     21614.30,     21660.65,     21571.20,     21640.65,117.6
,NIFTY SMLCAP 50,      8913.20,      8967.90,      9070.00,      8951.65,      9043.05,129.85
,NIFTY SMLCAP 250,     17180.30,     17272.35,     17464.70,     17261.75,     17455.60,275.3
,NIFTY MIDSML 400,     19972.75,     20065.35,     20164.00,     20040.35,     20156.55,183.8
,NIFTY200 QUALTY30,     20713.50,     20804.50,     20859.45,     20767.15,     20812.30,98.8
,Nifty FinSrv25 50,     28857.40,     28941.90,     28968.35,     28862.15,     28949.10,91.7
,NIFTY AlphaLowVol,     26754.25,     26845.70,     27012.30,     26818.25,     27003.05,248.8
,Nifty200Momentm30,     31542.60,     31706.10,     31771.90,     31649.00,     31732.15,189.55
,Nifty100ESGSecLdr,      4182.95,      4201.55,      4218.85,      4197.90,      4217.70,34.75
,NIFTY100 ESG,      4913.85,      4935.05,      4951.35,      4931.60,      4948.95,35.1
,NIFTY M150 QLTY50,     24589.30,     24689.10,     24742.35,     24626.65,     24669.75,80.45
,NIFTY INDIA MFG,     14290.80,     14356.05,     14363.25,     14302.45,     14338.40,47.6
,Nifty200 Alpha 30,     25384.85,     25505.95,     25541.05,     25408.45,     25476.60,91.75
,NiftyM150Momntm50,     63005.75,     63298.95,     63540.70,     63158.90,     63379.40,373.65
,Nifty IT,     38417.95,     38635.00,     39109.25,     38605.50,     39046.30,628.35
,Nifty Next 50,     67349.35,     67692.25,     67782.45,     67525.80,     67669.40,320.05
,Nifty Bank,     56461.90,     56564.50,     56681.40,     56420.65,     56621.15,159.25
,NIFTY MIDCAP 100,     58622.40,     58856.75,     58964.70,     58707.40,     58881.70,259.3
,Nifty 500,     23113.20,     23216.15,     23303.65,     23190.85,     23296.85,183.65
,Nifty 100,     25631.60,     25743.85,     25839.25,     25716.30,     25822.35,190.75
,Nifty Midcap 50,     16557.50,     16623.75,     16650.35,     16577.65,     16634.25,76.75
,Nifty Realty,      1014.25,      1019.90,      1021.25,      1009.70,      1019.70,5.45
,Nifty Infra,      9120.65,      9177.50,      9214.20,      9171.10,      9205.50,84.85
,Nifty Energy,     35727.05,     35923.15,     35974.40,     35765.35,     35820.55,93.5
,Nifty FMCG,     54346.30,     54575.25,     54892.35,     54518.45,     54747.25,400.95
,Nifty MNC,     28278.30,     28406.35,     28517.85,     28366.45,     28497.80,219.5
,Nifty Pharma,     21672.10,     21749.80,     21832.40,     21708.45,     21804.80,132.7
,Nifty PSE,      9913.00,      9961.65,      9975.30,      9856.45,      9872.80,-40.2
,Nifty PSU Bank,      6939.10,      6965.80,      6978.85,      6941.85,      6952.95,13.85
,Nifty Serv Sector,     33068.35,     33169.80,     33363.35,     33132.20,     33340.85,272.5
,India VIX,13.6425,13.6425,13.6425,12.9000,12.9625,-0.6800
,Nifty Auto,     23598.25,     23725.05,     23848.80,     23668.10,     23827.80,229.55
,Nifty Metal,      9291.10,      9351.70,      9354.25,      9311.15,      9329.20,38.1
,Nifty Media,      1728.80,      1735.40,      1767.40,      1730.40,      1763.15,34.35
,NIFTY SMLCAP 100,     18452.75,     18566.10,     18751.20,     18543.25,     18727.85,275.1
,Nifty 200,     13977.25,     14037.60,     14079.70,     14021.30,     14074.10,96.85
,Nifty Div Opps 50,      6008.50,      6038.55,      6060.15,      6035.20,      6053.75,45.25
,Nifty Commodities,      8703.75,      8750.00,      8768.30,      8739.70,      8753.60,49.85
,Nifty Consumption,     11616.90,     11673.85,     11765.00,     11669.65,     11758.75,141.85
,Nifty Fin Service,     26750.40,     26809.00,     26868.95,     26741.80,     26851.20,100.8
,Nifty50 Div Point,        82.90,        82.90,        82.90,        82.90,        82.90,0
,Nifty100 Liq 15,      7018.15,      7048.80,      7085.85,      7039.80,      7074.50,56.35
,Nifty CPSE,      6565.00,      6587.45,      6604.85,      6523.40,      6532.30,-32.7
,Nifty GrowSect 15,     11395.00,     11450.60,     11518.95,     11444.15,     11515.20,120.2
,Nifty50 PR 2x Lev,     13932.25,     14048.20,     14176.80,     14021.80,     14153.25,221
,Nifty50 PR 1x Inv,       203.60,       202.80,       202.95,       201.85,       202.00,-1.6
,Nifty50 TR 2x Lev,     20574.60,     20745.80,     20935.65,     20706.75,     20900.90,326.3
,Nifty50 TR 1x Inv,       167.70,       167.05,       167.20,       166.25,       166.40,-1.3
,Nifty50 Value 20,     12782.90,     12831.90,     12904.75,     12819.90,     12892.00,109.1
,Nifty Mid Liq 15,     15588.15,     15656.25,     15682.85,     15552.65,     15596.35,8.2
,Nifty Pvt Bank,     28135.05,     28176.20,     28211.30,     28086.90,     28126.45,-8.6
,NIFTY100 Qualty30,      5605.70,      5628.30,      5646.10,      5619.60,      5634.70,29
,Nifty GS 8 13Yr,      2935.69,      2936.22,      2936.22,      2931.85,      2931.91,-3.78
,Nifty GS 10Yr,      2603.10,      2603.55,      2605.17,      2599.78,      2599.84,-3.26
,Nifty GS 10Yr Cln,       918.39,       918.39,       918.97,       917.05,       917.07,-1.32
,Nifty GS 4 8Yr,      3162.52,      3163.11,      3163.11,      3157.77,      3157.77,-4.75
,Nifty GS 11 15Yr,      3228.43,      3229.03,      3232.23,      3222.87,      3222.87,-5.56
,Nifty GS 15YrPlus,      3484.80,      3485.47,      3485.47,      3467.21,      3468.54,-16.26
,Nifty GS Compsite,      3021.64,      3022.20,      3022.31,      3015.51,      3015.69,-5.95
,NIFTY HEALTHCARE,     14123.10,     14155.80,     14268.00,     14153.65,     14256.00,132.9
,NIFTY CONSR DURBL,     37453.70,     37595.25,     38034.00,     37595.25,     37988.75,535.05
,NIFTY OIL AND GAS,     11454.55,     11534.00,     11552.35,     11467.20,     11482.40,27.85
,NIFTY500 MULTICAP,     16127.85,     16202.05,     16279.90,     16185.45,     16275.70,147.85
,NIFTY LARGEMID250,     16237.55,     16307.50,     16347.50,     16285.20,     16341.90,104.35
