,10-Jun-2025
The Nifty witnessed an intraday movement of about 143.85 points.The closing index was 0 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 115862.94
, Traded Quantity (in Lakhs), 49807.68
, Number of Trades, 34684430
, Total Market Capitalisation (Rs. Crores), 45332098.57

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     25103.20,     25196.05,     25199.30,     25055.45,     25104.25,1.05
,NIFTY50 EQL Wgt,     31444.25,     31580.85,     31594.85,     31448.95,     31526.35,82.1
,NIFTY100 EQL Wgt,     32920.30,     33054.70,     33058.45,     32870.80,     32975.15,54.85
,NIFTY100 LowVol30,     19838.20,     19895.75,     19910.15,     19802.45,     19876.35,38.15
,NIFTY Alpha 50,     53504.55,     53741.40,     53780.70,     53400.15,     53619.60,115.05
,NIFTY MIDCAP 150,     21908.35,     21999.50,     22007.20,     21867.40,     21915.90,7.55
,NIFTY SMLCAP 50,      9108.15,      9154.20,      9155.00,      9099.40,      9128.80,20.65
,NIFTY SMLCAP 250,     17515.15,     17596.75,     17606.30,     17503.75,     17544.30,29.15
,NIFTY MIDSML 400,     20341.55,     20429.80,     20433.60,     20312.35,     20358.05,16.5
,NIFTY200 QUALTY30,     20851.35,     20934.35,     21009.20,     20877.80,     20961.05,109.7
,Nifty FinSrv25 50,     29168.00,     29280.10,     29282.10,     28957.25,     29035.25,-132.75
,NIFTY AlphaLowVol,     26813.95,     26930.80,     26995.60,     26812.55,     26936.40,122.45
,Nifty200Momentm30,     31519.55,     31639.10,     31784.20,     31575.40,     31656.65,137.1
,Nifty100ESGSecLdr,      4203.15,      4218.20,      4218.70,      4191.10,      4198.65,-4.5
,NIFTY100 ESG,      4951.80,      4970.40,      4970.65,      4939.60,      4956.55,4.75
,NIFTY M150 QLTY50,     25003.85,     25117.95,     25144.45,     25029.45,     25068.05,64.2
,NIFTY INDIA MFG,     14409.25,     14465.55,     14473.55,     14413.60,     14435.75,26.5
,Nifty200 Alpha 30,     25609.55,     25705.35,     25705.35,     25521.80,     25611.55,2
,NiftyM150Momntm50,     63745.90,     64001.85,     64060.85,     63632.30,     63851.80,105.9
,Nifty IT,     37669.20,     37871.60,     38567.75,     37825.15,     38299.95,630.75
,Nifty Next 50,     68843.50,     69125.35,     69125.35,     68659.65,     68922.55,79.05
,Nifty Bank,     56839.60,     56993.90,     57015.40,     56564.15,     56629.10,-210.5
,NIFTY MIDCAP 100,     59674.95,     59935.00,     59967.90,     59576.35,     59681.40,6.45
,Nifty 500,     23330.55,     23422.30,     23423.80,     23287.35,     23339.95,9.4
,Nifty 100,     25779.45,     25876.60,     25878.80,     25727.10,     25785.50,6.05
,Nifty Midcap 50,     16755.25,     16820.85,     16836.90,     16726.90,     16749.15,-6.1
,Nifty Realty,      1038.15,      1041.75,      1045.20,      1024.40,      1026.30,-11.85
,Nifty Infra,      9149.15,      9189.75,      9194.10,      9131.95,      9140.05,-9.1
,Nifty Energy,     36352.80,     36536.55,     36582.60,     36329.10,     36515.25,162.45
,Nifty FMCG,     56026.10,     56178.20,     56331.80,     55952.85,     56198.80,172.7
,Nifty MNC,     28811.30,     28896.25,     28930.95,     28770.05,     28802.20,-9.1
,Nifty Pharma,     21826.80,     21886.40,     21976.90,     21802.20,     21948.00,121.2
,Nifty PSE,     10085.70,     10137.25,     10152.65,     10102.90,     10121.40,35.7
,Nifty PSU Bank,      7208.45,      7233.30,      7234.55,      7152.80,      7170.85,-37.6
,Nifty Serv Sector,     33146.10,     33255.95,     33261.30,     33021.55,     33135.40,-10.7
,India VIX,14.6925,14.6925,14.7400,13.9325,14.0150,-0.6775
,Nifty Auto,     23777.15,     23869.75,     23872.20,     23743.20,     23759.00,-18.15
,Nifty Metal,      9477.00,      9522.40,      9581.80,      9499.05,      9509.70,32.7
,Nifty Media,      1713.00,      1727.90,      1757.25,      1727.90,      1731.65,18.65
,NIFTY SMLCAP 100,     18873.40,     18968.65,     18987.30,     18864.45,     18899.80,26.4
,Nifty 200,     14086.90,     14141.40,     14142.35,     14059.25,     14089.90,3
