,27-Jun-2025
The Nifty witnessed an intraday movement of about 130.65 points.The closing index was 0.35 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 153035
, Traded Quantity (in Lakhs), 50496.51
, Number of Trades, 39986711
, Total Market Capitalisation (Rs. Crores), 45758788.88

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     25549.00,     25576.65,     25654.20,     25523.55,     25637.80,88.8
,NIFTY50 EQL Wgt,     32009.75,     32073.85,     32169.05,     32003.60,     32126.80,117.05
,NIFTY100 EQL Wgt,     33094.35,     33181.60,     33291.65,     33150.65,     33250.55,156.2
,NIFTY100 LowVol30,     20141.65,     20196.65,     20256.65,     20136.10,     20238.15,96.5
,NIFTY Alpha 50,     53380.35,     53581.80,     53941.40,     53429.30,     53518.50,138.15
,NIFTY MIDCAP 150,     21753.15,     21831.65,     21920.50,     21802.85,     21840.20,87.05
,NIFTY SMLCAP 50,      9073.15,      9113.50,      9164.00,      9102.30,      9120.60,47.45
,NIFTY SMLCAP 250,     17500.50,     17579.35,     17662.65,     17543.95,     17642.30,141.8
,NIFTY MIDSML 400,     20242.45,     20321.95,     20404.35,     20292.50,     20353.00,110.55
,NIFTY200 QUALTY30,     20910.90,     20963.70,     21058.10,     20933.15,     21017.15,106.25
,Nifty FinSrv25 50,     29391.75,     29413.00,     29564.80,     29201.75,     29533.10,141.35
,NIFTY AlphaLowVol,     27152.15,     27239.30,     27314.35,     27203.65,     27251.90,99.75
,Nifty200Momentm30,     31899.35,     31975.25,     32163.15,     31777.15,     31852.15,-47.2
,Nifty100ESGSecLdr,      4270.50,      4274.85,      4292.35,      4268.10,      4289.15,18.65
,NIFTY100 ESG,      5003.25,      5010.85,      5026.10,      5001.10,      5020.90,17.65
,NIFTY M150 QLTY50,     24747.50,     24826.75,     24987.20,     24807.60,     24929.55,182.05
,NIFTY INDIA MFG,     14447.80,     14485.30,     14568.85,     14473.75,     14538.85,91.05
,Nifty200 Alpha 30,     25728.80,     25767.95,     25886.45,     25710.40,     25743.70,14.9
,NiftyM150Momntm50,     63587.85,     63799.85,     64103.55,     63408.95,     63544.00,-43.85
,Nifty IT,     38996.25,     39125.75,     39357.75,     38707.15,     38822.95,-173.3
,Nifty Next 50,     68295.15,     68479.00,     68904.15,     68439.70,     68712.40,417.25
,Nifty Bank,     57206.70,     57234.70,     57475.40,     56993.85,     57443.90,237.2
,NIFTY MIDCAP 100,     59227.40,     59430.15,     59693.70,     59336.80,     59385.15,157.75
,Nifty 500,     23517.55,     23566.70,     23644.35,     23538.55,     23620.15,102.6
,Nifty 100,     26121.10,     26156.55,     26239.95,     26117.55,     26223.60,102.5
,Nifty Midcap 50,     16745.05,     16798.40,     16877.55,     16746.75,     16760.95,15.9
,Nifty Realty,      1009.55,      1013.00,      1017.35,       991.50,       993.95,-15.6
,Nifty Infra,      9355.80,      9373.40,      9467.30,      9371.40,      9438.70,82.9
,Nifty Energy,     36179.10,     36300.70,     36707.65,     36289.60,     36542.60,363.5
,Nifty FMCG,     55118.80,     55246.50,     55298.35,     55044.75,     55109.00,-9.8
,Nifty MNC,     28697.65,     28832.75,     28934.25,     28799.90,     28858.35,160.7
,Nifty Pharma,     21808.20,     21850.85,     22001.00,     21823.60,     21928.60,120.4
,Nifty PSE,     10004.95,     10039.75,     10104.40,     10033.70,     10078.10,73.15
,Nifty PSU Bank,      6982.65,      7019.20,      7107.50,      7007.65,      7015.50,32.85
,Nifty Serv Sector,     33774.40,     33798.25,     33899.65,     33684.10,     33875.05,100.65
,India VIX,12.5900,12.5900,12.9225,12.3225,12.3875,-0.2025
,Nifty Auto,     23961.70,     23994.25,     24142.70,     23937.90,     24007.95,46.25
,Nifty Metal,      9544.55,      9592.80,      9678.45,      9563.40,      9578.20,33.65
,Nifty Media,      1743.85,      1749.05,      1763.80,      1744.15,      1747.85,4
,NIFTY SMLCAP 100,     18805.60,     18885.30,     18997.10,     18854.95,     18976.80,171.2
,Nifty 200,     14223.30,     14247.55,     14294.40,     14230.85,     14276.05,52.75
,Nifty Div Opps 50,      6100.10,      6123.20,      6139.60,      6105.95,      6113.40,13.3
,Nifty Commodities,      8907.85,      8935.90,      8989.70,      8931.85,      8974.80,66.95
,Nifty Consumption,     11855.45,     11866.65,     11900.90,     11848.35,     11870.65,15.2
,Nifty Fin Service,     27248.40,     27245.55,     27369.80,     27083.55,     27344.05,95.65
,Nifty50 Div Point,        82.90,       122.03,       122.03,       122.03,       122.03,39.13
,Nifty100 Liq 15,      7175.50,      7192.40,      7218.60,      7173.20,      7207.95,32.45
,Nifty CPSE,      6593.85,      6614.80,      6650.35,      6610.70,      6620.95,27.1
,Nifty GrowSect 15,     11520.85,     11519.40,     11572.45,     11511.90,     11542.05,21.2
,Nifty50 PR 2x Lev,     14492.30,     14521.55,     14608.55,     14461.95,     14590.95,98.65
,Nifty50 PR 1x Inv,       199.60,       199.40,       199.85,       198.80,       198.95,-.65
,Nifty50 TR 2x Lev,     21401.60,     21510.40,     21638.90,     21422.35,     21612.85,211.25
,Nifty50 TR 1x Inv,       164.40,       164.00,       164.35,       163.50,       163.60,-.8
,Nifty50 Value 20,     12959.15,     12998.40,     13026.45,     12977.00,     12992.90,33.75
,Nifty Mid Liq 15,     15624.55,     15694.70,     15834.05,     15591.70,     15622.50,-2.05
,Nifty Pvt Bank,     28417.00,     28430.55,     28538.30,     28266.45,     28506.10,89.1
,NIFTY100 Qualty30,      5659.25,      5671.45,      5684.30,      5659.95,      5673.40,14.15
,Nifty GS 8 13Yr,      2933.13,      2933.67,      2934.62,      2929.73,      2929.96,-3.17
,Nifty GS 10Yr,      2602.32,      2602.77,      2603.25,      2596.31,      2597.60,-4.72
,Nifty GS 10Yr Cln,       917.79,       917.79,       917.96,       915.50,       915.95,-1.84
,Nifty GS 4 8Yr,      3158.75,      3159.34,      3160.18,      3158.61,      3158.61,-.14
,Nifty GS 11 15Yr,      3221.24,      3221.84,      3221.84,      3217.76,      3218.41,-2.83
,Nifty GS 15YrPlus,      3469.17,      3469.84,      3475.19,      3466.73,      3471.53,2.36
,Nifty GS Compsite,      3016.52,      3017.08,      3017.66,      3014.97,      3014.97,-1.55
,NIFTY HEALTHCARE,     14310.15,     14341.85,     14447.50,     14325.75,     14411.65,101.5
,NIFTY CONSR DURBL,     38320.70,     38463.40,     38627.80,     38128.20,     38181.20,-139.5
,NIFTY OIL AND GAS,     11695.90,     11722.25,     11884.30,     11715.35,     11835.05,139.15
,NIFTY500 MULTICAP,     16399.20,     16444.30,     16500.45,     16426.60,     16481.75,82.55
,NIFTY LARGEMID250,     16477.50,     16518.85,     16575.40,     16504.30,     16542.80,65.3
,NIFTY MID SELECT,     13305.10,     13358.65,     13468.70,     13319.45,     13340.55,35.45
,NIFTY TOTAL MKT,     13230.55,     13259.95,     13302.40,     13243.85,     13288.65,58.1
,NIFTY MICROCAP250,     23867.90,     24000.40,     24049.35,     23935.10,     23989.60,121.7
,NIFTY IND DIGITAL,      9237.50,      9266.10,      9305.55,      9205.30,      9226.90,-10.6
,Nifty Tata 25 Cap,     15757.35,     15788.25,     15841.75,     15682.50,     15701.60,-55.75
,Nifty MidSml Hlth,     42856.40,     43013.65,     43230.75,     42827.30,     43140.60,284.2
,Nifty Multi Mfg,     15173.40,     15213.35,     15309.45,     15208.05,     15266.45,93.05
,Nifty Multi Infra,     14443.85,     14479.85,     14560.40,     14461.55,     14524.20,80.35
,BHARATBOND-APR30,      1527.62,      1527.92,      1527.92,      1527.61,      1527.74,.12
,BHARATBOND-APR31,      1395.04,      1395.31,      1395.31,      1394.80,      1395.05,.01
,BHARATBOND-APR32,      1272.73,      1272.98,      1272.98,      1272.97,      1272.97,.24
,BHARATBOND-APR33,      1237.86,      1238.10,      1238.10,      1238.09,      1238.09,.23
,Nifty Ind Defence,      8713.35,      8740.55,      8813.40,      8729.85,      8788.35,75
,Nifty Ind Tourism,      9228.95,      9235.00,      9284.05,      9224.85,      9255.90,26.95
,Nifty Capital Mkt,      4673.30,      4694.50,      4748.85,      4683.10,      4692.10,18.8
,Nifty500Momentm50,     55253.20,     55389.25,     55691.70,     54954.90,     55110.30,-142.9
,NiftyMS400 MQ 100,     50896.90,     51101.65,     51487.40,     50911.60,     51008.05,111.15
,NiftySml250MQ 100,     48149.10,     48365.35,     48682.20,     48297.95,     48405.60,256.5
,Nifty Top 10 EW,      9993.25,     10002.95,     10034.05,      9984.00,     10018.90,25.65
,Nifty AQL 30,     22482.30,     22569.60,     22641.75,     22527.10,     22583.80,101.5
,Nifty AQLV 30,     20702.05,     20753.65,     20806.15,     20717.10,     20766.60,64.55
,Nifty EV,      2928.95,      2937.10,      2962.40,      2933.95,      2945.20,16.25
,Nifty HighBeta 50,      3825.20,      3838.95,      3872.10,      3835.25,      3837.95,12.75
,Nifty New Consump,     11839.75,     11865.45,     11889.35,     11819.35,     11831.05,-8.7
,Nifty Corp MAATR,     37266.80,     37349.50,     37611.15,     37310.95,     37501.10,234.3
,Nifty Low Vol 50,     25362.30,     25420.20,     25485.50,     25344.70,     25464.75,102.45
,Nifty Mobility,     20869.95,     20922.15,     21065.20,     20880.55,     20977.50,107.55
,Nifty Qlty LV 30,     17268.35,     17302.60,     17331.60,     17260.25,     17317.60,49.25
,Nifty Sml250 Q50,     27857.55,     27987.55,     28229.75,     27933.05,     27974.75,117.2
,Nifty Top 15 EW,     10465.25,     10477.00,     10508.80,     10454.75,     10487.50,22.25
,Nifty100 Alpha 30,     18592.15,     18595.80,     18676.20,     18570.60,     18639.15,47
,Nifty100 Enh ESG,      5042.05,      5049.65,      5064.90,      5039.90,      5059.60,17.55
,Nifty200 Value 30,     13162.50,     13215.55,     13292.55,     13204.20,     13242.80,80.3
