,08-Mar-16,,,,,,
The Nifty witnessed an intraday movement of about 85 points.,,,,,,,
,,,,,,,
, Traded Value (Rs. In Crores),17889.56,,,,,
, Traded Quantity (in Lakhs),10834.48,,,,,
, Number of Trades,8200924,,,,,
, Total Market Capitalisation (Rs. Crores),9006028.56,,,,,
,,,,,,,
,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,7485.35,7486.4,7527.15,7442.15,7485.3,-0.05
,Nifty IT,10980.85,10928.4,10977.3,10832.25,10914.2,-66.65
,Nifty Next 50,18181.2,18183.6,18338.6,18105.9,18208.65,27.45
,Nifty Bank,15339.2,15323.45,15326.65,15066.5,15146.5,-192.7
,Nifty Midcap 100,12314.15,12340.55,12428.95,12264.55,12325.3,11.15
,Nifty 500,6239.35,6242.4,6278.4,6209.25,6243.65,4.3
,Nifty 100,7578.55,7579.65,7624.05,7537.15,7580.35,1.8
,Nifty Midcap 50,2985.15,2992.4,3019.95,2968.7,2992.6,7.45
,Nifty Realty,147.65,147.65,150.75,147.35,149.05,1.4
,Nifty Infra,2447.75,2454.6,2473.1,2431.4,2448.4,0.65
,Nifty Energy,8057.75,8077.1,8203.75,8077.1,8177.6,119.85
,Nifty FMCG,19144.95,19147.9,19409.45,19126.8,19214,69.05
,Nifty MNC,8565.4,8562.1,8575.9,8435.1,8464.15,-101.25
,Nifty Pharma,11537.65,11558.25,11706.8,11496,11570.35,32.7
,Nifty PSE,2783.9,2802.45,2824.4,2790.8,2798.55,14.65
,Nifty PSU Bank,2388.75,2364.25,2372.95,2306.95,2327.4,-61.35
,Nifty Serv Sector,9601.9,9572.55,9597.4,9491.5,9556.3,-45.6
,India VIX,17.8825,17.8825,18.975,17.41,18.465,0.5825
,Nifty Auto,7591.75,7614.45,7670.4,7552.75,7596.65,4.9
,Nifty Metal,1828,1851.2,1891.65,1851.2,1871.3,43.3
,Nifty Media,2317.5,2317.85,2340.4,2270.95,2298.25,-19.25
,Nifty Small 100,4760.55,4770.45,4814.05,4752.55,4793.25,32.7
,Nifty 200,3918.05,3919.05,3942.8,3897.55,3919.65,1.6
,Nifty Div Opps 50,1754.95,1758.3,1767.25,1748.95,1754.45,-0.5
,Nifty Commodities,2303.15,2317.1,2347.15,2317.1,2329.2,26.05
,Nifty Consumption,3301.55,3303.9,3323.75,3280.65,3294.4,-7.15
,Nifty Fin Service,6356.25,6344.85,6370.3,6281.65,6314.5,-41.75
,Nifty50 Div Point,101.18,101.18,101.18,101.18,101.18,0
,Nifty100 Liq 15,2864.5,2864.4,2885.7,2834.4,2852.85,-11.65
,Nifty CPSE,1840.5,1851.9,1867.15,1839.45,1846.05,5.55
,Nifty GrowSect 15,5042.2,5032.05,5055.1,5005.85,5036.65,-5.55
,Nifty50 PR 2x Lev,2665.75,2664.35,2693.3,2633.2,2663.55,-2.2
