symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2024-08-01,143518,61400,42.78
ADANIPORTS,EQ,2024-08-01,7160588,1858569,25.96
BEL,EQ,2024-08-01,28141436,13795425,49.02
BOSCHLTD,EQ,2024-08-01,23238,8129,34.98
CUMMINSIND,EQ,2024-08-01,337985,185892,55.00
DIXON,EQ,2024-08-01,667577,203891,30.54
DLF,EQ,2024-08-01,6040354,3367205,55.75
DMART,EQ,2024-08-01,202176,100086,49.50
HAL,EQ,2024-08-01,2347381,1087378,46.32
HINDALCO,EQ,2024-08-01,8831127,4110291,46.54
INDHOTEL,EQ,2024-08-01,1504378,811628,53.95
INDIGO,EQ,2024-08-01,792851,520462,65.64
LT,EQ,2024-08-01,1998663,1063063,53.19
MANAPPURAM,EQ,2024-08-01,5403469,2131374,39.44
MARUTI,EQ,2024-08-01,2040384,614334,30.11
PAYTM,EQ,2024-08-01,5509816,2061794,37.42
PGEL,EQ,2024-08-01,717908,481128,67.02
SBIN,EQ,2024-08-01,11787203,5470508,46.41
SUZLON,EQ,2024-08-01,134824650,69982021,51.91
TRENT,EQ,2024-08-01,767562,388273,50.59
