symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2021-07-09,163245,117437,71.94
ADANIPORTS,EQ,2021-07-09,14924156,2331099,15.62
BEL,EQ,2021-07-09,6170818,2286848,37.06
BOSCHLTD,EQ,2021-07-09,88403,65601,74.21
CUMMINSIND,EQ,2021-07-09,660070,289461,43.85
DIXON,EQ,2021-07-09,166351,105998,63.72
DLF,EQ,2021-07-09,13119855,2195841,16.74
DMART,EQ,2021-07-09,146424,68671,46.90
HAL,EQ,2021-07-09,509918,219895,43.12
HINDALCO,EQ,2021-07-09,7375406,1732770,23.49
INDHOTEL,EQ,2021-07-09,3987607,1285208,32.23
INDIGO,EQ,2021-07-09,482765,105255,21.80
LT,EQ,2021-07-09,1248405,703001,56.31
MANAPPURAM,EQ,2021-07-09,3390177,991665,29.25
MARUTI,EQ,2021-07-09,400686,180958,45.16
PGEL,EQ,2021-07-09,10808,6718,62.16
SBIN,EQ,2021-07-09,16844494,4397446,26.11
SUZLON,EQ,2021-07-09,50295103,18159410,36.11
TRENT,EQ,2021-07-09,507064,133232,26.28
