symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2021-07-20,111360,77222,69.34
ADANIPORTS,EQ,2021-07-20,11533588,1787715,15.50
BEL,EQ,2021-07-20,7300366,2084426,28.55
BOSCHLTD,EQ,2021-07-20,18879,7053,37.36
CUMMINSIND,EQ,2021-07-20,535458,280850,52.45
DIXON,EQ,2021-07-20,181129,103018,56.88
DLF,EQ,2021-07-20,11504064,2483275,21.59
DMART,EQ,2021-07-20,553490,204257,36.90
HAL,EQ,2021-07-20,144416,62704,43.42
HINDALCO,EQ,2021-07-20,9214553,3277866,35.57
INDHOTEL,EQ,2021-07-20,5423772,2173485,40.07
INDIGO,EQ,2021-07-20,1196682,409219,34.20
LT,EQ,2021-07-20,1847026,736633,39.88
MANAPPURAM,EQ,2021-07-20,3530964,1449692,41.06
MARUTI,EQ,2021-07-20,413816,142420,34.42
PGEL,EQ,2021-07-20,47749,24543,51.40
SBIN,EQ,2021-07-20,14623321,4341360,29.69
SUZLON,EQ,2021-07-20,34788776,17411902,50.05
TRENT,EQ,2021-07-20,754030,198089,26.27
