symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2021-07-22,131419,103515,78.77
ADANIPORTS,EQ,2021-07-22,9740403,1939484,19.91
BEL,EQ,2021-07-22,4759456,1732229,36.40
BOSCHLTD,EQ,2021-07-22,29430,7823,26.58
CUMMINSIND,EQ,2021-07-22,583591,285637,48.94
DIXON,EQ,2021-07-22,126503,79506,62.85
DLF,EQ,2021-07-22,9250040,1611582,17.42
DMART,EQ,2021-07-22,216224,102996,47.63
HAL,EQ,2021-07-22,1538596,604518,39.29
HINDALCO,EQ,2021-07-22,7381389,2497790,33.84
INDHOTEL,EQ,2021-07-22,2878011,1450371,50.39
INDIGO,EQ,2021-07-22,798942,320319,40.09
LT,EQ,2021-07-22,3231269,1536508,47.55
MANAPPURAM,EQ,2021-07-22,22805655,3445695,15.11
MARUTI,EQ,2021-07-22,439934,259844,59.06
PGEL,EQ,2021-07-22,25231,14977,59.36
SBIN,EQ,2021-07-22,11799761,3403902,28.85
SUZLON,EQ,2021-07-22,24313554,13060039,53.72
TRENT,EQ,2021-07-22,1813383,430377,23.73
