symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2011-06-01,862.35,864.40,-0.0024,0.0140,,0.2598
BEL,2011-06-01,1710.40,1661.45,0.0290,0.0125,,0.2694
BOSCHLTD,2011-06-01,7205.65,7047.35,0.0222,0.0124,,0.2522
CUMMINSIND,2011-06-01,687.00,687.70,-0.0010,0.0145,,0.2694
DLF,2011-06-01,236.95,238.95,-0.0084,0.0260,,0.4834
HINDALCO,2011-06-01,197.30,197.35,-0.0003,0.0234,,0.4337
INDHOTEL,2011-06-01,82.00,80.60,0.0172,0.0151,,0.2904
LT,2011-06-01,1684.95,1642.35,0.0256,0.0200,,0.3897
MANAPPURAM,2011-06-01,115.20,111.75,0.0304,0.0218,,0.4280
MARUTI,2011-06-01,1250.10,1230.15,0.0161,0.0139,,0.2675
SBIN,2011-06-01,2329.20,2297.95,0.0135,0.0231,,0.4318
SUZLON,2011-06-01,53.20,53.90,-0.0131,0.0277,,0.5158
TRENT,2011-06-01,1020.35,1021.75,-0.0014,0.0145,,0.2694
