symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2026-03-19,212355,84643,39.86
ADANIPORTS,EQ,2026-03-19,2160622,1046911,48.45
BEL,EQ,2026-03-19,12237975,5203887,42.52
BOSCHLTD,EQ,2026-03-19,12551,3967,31.61
CUMMINSIND,EQ,2026-03-19,580101,310397,53.51
DIXON,EQ,2026-03-19,616614,173844,28.19
DLF,EQ,2026-03-19,3598745,1630317,45.30
DMART,EQ,2026-03-19,426306,163083,38.25
ETERNAL,EQ,2026-03-19,72305788,41801753,57.81
HAL,EQ,2026-03-19,1014937,421344,41.51
HINDALCO,EQ,2026-03-19,4733569,2185690,46.17
INDHOTEL,EQ,2026-03-19,1029632,450098,43.71
INDIGO,EQ,2026-03-19,1501959,788917,52.53
LENSKART,EQ,2026-03-19,671163,262146,39.06
LT,EQ,2026-03-19,4898518,2624249,53.57
MANAPPURAM,EQ,2026-03-19,7163097,1799636,25.12
MARUTI,EQ,2026-03-19,569346,332188,58.35
PAYTM,EQ,2026-03-19,1999499,747193,37.37
PGEL,EQ,2026-03-19,3658602,1033872,28.26
SBIN,EQ,2026-03-19,13431191,6379272,47.50
SUZLON,EQ,2026-03-19,55593734,16977565,30.54
TRENT,EQ,2026-03-19,698240,288006,41.25
